ExceedanceRnd,Flow,Exceedance,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
0.05,3633.771486493632,0.05028571428571424,0.31395785643304996,70.31902556786142,0.019336892968472377,0.22972527472527463,1.89010989010989,65.42857142857143,13.0,15.824175824175825,20.571428571428573,166.27472527472528,281.0989010989011,0.07737475627622355,1100.0,275.0,,1.0,275.0,,,,3077.672585394732,34.57142857142857,5.0,9.175824175824175,59.42857142857143,2969.496761218907,100.0,18.0,25.0,80.0,3135.771486493633,418.0,974.9310198692673,990.0,0.18077490774907812,0.024999999999999984,989.7942250922498,0.5349347800000003,,,,14.328270442982985,,,,,0.9015864067308924,,,,1.0999999999999965,,,,0.9799999999999981,,,,34.15328691928099,,,,34.15328691928099,819.678886062743,0.009401216512779354
0.055,3516.204255555778,0.05531249999999999,0.3038000476800194,45.22794708387307,0.012871274463648946,0.24206250000000035,1.88125,64.625,12.9375,15.61875,20.2,162.3625,275.74375,0.07842307554945609,1100.0,275.0,,1.0,275.0,,,,2965.460505555776,35.375,5.0625,9.38125,59.8,2855.841755555776,100.0,18.0,25.0,80.0,3018.2042555557755,418.0,974.6991988953484,990.0,0.18077490774907806,0.024999999999999935,989.7942250922499,0.5349347800000003,,,,14.56009141690287,,,,,0.9046479113929806,,,,1.0999999999999968,,,,0.9799999999999992,,,,34.82348817459409,,,,34.82348817459409,835.7637161902576,0.009904322018259682
0.06,3456.5596341585865,0.05988888888888889,0.29864675239130095,39.698563539895765,0.011496379065498335,0.270058479532164,2.0,64.05847953216374,13.099415204678362,15.771929824561404,20.730994152046783,164.8421052631579,278.5029239766082,0.08056983145423743,1100.0,275.0,,1.0,275.0,,,,2903.0567101819784,35.941520467836256,4.900584795321637,9.228070175438596,59.26900584795322,2793.717528895428,100.0,18.0,25.0,80.0,2958.5596341585865,418.0,974.5795659668179,990.0,0.18077490774907815,0.02499999999999996,989.7942250922498,0.5349347800000003,,,,14.679724345431083,,,,,0.9061616150207178,,,,1.0999999999999965,,,,0.9799999999999985,,,,35.16832673794415,,,,35.16832673794415,844.0398417106624,0.010174668499500158
0.065,3382.079146927032,0.06500602409638565,0.29221163829449553,56.06945375274966,0.016599181790564136,0.2943373493975902,2.0783132530120483,62.2289156626506,12.813253012048193,15.090361445783133,19.49397590361446,158.3734939759036,268.0,0.07923271122785643,1100.0,275.0,,1.0,275.0,,,,2839.0791469270334,37.7710843373494,5.186746987951807,9.909638554216867,60.506024096385545,2725.7056529511297,100.0,18.0,25.0,80.0,2884.0791469270334,418.0,974.4280922125362,990.0,0.18077490774907812,0.02499999999999995,989.7942250922499,0.5349347800000003,,,,14.831198099714323,,,,,0.9080103199001918,,,,1.0999999999999968,,,,0.9799999999999989,,,,35.60379330623147,,,,35.60379330623147,854.4910393495566,0.010528497262872654
0.07,3262.0386418419935,0.0703621621621621,0.28184013865514773,77.67273174259721,0.023839977041008795,0.29302702702702715,2.091891891891892,61.14054054054054,12.545945945945945,14.545945945945945,18.416216216216217,152.94054054054055,259.5891891891892,0.07959015242905498,1100.0,275.0,,1.0,275.0,,,,2727.4494526528038,38.85945945945946,5.454054054054054,10.454054054054055,61.58378378378379,2611.098101301452,100.0,18.0,25.0,80.0,2764.0386418419935,418.0,974.1794754612267,990.0,0.18077490774907806,0.02499999999999999,989.7942250922498,0.5349347800000003,,,,15.079814851025436,,,,,0.9108986624649109,,,,1.0999999999999965,,,,0.9799999999999979,,,,36.31584420068087,,,,36.31584420068087,871.5802608163402,0.011135226615590764
0.075,3154.665584980957,0.07548780487804871,0.27256310654235516,62.9458016966908,0.019951899262253325,0.30640243902439007,2.1707317073170733,60.926829268292686,12.573170731707316,14.542682926829269,18.51219512195122,152.22560975609755,258.780487804878,0.08203760036561311,1100.0,275.0,,1.0,275.0,,,,2620.8850971760785,39.073170731707314,5.426829268292683,10.457317073170731,61.48780487804878,2504.4399752248587,100.0,18.0,25.0,80.0,2656.6655849809567,418.0,973.9523830524748,990.0,0.1807749077490781,0.024999999999999942,989.7942250922499,0.5349347800000003,,,,15.306907259776885,,,,,0.9133843564754931,,,,1.0999999999999968,,,,0.979999999999999,,,,36.96320558963383,,,,36.96320558963383,887.1169341512118,0.011717983132475823
0.08,3085.1802557457154,0.08010322580645178,0.26655957409642966,47.82840326495179,0.015488661015094492,0.3374193548387096,2.3096774193548386,59.63870967741936,12.574193548387097,14.374193548387098,18.44516129032258,147.18064516129033,252.21290322580646,0.08175294287893489,1100.0,275.0,,1.0,275.0,,,,2557.967352519908,40.36129032258064,5.425806451612903,10.625806451612902,61.55483870967742,2439.9996105844243,100.0,18.0,25.0,80.0,2587.180255745715,418.0,973.8027130004011,990.0,0.18077490774907803,0.024999999999999935,989.7942250922499,0.5349347800000003,,,,15.456577311849863,,,,,0.9149354449940549,,,,1.099999999999997,,,,0.9799999999999995,,,,37.387986656662754,,,,37.387986656662754,897.3116797599048,0.012119253468224216
0.085,3023.1390237303603,0.08491758241758245,0.26119921165030435,41.66688371724037,0.013781328227440387,0.35505494505494506,2.412087912087912,58.95054945054945,12.851648351648352,14.576923076923077,19.065934065934066,143.6098901098901,249.05494505494505,0.0823916629876454,1100.0,275.0,,1.0,275.0,,,,2499.0840786754156,41.04945054945055,5.148351648351649,10.423076923076923,60.934065934065934,2381.529133620471,100.0,18.0,25.0,80.0,2525.1390237303603,418.0,973.6672362160966,990.0,0.18077490774907812,0.024999999999999984,989.7942250922498,0.5349347800000003,,,,15.592054096156048,,,,,0.9162805434937152,,,,1.0999999999999965,,,,0.9799999999999981,,,,37.77113410201351,,,,37.77113410201351,906.5072184483264,0.012494657397300254
0.09,2953.2615483416303,0.09026708074534155,0.25516179777671694,53.27394050051178,0.01804793477429479,0.35565217391304316,2.3540372670807455,58.91925465838509,12.459627329192546,14.136645962732919,18.124223602484474,146.14285714285714,249.7826086956522,0.08457891899026514,1100.0,275.0,,1.0,275.0,,,,2428.478939645979,41.08074534161491,5.540372670807454,10.863354037267081,61.87577639751553,2309.1186911987743,100.0,18.0,25.0,80.0,2455.261548341631,418.0,973.5125527355569,990.0,0.1807749077490781,0.024999999999999935,989.7942250922499,0.5349347800000003,,,,15.746737576693894,,,,,0.917749525835386,,,,1.0999999999999968,,,,0.9799999999999991,,,,38.20698954313678,,,,38.20698954313678,916.9677490352834,0.012937670267575429
0.095,2893.9596268628115,0.09480246913580245,0.2500381117609468,52.213944158842196,0.018053175248086292,0.33870370370370345,2.2777777777777777,59.864197530864196,12.691358024691358,14.481481481481481,18.62962962962963,155.75925925925927,261.4259259259259,0.0903346093703344,1100.0,275.0,,1.0,275.0,,,,2357.5337009368845,40.135802469135804,5.308641975308642,10.518518518518517,61.370370370370374,2240.2003676035506,100.0,18.0,25.0,80.0,2395.95962686281,418.0,973.3793917366816,990.0,0.1807749077490781,0.02499999999999994,989.7942250922499,0.5349347800000003,,,,15.87989857557079,,,,,0.9189540919947885,,,,1.0999999999999968,,,,0.9799999999999991,,,,38.58068324268228,,,,38.58068324268228,925.9363978243742,0.013332499004473808
0.1,2815.7556241879993,0.10003333333333356,0.24328128592984335,51.0289401465691,0.018107081374435494,0.3266666666666667,2.261111111111111,58.77777777777778,12.277777777777779,13.661111111111111,16.994444444444444,154.79444444444445,256.50555555555553,0.09111309444414126,1100.0,275.0,,1.0,275.0,,,,2284.2500686324456,41.22222222222222,5.722222222222222,11.338888888888889,62.96967441851331,2162.9970608805993,100.0,18.0,25.0,79.96411886295775,2317.791505325043,418.0,973.2012360974826,990.0,0.18077490774907815,0.02499999999999998,989.7942250922498,0.5349347800000003,,,,16.058054214768095,,,,,0.920484827800903,,,,1.0999999999999965,,,,0.9799999999999981,,,,39.07850248028893,,,,39.07850248028893,937.8840595269328,0.013879670804523367
0.105,2743.829892428007,0.10536263736263714,0.23706690270578004,52.61620447725154,0.01918477020391769,0.35142857142857137,2.3461538461538463,58.379120879120876,12.280219780219781,13.637362637362637,17.021978021978022,153.56043956043956,254.87912087912088,0.09289755099074107,1100.0,275.0,,1.0,275.0,,,,2213.950771548886,41.620879120879124,5.71978021978022,11.362637362637363,62.91270654472416,2092.334768300865,100.0,18.0,25.0,79.93468456670219,2245.895207861305,418.0,973.0346791686445,990.0,0.18077490774907812,0.024999999999999984,989.7942250922498,0.5349347800000003,,,,16.224611143607437,,,,,0.9218304740358039,,,,1.0999999999999965,,,,0.9799999999999981,,,,39.54154145938637,,,,39.54154145938637,948.9969950252728,0.014412110067841277
0.11,2686.2228904658123,0.10994230769230778,0.23208965773624568,46.12927020156578,0.017194745762561213,0.38929487179487193,2.467948717948718,56.80769230769231,12.064102564102564,13.243589743589743,16.46794871794872,144.67307692307693,243.25641025641025,0.0905588628152084,1100.0,275.0,,1.0,275.0,,,,2167.966480209402,43.19230769230769,5.935897435897436,11.756410256410257,63.38493528717346,2043.6969295376132,100.0,18.0,25.0,79.85288400512218,2188.37000646069,418.0,972.8993621690438,990.0,0.18077490774907806,0.024999999999999935,989.7942250922499,0.5349347800000003,,,,16.359928143206414,,,,,0.922863430023064,,,,1.0999999999999968,,,,0.9799999999999994,,,,39.91598391048777,,,,39.91598391048777,957.9836138517061,0.014860098173588727
0.115,2622.7685794499416,0.11480116959064333,0.22660720526447442,50.24738010536194,0.019170160903325465,0.3940935672514624,2.4502923976608186,57.50877192982456,12.333333333333334,13.660818713450292,17.292397660818715,149.0233918128655,249.8187134502924,0.09526679510040231,1100.0,275.0,,1.0,275.0,,,,2097.949865999649,42.49122807017544,5.666666666666667,11.339181286549708,62.56875808848535,1975.8840318877717,100.0,18.0,25.0,79.86115574930407,2124.907423700637,418.0,972.7481224791634,990.0,0.18077490774907815,0.02499999999999996,989.7942250922498,0.5349347800000003,,,,16.51116783308837,,,,,0.9239493348386874,,,,1.0999999999999965,,,,0.9799999999999985,,,,40.332413221127844,,,,40.332413221127844,967.9779173070702,0.015379152337843868
0.12,2560.039493026071,0.1200180722891565,0.22118741219745244,54.35816906765152,0.02122801343530419,0.38795180722891603,2.3734939759036147,57.65060240963855,12.204819277108435,13.421686746987952,16.728915662650603,150.90361445783134,250.90963855421685,0.09802153775388753,1100.0,275.0,,1.0,275.0,,,,2034.1298544718547,42.34939759036144,5.7951807228915655,11.578313253012048,62.74722573762039,1911.659737167969,100.0,18.0,25.0,79.47614140027099,2062.563351625801,418.0,972.5965329170939,990.0,0.18077490774907812,0.02499999999999995,989.7942250922499,0.5349347800000003,,,,16.66275739515842,,,,,0.9249728263435081,,,,1.0999999999999968,,,,0.9799999999999989,,,,40.74776898093015,,,,40.74776898093015,977.9464555423227,0.015917525484780086
0.125,2493.584995161874,0.12487078651685403,0.2154457435819856,48.57633098822365,0.019490376784747698,0.41331460674157317,2.4887640449438204,57.241573033707866,12.348314606741573,13.48314606741573,17.03370786516854,153.25280898876406,253.35955056179776,0.10162302797464202,1100.0,275.0,,1.0,275.0,,,,1965.2254446000766,42.758426966292134,5.651685393258427,11.51685393258427,62.45096970339143,1842.8475086045494,100.0,18.0,25.0,79.48467756855997,1996.1003175933133,418.0,972.4333619140177,990.0,0.18077490774907817,0.024999999999999977,989.7942250922498,0.5349347800000003,,,,16.825928398233014,,,,,0.9259941422560362,,,,1.0999999999999965,,,,0.9799999999999982,,,,41.192238206622235,,,,41.192238206622235,988.613716958936,0.016520509517078737
0.13,2418.431419186905,0.13044811320754746,0.2089524746177487,46.61118146674792,0.019269712077729102,0.45433962264151,2.669811320754717,55.34905660377358,12.023584905660377,12.768867924528301,15.80188679245283,143.92924528301887,239.87264150943398,0.09919383083548705,1100.0,275.0,,1.0,275.0,,,,1903.5587776774692,44.65094339622642,5.976415094339623,12.231132075471699,63.60577962222474,1777.0945074892063,100.0,18.0,25.0,79.40766641467756,1921.0237527722252,418.0,972.2456620544743,990.0,0.18077490774907773,0.025000000000000036,989.7942250922498,0.5349347800000003,,,,17.013628257776627,,,,,0.9270704936458053,,,,1.099999999999996,,,,0.9799999999999969,,,,41.70017690615669,,,,41.70017690615669,1000.8042457477599,0.01724445555868887
0.135,2368.6044515523504,0.13562406015037606,0.20464742461412325,41.4745409502355,0.017507825966809006,0.40548872180451134,2.511278195488722,56.31578947368421,11.962406015037594,12.789473684210526,15.654135338345865,149.49624060150376,246.21804511278197,0.10394479388891056,1100.0,275.0,,1.0,275.0,,,,1847.3864064395668,43.68421052631579,6.037593984962406,12.210526315789474,63.607978598122536,1721.8460970143765,100.0,18.0,25.0,79.2621139364684,1871.3423376158805,418.0,972.1194136454751,990.0,0.1807749077490779,0.024999999999999942,989.7942250922499,0.5349347800000003,,,,17.139876666776647,,,,,0.9277387352344434,,,,1.0999999999999972,,,,0.9800000000000011,,,,42.039861263198716,,,,42.039861263198716,1008.9566703167684,0.017749344709714364
0.14,2329.223536449662,0.13989610389610369,0.20124491354925106,36.06027072015798,0.015472349978637901,0.4172727272727274,2.564935064935065,56.577922077922075,12.194805194805195,13.14935064935065,16.305194805194805,152.16233766233765,250.3896103896104,0.10749927647632924,1100.0,275.0,,1.0,275.0,,,,1803.8339260600528,43.422077922077925,5.805194805194805,11.85064935064935,63.18863712039143,1679.567366861741,100.0,18.0,25.0,79.49383192558624,1831.729704524077,418.0,972.018431422114,990.0,0.18077490774907803,0.024999999999999935,989.7942250922499,0.5349347800000003,,,,17.240858890136284,,,,,0.9282362632614892,,,,1.099999999999997,,,,0.9799999999999995,,,,42.310224466731164,,,,42.310224466731164,1015.4453872015492,0.018165616554366715
0.145,2285.4414814229467,0.14507486631016014,0.19746214399494283,37.69356427170154,0.01648929755043914,0.3893048128342246,2.443850267379679,55.75401069518717,11.614973262032086,12.406417112299465,14.711229946524064,140.29946524064172,234.7860962566845,0.10272856424814535,1100.0,275.0,,1.0,275.0,,,,1775.6553851662607,44.24598930481283,6.385026737967914,12.593582887700535,64.14475245113877,1648.2860337846405,100.0,18.0,25.0,78.85598239766284,1788.5854990252824,418.0,971.9049714895752,990.0,0.18077490774907803,0.024999999999999994,989.7942250922498,0.5349347800000003,,,,17.354318822674475,,,,,0.928758666614636,,,,1.0999999999999965,,,,0.9799999999999979,,,,42.612632944083344,,,,42.612632944083344,1022.7031906579989,0.01864610558001269
0.15,2248.519303569676,0.1494362416107382,0.1942720678284194,31.544486492497704,0.01406017364719454,0.41966442953020106,2.563758389261745,55.604026845637584,11.838926174496644,12.664429530201343,15.295302013422818,141.71812080536913,237.1208053691275,0.105481228201829,1100.0,275.0,,1.0,275.0,,,,1736.3984982005468,44.395973154362416,6.1610738255033555,12.335570469798657,63.58277795243679,1609.9231027984458,100.0,18.0,25.0,78.87807996585961,1751.641223603815,418.0,971.808284510026,990.0,0.180774907749078,0.02499999999999994,989.7942250922499,0.5349347800000003,,,,17.451005802223854,,,,,0.9291730827117118,,,,1.099999999999997,,,,0.9799999999999999,,,,42.86916575010312,,,,42.86916575010312,1028.8599780024729,0.01906667166725994
0.155,2202.514394831809,0.15495081967213117,0.19029724371346812,38.0085007779885,0.017244206119063937,0.4723497267759563,2.726775956284153,53.557377049180324,11.382513661202186,11.754098360655737,13.721311475409836,133.24590163934425,223.66120218579235,0.1015490634865487,1100.0,275.0,,1.0,275.0,,,,1703.853192646014,46.442622950819676,6.617486338797814,13.245901639344263,64.52625259959136,1573.0209291174606,100.0,18.0,25.0,78.24756407500121,1706.2668307568056,418.0,971.6865410795842,990.0,0.1807749077490781,0.024999999999999988,989.7942250922498,0.5349347800000003,,,,17.57274923266588,,,,,0.9296560186680568,,,,1.0999999999999965,,,,0.979999999999998,,,,43.19066699254064,,,,43.19066699254064,1036.5760078209753,0.019610761301096413
0.16,2157.183232967115,0.15994444444444442,0.1863806313283592,40.50288150958463,0.018787051793148924,0.4075555555555559,2.511111111111111,56.12777777777778,11.683333333333334,12.472222222222221,14.766666666666667,148.03333333333333,243.08333333333334,0.11266515626084017,1100.0,275.0,,1.0,275.0,,,,1639.0998996337828,43.87222222222222,6.316666666666666,12.527777777777779,63.78089292746412,1512.6023400396537,100.0,18.0,25.0,78.5475595941308,1660.6356733729858,418.0,971.5651407248976,990.0,0.18077490774907815,0.02499999999999998,989.7942250922498,0.5349347800000003,,,,17.69414958735466,,,,,0.9300936559846457,,,,1.0999999999999965,,,,0.9799999999999981,,,,43.50951455684968,,,,43.50951455684968,1044.2283493643954,0.02017034879640387
0.165,2109.67026796316,0.16532335329341333,0.18227551115201662,39.6469245460466,0.01880076440630214,0.40904191616766444,2.497005988023952,55.82035928143713,11.604790419161677,12.29940119760479,14.508982035928144,146.07185628742516,240.30538922155688,0.11391265467734477,1100.0,275.0,,1.0,275.0,,,,1594.3648787415993,44.17964071856287,6.395209580838324,12.70059880239521,63.955657149379256,1467.133772490424,100.0,18.0,25.0,78.4646391853074,1613.205628777849,418.0,971.4362731921318,990.0,0.18077490774907812,0.02499999999999995,989.7942250922499,0.5349347800000003,,,,17.823017120118596,,,,,0.9305087496492371,,,,1.0999999999999968,,,,0.9799999999999988,,,,43.84595754255038,,,,43.84595754255038,1052.3029810212097,0.020784335180664568
0.17,2062.629110484272,0.17028323699421993,0.17821115514584118,43.658612634920715,0.021186620558252604,0.4327167630057803,2.578034682080925,55.884393063583815,11.820809248554914,12.531791907514451,15.023121387283236,149.16184971098266,244.42196531791907,0.11850579644359052,1100.0,275.0,,1.0,275.0,,,,1543.2071451663526,44.115606936416185,6.179190751445087,12.468208092485549,63.45091305615886,1416.993226329847,100.0,18.0,25.0,78.47403444344211,1566.1550760408295,418.0,971.3070255367774,990.0,0.18077490774907815,0.024999999999999967,989.7942250922498,0.5349347800000003,,,,17.952264775474866,,,,,0.9308746283221022,,,,1.0999999999999965,,,,0.9799999999999984,,,,44.18128409001644,,,,44.18128409001644,1060.3508181603954,0.02142142174116858
0.175,2014.6726603684158,0.17487234042553157,0.17406771785583136,41.48325150759379,0.02058482894241537,0.44425531914893607,2.6382978723404253,55.01418439716312,11.432624113475176,12.049645390070921,13.964539007092199,141.61702127659575,234.07801418439718,0.11619062989306207,1100.0,275.0,,1.0,275.0,,,,1505.5946461840174,44.98581560283688,6.567375886524823,12.950354609929079,64.0135916422479,1377.0775084424788,100.0,18.0,25.0,77.9781306493401,1518.694529719075,418.0,971.173598215176,990.0,0.18077490774907795,0.02499999999999994,989.7942250922499,0.5349347800000003,,,,18.085692097076116,,,,,0.9312018880709568,,,,1.0999999999999972,,,,0.9800000000000004,,,,44.52529537559136,,,,44.52529537559136,1068.6070890141932,0.022101324056184934
