Distance,Q90,Q25,R2,R5,R10,R15,R20,R50,R100
6958.940041,987.9222844,989.4878818,991.087933,992.2374814,992.7934289,993.0095273,993.2131986,993.6517951,993.9464004
7180.600044,988.034724,989.5459992,991.1477619,992.3432238,992.8990225,993.1118467,993.3132855,993.7521797,994.0425434
7457.860054,988.1726877,989.6178832,991.2143625,992.4187541,992.9741063,993.1852189,993.385616,993.8239148,994.1118973
7647.530052,988.2521619,989.671759,991.2609457,992.4547705,993.008932,993.2201191,993.4211115,993.8603777,994.1488066
7757.810051,988.2846064,989.6999619,991.2839396,992.487215,993.0550688,993.2721346,993.4766244,993.9210252,994.2125795
7956.080055,988.3657178,989.7734086,991.3522518,992.6776406,993.2890266,993.5069109,993.6940623,994.1036373,994.3756951
8229.160042,988.529652,989.9220879,991.5035355,993.0438322,993.6052119,993.8015162,993.9694688,994.3471945,994.5990861
8366.800041,988.624902,990.0123521,991.5958834,993.1912465,993.7219676,993.9083748,994.0711928,994.4390215,994.6850344
8556.320045,988.7480572,990.1241965,991.7019234,993.3698402,993.8672238,994.0435852,994.2011941,994.5581584,994.7979949
8606.990044,988.7799809,990.1622221,991.7396514,993.3894855,993.880916,994.0557146,994.2124307,994.5676834,994.8067014
8670.640045,988.8061746,990.2004709,991.7835557,993.4285529,993.9198346,994.0949309,994.2519445,994.6080902,994.8467361
8751.190048,988.845242,990.2410266,991.8328178,993.4778895,993.9594973,994.1321379,994.2880354,994.6415021,994.8793295
8818.810051,988.8905602,990.26789,991.8565559,993.4904654,993.9687246,994.1400258,994.2951047,994.6470832,994.8837943
8864.690052,988.9295531,990.2867912,991.8721828,993.497758,993.9757939,994.1471695,994.302174,994.6541525,994.8897475
8914.61005,988.9599885,990.3097852,991.8960697,993.5127896,993.9915697,994.1630197,994.3179498,994.6706725,994.9064906
8991.780048,988.9901262,990.3305467,991.9109525,993.5184451,993.9964811,994.1680055,994.3236797,994.6764023,994.9122205
9318.690052,989.0402068,990.4150811,991.9978682,993.5751486,994.0528125,994.2246346,994.3811273,994.7362313,994.9731656
9576.840046,989.0611916,990.465385,992.0609713,993.6203924,994.0992469,994.2710689,994.4286779,994.7842283,995.0221301
9937.610035,989.0962406,990.5340691,992.1414129,993.67531,994.1564713,994.3291119,994.4885813,994.8484477,995.0882098
10077.10004,989.1094863,990.560635,992.1738574,993.6985271,994.1831115,994.3576869,994.5180492,994.8790318,995.1197613
10204.68004,989.117151,990.5842242,992.2057066,993.7297811,994.2166723,994.3922895,994.55414,994.9176527,995.1592752
10348.89005,989.1219879,990.5992559,992.2276588,993.7498729,994.2374338,994.4133486,994.5752736,994.9410188,995.1844271
10690.07004,989.1399217,990.6447229,992.2855529,993.7919912,994.2821566,994.4593365,994.6231963,994.9917691,995.2368146
11021.91004,989.1609064,990.6919014,992.3494002,993.8438578,994.3378928,994.5164865,994.6824299,995.0577744,995.3052012
11274.71004,989.2066711,990.7371451,992.3908488,993.875335,994.3712303,994.5509402,994.7181486,995.0975859,995.3470219
11407.38004,989.2728252,990.7856631,992.4488174,993.9212484,994.4193762,994.5995326,994.7670387,995.1522059,995.4043951
11512.65004,989.3185898,990.8169914,992.4775412,993.9414146,994.4402865,994.6213359,994.7902559,995.175423,995.4284309
11677.18003,989.3685961,990.8546449,992.5113996,993.965376,994.464992,994.6461158,994.8160031,995.2004262,995.4526154
11825.79004,989.3911436,990.8853779,992.5398258,993.9932068,994.4959482,994.677965,994.850308,995.238675,995.4955523
12103.36004,989.4054311,990.9230314,992.587302,994.0828014,994.5945469,994.7788705,994.9531482,995.3474684,995.6056107
12457.27005,989.422323,990.9715494,992.6579953,994.2378803,994.7741824,994.961557,995.1368766,995.5343965,995.7913482
12754.88003,989.4513445,991.0208859,992.7150709,994.3609611,994.9211502,995.1119479,995.2878627,995.6889545,995.94479
12983.82003,989.4899654,991.0715619,992.7702861,994.4120836,994.9711564,995.1606146,995.33519,995.7351656,995.9894385
13242.84002,989.541832,991.1349627,992.8432119,994.4925252,995.0586674,995.2521439,995.4316307,995.8367408,996.0951809
13553.74002,989.6139393,991.216074,992.926258,994.6329445,995.197524,995.3918191,995.5723477,995.9806576,996.2378326
14216.08999,989.7571119,991.4032254,993.1562719,994.9376701,995.4803719,995.6722857,995.8519213,996.2541293,996.5039373
14479.69,989.8166432,991.463724,993.2233189,995.0341852,995.5799379,995.7739354,995.953943,996.3537697,996.6026848
14729.5,989.8638217,991.5207252,993.2890266,995.0818846,995.6243631,995.8170955,995.9964334,996.3945486,996.6428684
15059.30999,989.9265527,991.5817447,993.3540645,995.1619541,995.706665,995.9002904,996.0804469,996.480348,996.731049
15319.04998,989.9743266,991.6366623,993.4154561,995.2112906,995.7513135,995.9437482,996.1231605,996.5225408,996.7733906
15555.30998,989.9996273,991.6744646,993.4559373,995.2657617,995.8098029,996.0033539,996.1840313,996.5848254,996.8365682
15679.62998,990.0171146,991.6970865,993.4841402,995.291509,995.8329457,996.0254549,996.2057602,996.6056613,996.8572553
15888.39998,990.0558844,991.7369725,993.5305746,995.3404734,995.8846635,996.0780656,996.2588174,996.6595371,996.9118752
15978.52998,990.0746367,991.7502926,993.5435971,995.3761178,995.9261865,996.1200352,996.3001916,996.6986789,996.9492311
16332.96998,990.1241965,991.8152561,993.6073699,995.5581346,996.117133,996.3059959,996.4820596,996.8644734,997.1061703
16621.52998,990.1387816,991.8595324,993.6703242,995.7617314,996.2995963,996.4783389,996.6459938,997.0099529,997.2434643
16914.65998,990.1507623,991.9057436,993.7482357,995.951785,996.4710463,996.6401895,996.800775,997.1518605,997.3791955
17231.05,990.1697379,991.9596938,993.8312074,996.1206305,996.6192047,996.7812041,996.9365063,997.2788854,997.502202
17404.26001,990.1835045,991.9859619,993.8693074,996.140499,996.6369896,996.7988402,996.9542912,997.2970424,997.5208055
17645.93,990.206052,992.0192994,993.9079283,996.1848498,996.6852844,996.8482512,997.0053393,997.351067,997.576616
17862.35,990.2351479,992.0577715,993.9552557,996.2576268,996.7594008,996.9207305,997.0778186,997.4227277,997.6470861
18081.46,990.282624,992.1037594,994.006527,996.3407473,996.8351543,996.9945492,997.1502234,997.4926025,997.7159936
18296.56001,990.3275701,992.1507146,994.0577238,996.4251328,996.9050291,997.0634566,997.2174938,997.5572684,997.779692
18510.42001,990.3638842,992.1963305,994.1084742,996.4537078,996.9309996,997.0893527,997.2434643,997.5836854,997.8065555
18752.34001,990.3849434,992.2424672,994.1745539,996.4758832,996.9516123,997.1100398,997.2643002,997.6049678,997.8286564
18946.74,990.3949148,992.2619637,994.1978455,996.4872686,996.9634441,997.1223182,997.277025,997.6194785,997.8440602
