Distance,Q90,Q25,R2,R5,R10,R15,R20,R50,R100
4197.919998,990.9998506,990.9998506,991.056307,991.6088314,991.9752463,992.1351993,992.3366382,992.769356,993.0506783
4369.639999,990.9998506,990.9998506,991.1022577,991.6807526,992.0569529,992.2190268,992.4200191,992.8534066,993.1357708
4495.260002,990.9998506,990.9998506,991.1353348,991.7306473,992.1134332,992.2773302,992.4781737,992.9128263,993.1960834
4630.140007,990.9998506,990.9998506,991.1812482,991.826381,992.2270635,992.3956857,992.5960456,993.0272007,993.31336
4845.94001,990.9998506,990.9998506,991.2324823,991.9166452,992.3282294,992.4993073,992.6979557,993.127176,993.4143771
5032.970009,990.9998506,990.9998506,991.2715497,991.9999146,992.4256002,992.6021476,992.8021726,993.2346671,993.5239518
5235.060005,990.9998506,990.9998506,991.3159749,992.0706451,992.4968517,992.6724688,992.8689592,993.2962075,993.5826272
5480.910011,990.9998506,990.9998506,991.344215,992.1072196,992.5365516,992.7128385,992.9090312,993.3368004,993.6238526
5696.730019,990.9998506,990.9998506,991.3617396,992.1347528,992.5676566,992.7453202,992.9426663,993.3737842,993.6625479
5918.440025,990.9998506,990.9998506,991.3844358,992.1851684,992.6255136,992.8057444,993.0046904,993.4378175,993.7278463
6157.040031,990.9998506,990.9998506,991.4073554,992.2292959,992.6727665,992.8536299,993.0523154,993.4857029,993.7749132
6396.350029,990.9998506,990.9998506,991.4390558,992.2704469,992.718866,992.9008084,993.1005729,993.535672,993.8253659
6722.33004,990.9998506,990.9998506,991.4864947,992.3323966,992.7867316,992.9703111,993.1705966,993.6072955,993.897994
6958.940041,990.9998506,990.9998506,991.5190137,992.3908488,992.8496859,993.0347537,993.236081,993.6761285,993.9693943
7180.600044,990.9998506,990.9998506,991.5603135,992.4849826,992.9503682,993.1350639,993.3342703,993.7742807,994.0636397
7457.860054,990.9998506,990.9998506,991.6064874,992.5531459,993.0224382,993.2070967,993.4053729,993.8448996,994.1318774
7647.530052,990.9998506,990.9998506,991.6375553,992.5851439,993.0560361,993.2415504,993.4403104,993.8808044,994.1682287
7757.810051,990.9998506,990.9998506,991.6526241,992.6158025,993.1015031,993.2930077,993.4953768,993.9405589,994.2312202
7956.080055,990.9998506,990.9998506,991.6998398,992.7955125,993.3293218,993.5229844,993.7089079,994.1198224,994.3912104
8229.160042,990.9998506,990.9998506,991.8103819,993.1319013,993.6342334,993.8124551,993.9808541,994.3592496,994.6110296
8366.800041,990.9998506,990.9998506,991.8805172,993.2655861,993.7469707,993.9180858,994.0813503,994.4498487,994.6960849
8556.320045,990.9998506,990.9998506,991.9617773,993.4296691,993.888097,994.0518451,994.2099006,994.5676462,994.8078176
8606.990044,990.9998506,990.9998506,991.9906872,993.4476401,993.9013427,994.063863,994.2209139,994.5769479,994.8164124
8670.640045,990.9998506,990.9998506,992.0258851,993.4846983,993.9397031,994.1026327,994.2602045,994.6170199,994.8561123
8751.190048,990.9998506,990.9998506,992.0662175,993.5307979,993.9783612,994.1395049,994.2960721,994.650097,994.8883708
8818.810051,990.9998506,990.9998506,992.0850442,993.5424809,993.9871421,994.1472812,994.3029182,994.655678,994.892724
8864.690052,990.9998506,990.9998506,992.0976574,993.5494386,993.994323,994.1545365,994.3098759,994.6627474,994.8987888
8914.61005,990.9998506,990.9998506,992.1171911,993.5636889,994.0098756,994.1702751,994.3256517,994.679044,994.9176527
8991.780048,990.9998506,990.9998506,992.1286137,993.5690095,994.0146753,994.1752608,994.3311583,994.6847739,994.9233826
9318.690052,990.9998506,990.9998506,992.1993442,993.6232573,994.0702254,994.2315551,994.3882711,994.744268,994.9837696
9576.840046,990.9998506,990.9998506,992.2522898,993.6668268,994.11599,994.2777662,994.4353752,994.7919302,995.0323992
9937.610035,990.9998506,990.9998506,992.3204531,993.7198468,994.1724331,994.3355859,994.4950553,994.855703,995.0979208
10077.10004,990.9998506,991.001315,992.3483212,993.7423942,994.1988501,994.3639377,994.5241884,994.8861756,995.1291375
10204.68004,990.9998506,991.0148584,992.3760404,993.7727552,994.232076,994.3984286,994.5601676,994.9244616,995.1684281
10348.89005,990.9998506,991.0238625,992.3953137,993.7922889,994.2527259,994.4192646,994.5811896,994.9478276,995.1933568
10690.07004,990.9998506,991.0502423,992.4456176,993.8331794,994.2971139,994.4650292,994.6290006,994.9982432,995.2454095
11021.91004,990.9998506,991.0785568,992.5022095,993.8834833,994.3522919,994.521956,994.6880109,995.0640252,995.3133495
11274.71004,990.9998506,991.1031507,992.5379654,993.9141791,994.3854062,994.556298,994.7237297,995.1036135,995.3550586
11407.38004,990.9998506,991.1314652,992.5896832,993.9588647,994.4329939,994.6046672,994.7723965,995.1581218,995.4119854
11512.65004,990.9998506,991.1490642,992.6147235,993.9784729,994.4534578,994.6263589,994.7955021,995.181339,995.4359095
11677.18003,990.9998506,991.1707559,992.644452,994.0017645,994.4780517,994.6511388,994.8210261,995.2062305,995.4598708
11825.79004,990.9998506,991.1897687,992.6695295,994.0289256,994.5085614,994.6828764,994.855331,995.2442561,995.5026961
12103.36004,990.9998506,991.215702,992.7120943,994.1166226,994.6063787,994.7833354,994.9577247,995.3526029,995.6121964
12457.27005,990.9998506,991.2502673,992.7768718,994.2696923,994.7845632,994.9654638,995.1406717,995.5388613,995.7969293
12754.88003,990.9998506,991.2846466,992.8284779,994.390764,994.9310845,995.1154081,995.2912113,995.6927496,995.9497014
12983.82003,990.9998506,991.3199188,992.8786702,994.440547,994.9806442,995.1639633,995.3383154,995.7388491,995.9940149
13242.84002,990.9998506,991.3655719,992.9454568,994.5197607,995.0677087,995.255381,995.4346444,995.8400895,996.0995341
13553.74002,990.9998506,991.4246938,993.0213592,994.6579477,995.2058956,995.3948329,995.5750266,995.9835598,996.2419626
14216.08999,990.9998506,991.57155,993.236081,994.9577619,995.4867343,995.6747414,995.8539305,996.2562501,996.5072859
14479.69,990.9998506,991.6202168,993.2988864,995.0536072,995.5858538,995.776391,995.9557289,996.3556673,996.6058102
14729.5,990.9998506,991.6670604,993.3607989,995.1006369,995.6299441,995.8195512,995.998331,996.3964462,996.6457705
15059.30999,990.9998506,991.717476,993.4224882,995.1797019,995.7119112,995.9024112,996.0821212,996.4822456,996.7337279
15319.04998,990.9998506,991.7636871,993.4807544,995.228257,995.756448,995.945869,996.1248349,996.5244384,996.7759579
15555.30998,990.9998506,991.79602,993.5190032,995.28217,995.8146026,996.0052515,996.1857056,996.5864997,996.8390238
15679.62998,990.9998506,991.8154049,993.5460899,995.3074708,995.8377454,996.0274641,996.2073229,996.6074473,996.8597109
15888.39998,990.9998506,991.8497098,993.5912965,995.3557655,995.8892399,996.0799632,996.2603801,996.661323,996.9142192
15978.52998,990.9998506,991.8609091,993.6039841,995.391075,995.9306514,996.1218211,996.3017543,996.7004648,996.9515751
16332.96998,990.9998506,991.9173894,993.6644083,995.5719756,996.1209281,996.307447,996.4832874,996.8659245,997.1080679
16621.52998,990.9998506,991.9573125,993.7249069,995.7736749,996.3026101,996.4795667,996.6469983,997.0110691,997.245027
16914.65998,990.9998506,991.9995053,993.8002512,995.9620541,996.473502,996.641194,996.8015563,997.1527535,997.380535
17231.05,990.9998506,992.048879,993.8805439,996.1295602,996.6212139,996.7819854,996.937176,997.2797783,997.5034298
17404.26001,990.9998506,992.0728031,993.9174161,996.1493171,996.6388872,996.7996216,996.9548493,997.298047,997.5219217
17645.93,990.9998506,992.1030152,993.9546976,996.1934446,996.6870703,996.8490325,997.0058974,997.3518483,997.5776206
17862.35,990.9998506,992.1379154,994.0004622,996.2657751,996.7610751,996.9214002,997.078265,997.4235091,997.6479791
18081.46,990.9998506,992.1796617,994.0500592,996.3483375,996.836717,996.9949957,997.1506699,997.4933839,997.7167749
18296.56001,990.9998506,992.2223754,994.0994701,996.4318301,996.9064802,997.0637915,997.2179402,997.5580497,997.7804733
18510.42001,990.9998506,992.2643077,994.1487694,996.4600702,996.9324507,997.0896876,997.2439107,997.5844667,997.8073368
18752.34001,990.9998506,992.3076539,994.2130632,996.482134,996.9529518,997.1103747,997.2647467,997.6057491,997.8294378
18946.74,990.9998506,992.3258109,994.2357967,996.4934077,996.9647836,997.122653,997.2774715,997.6203715,997.8448415
