MonthId,Year,Month,RainYear,RainMonth,Livingstone,Mwinilunga,Mongu,Zambezi,Kaoma,Luena
1915.07,1915,7,1915.0,1.0,0.0,0.0,,,,
1915.08,1915,8,1915.0,2.0,0.0,0.0,,,,
1915.09,1915,9,1915.0,3.0,18.5,0.0,,,,
1915.1,1915,10,1915.0,4.0,0.8,51.0,,,,
1915.11,1915,11,1915.0,5.0,46.5,130.0,,,,
1915.12,1915,12,1915.0,6.0,140.2,342.0,,,,
1916.01,1916,1,1915.0,7.0,73.7,355.0,,,,
1916.02,1916,2,1915.0,8.0,17.5,194.0,,,,
1916.03,1916,3,1915.0,9.0,57.7,185.0,,,,
1916.04,1916,4,1915.0,10.0,24.1,88.0,,,,
1916.05,1916,5,1915.0,11.0,0.0,23.0,,,,
1916.06,1916,6,1915.0,12.0,0.0,0.0,,,,
1916.07,1916,7,1916.0,1.0,0.0,0.0,,,,
1916.08,1916,8,1916.0,2.0,0.0,0.0,,,,
1916.09,1916,9,1916.0,3.0,6.6,5.0,,,,
1916.1,1916,10,1916.0,4.0,0.0,30.0,,,,
1916.11,1916,11,1916.0,5.0,83.1,194.0,,,,
1916.12,1916,12,1916.0,6.0,352.8,305.0,,,,
1917.01,1917,1,1916.0,7.0,18.3,400.0,,,,
1917.02,1917,2,1916.0,8.0,112.0,387.0,,,,
1917.03,1917,3,1916.0,9.0,29.2,161.0,,,,
1917.04,1917,4,1916.0,10.0,14.5,220.0,,,,
1917.05,1917,5,1916.0,11.0,28.7,1.0,,,,
1917.06,1917,6,1916.0,12.0,0.0,0.0,,,,
1917.07,1917,7,1917.0,1.0,0.0,0.0,,,,
1917.08,1917,8,1917.0,2.0,0.0,0.0,,,,
1917.09,1917,9,1917.0,3.0,0.0,0.0,,,,
1917.1,1917,10,1917.0,4.0,7.4,47.0,,,,
1917.11,1917,11,1917.0,5.0,66.5,185.0,,,,
1917.12,1917,12,1917.0,6.0,471.7,151.0,,,,
1918.01,1918,1,1917.0,7.0,275.1,136.0,,,,
1918.02,1918,2,1917.0,8.0,114.6,144.0,,,,
1918.03,1918,3,1917.0,9.0,179.3,312.0,,,,
1918.04,1918,4,1917.0,10.0,0.0,50.0,,,,
1918.05,1918,5,1917.0,11.0,0.0,0.0,,,,
1918.06,1918,6,1917.0,12.0,0.0,0.0,,,,
1918.07,1918,7,1918.0,1.0,0.0,9.0,,,,
1918.08,1918,8,1918.0,2.0,0.0,0.0,,,,
1918.09,1918,9,1918.0,3.0,0.0,1.0,,,,
1918.1,1918,10,1918.0,4.0,8.9,31.0,,,,
1918.11,1918,11,1918.0,5.0,130.0,204.0,,,,
1918.12,1918,12,1918.0,6.0,221.5,235.0,,,,
1919.01,1919,1,1918.0,7.0,446.3,158.0,,,,
1919.02,1919,2,1918.0,8.0,225.8,268.0,,,,
1919.03,1919,3,1918.0,9.0,20.1,235.0,,,,
1919.04,1919,4,1918.0,10.0,0.0,106.0,,,,
1919.05,1919,5,1918.0,11.0,0.0,0.0,,,,
1919.06,1919,6,1918.0,12.0,0.0,0.0,,,,
1919.07,1919,7,1919.0,1.0,0.0,0.0,,,,
1919.08,1919,8,1919.0,2.0,0.0,0.0,,,,
1919.09,1919,9,1919.0,3.0,1.5,3.0,,,,
1919.1,1919,10,1919.0,4.0,37.8,81.0,,,,
1919.11,1919,11,1919.0,5.0,98.3,269.0,,,,
1919.12,1919,12,1919.0,6.0,288.8,119.0,,,,
1920.01,1920,1,1919.0,7.0,131.8,181.0,,,,
1920.02,1920,2,1919.0,8.0,357.9,163.0,,,,
1920.03,1920,3,1919.0,9.0,115.8,297.0,,,,
1920.04,1920,4,1919.0,10.0,0.0,67.0,,,,
1920.05,1920,5,1919.0,11.0,0.0,13.0,,,,
1920.06,1920,6,1919.0,12.0,0.0,0.0,,,,
1920.07,1920,7,1920.0,1.0,0.0,0.0,,,0.0,
1920.08,1920,8,1920.0,2.0,0.0,0.0,,,0.0,
1920.09,1920,9,1920.0,3.0,0.0,50.3,,,0.0,
1920.1,1920,10,1920.0,4.0,11.9,40.1,,,8.6,
1920.11,1920,11,1920.0,5.0,27.4,158.2,,,168.4,
1920.12,1920,12,1920.0,6.0,209.8,263.1,,,237.2,
1921.01,1921,1,1920.0,7.0,109.5,197.9,,,235.2,
1921.02,1921,2,1920.0,8.0,213.4,178.1,,,204.7,
1921.03,1921,3,1920.0,9.0,198.9,291.3,,,227.3,
1921.04,1921,4,1920.0,10.0,3.8,77.5,,,18.5,
1921.05,1921,5,1920.0,11.0,54.1,10.9,,,14.7,
1921.06,1921,6,1920.0,12.0,0.0,0.0,,,0.0,
1921.07,1921,7,1921.0,1.0,0.0,0.0,,,0.0,
1921.08,1921,8,1921.0,2.0,0.0,0.0,,,0.0,
1921.09,1921,9,1921.0,3.0,0.0,15.2,,,0.3,
1921.1,1921,10,1921.0,4.0,17.0,77.5,,,22.1,
1921.11,1921,11,1921.0,5.0,125.7,174.2,,,136.1,
1921.12,1921,12,1921.0,6.0,256.5,273.8,,,257.3,
1922.01,1922,1,1921.0,7.0,24.4,258.3,,,96.8,
1922.02,1922,2,1921.0,8.0,214.1,236.5,,,231.6,
1922.03,1922,3,1921.0,9.0,78.7,256.5,,,52.6,
1922.04,1922,4,1921.0,10.0,0.0,55.4,,,0.8,
1922.05,1922,5,1921.0,11.0,0.0,38.6,,,0.3,
1922.06,1922,6,1921.0,12.0,0.0,0.0,,,0.5,
1922.07,1922,7,1922.0,1.0,0.0,0.0,,,0.0,
1922.08,1922,8,1922.0,2.0,0.0,0.0,,,0.0,
1922.09,1922,9,1922.0,3.0,0.0,0.0,,,0.0,
1922.1,1922,10,1922.0,4.0,113.8,94.5,,,58.9,
1922.11,1922,11,1922.0,5.0,73.2,329.9,,,144.0,
1922.12,1922,12,1922.0,6.0,168.1,337.6,,,84.1,
1923.01,1923,1,1922.0,7.0,213.4,291.3,,,177.0,
1923.02,1923,2,1922.0,8.0,181.1,219.2,,,245.9,
1923.03,1923,3,1922.0,9.0,269.7,339.1,,,280.7,
1923.04,1923,4,1922.0,10.0,4.8,262.6,,,0.0,
1923.05,1923,5,1922.0,11.0,0.0,0.0,,,2.5,
1923.06,1923,6,1922.0,12.0,0.0,0.0,,,0.0,
1923.07,1923,7,1923.0,1.0,0.0,0.0,,,0.0,
1923.08,1923,8,1923.0,2.0,0.0,0.0,,,0.0,
1923.09,1923,9,1923.0,3.0,6.6,2.0,,,0.0,
1923.1,1923,10,1923.0,4.0,21.1,159.0,,,26.7,
1923.11,1923,11,1923.0,5.0,40.4,343.9,,,96.8,
1923.12,1923,12,1923.0,6.0,72.6,315.7,,,136.1,
1924.01,1924,1,1923.0,7.0,127.0,352.8,,,119.6,
1924.02,1924,2,1923.0,8.0,49.5,212.6,,,95.0,
1924.03,1924,3,1923.0,9.0,157.7,303.5,,,134.9,
1924.04,1924,4,1923.0,10.0,0.0,32.3,,,0.0,
1924.05,1924,5,1923.0,11.0,0.0,0.0,,,0.0,
1924.06,1924,6,1923.0,12.0,0.0,0.0,,,0.0,
1924.07,1924,7,1924.0,1.0,0.0,0.0,,,0.0,
1924.08,1924,8,1924.0,2.0,0.0,0.0,,,0.0,
1924.09,1924,9,1924.0,3.0,0.0,3.0,,,0.0,
1924.1,1924,10,1924.0,4.0,47.8,124.5,,,45.7,
1924.11,1924,11,1924.0,5.0,137.4,184.4,,,91.2,
1924.12,1924,12,1924.0,6.0,292.6,260.4,,,288.3,
1925.01,1925,1,1924.0,7.0,349.5,288.0,,,274.1,
1925.02,1925,2,1924.0,8.0,281.9,343.7,,,192.5,
1925.03,1925,3,1924.0,9.0,170.2,231.1,,,236.0,
1925.04,1925,4,1924.0,10.0,92.7,59.7,,,56.1,
1925.05,1925,5,1924.0,11.0,34.5,0.0,,,13.5,
1925.06,1925,6,1924.0,12.0,0.0,0.0,,,0.0,
1925.07,1925,7,1925.0,1.0,0.0,0.0,,,0.0,
1925.08,1925,8,1925.0,2.0,0.0,0.0,,,0.0,
1925.09,1925,9,1925.0,3.0,12.7,37.3,,,61.0,
1925.1,1925,10,1925.0,4.0,6.6,88.1,,,22.4,
1925.11,1925,11,1925.0,5.0,24.9,293.4,,,106.9,
1925.12,1925,12,1925.0,6.0,104.1,260.1,,,179.8,
1926.01,1926,1,1925.0,7.0,102.6,169.7,,,274.1,
1926.02,1926,2,1925.0,8.0,255.0,196.1,,,290.6,
1926.03,1926,3,1925.0,9.0,187.7,261.9,,,159.0,
1926.04,1926,4,1925.0,10.0,2.3,109.5,,,18.8,
1926.05,1926,5,1925.0,11.0,1.8,2.8,,,10.2,
1926.06,1926,6,1925.0,12.0,0.0,0.0,,,0.0,
1926.07,1926,7,1926.0,1.0,0.0,0.0,,,0.0,
1926.08,1926,8,1926.0,2.0,0.0,0.0,,,0.0,
1926.09,1926,9,1926.0,3.0,1.8,18.5,,,0.0,
1926.1,1926,10,1926.0,4.0,8.6,125.7,,,9.1,
1926.11,1926,11,1926.0,5.0,85.9,247.9,,,139.7,
1926.12,1926,12,1926.0,6.0,115.8,216.7,,,389.6,
1927.01,1927,1,1926.0,7.0,192.5,152.9,,,175.3,
1927.02,1927,2,1926.0,8.0,104.9,142.5,,,114.8,
1927.03,1927,3,1926.0,9.0,22.1,375.9,,,109.7,
1927.04,1927,4,1926.0,10.0,8.6,200.9,,,0.3,
1927.05,1927,5,1926.0,11.0,0.0,3.0,,,0.3,
1927.06,1927,6,1926.0,12.0,0.0,0.0,,,0.0,
1927.07,1927,7,1927.0,1.0,0.0,0.0,,,0.0,
1927.08,1927,8,1927.0,2.0,0.0,0.0,,,0.0,
1927.09,1927,9,1927.0,3.0,0.0,0.0,,,0.0,
1927.1,1927,10,1927.0,4.0,15.7,97.5,,,120.7,
1927.11,1927,11,1927.0,5.0,89.4,125.0,,,86.9,
1927.12,1927,12,1927.0,6.0,88.9,274.6,,,183.1,
1928.01,1928,1,1927.0,7.0,169.4,351.0,,,319.8,
1928.02,1928,2,1927.0,8.0,35.3,218.2,,,136.4,
1928.03,1928,3,1927.0,9.0,57.7,284.0,,,139.7,
1928.04,1928,4,1927.0,10.0,30.5,59.7,,,13.0,
1928.05,1928,5,1927.0,11.0,0.0,0.0,,,0.0,
1928.06,1928,6,1927.0,12.0,0.0,0.0,,,0.0,
1928.07,1928,7,1928.0,1.0,0.0,0.0,,,0.0,
1928.08,1928,8,1928.0,2.0,0.0,0.0,,,0.0,
1928.09,1928,9,1928.0,3.0,0.0,62.0,,,0.0,
1928.1,1928,10,1928.0,4.0,3.0,17.3,,,1.3,
1928.11,1928,11,1928.0,5.0,61.0,135.1,,,159.0,
1928.12,1928,12,1928.0,6.0,270.5,213.4,,,194.8,
1929.01,1929,1,1928.0,7.0,190.0,307.8,,,291.8,
1929.02,1929,2,1928.0,8.0,67.3,314.2,,,164.6,
1929.03,1929,3,1928.0,9.0,100.3,240.8,,,193.3,
1929.04,1929,4,1928.0,10.0,0.0,23.4,,,0.0,
1929.05,1929,5,1928.0,11.0,0.0,0.0,,,0.0,
1929.06,1929,6,1928.0,12.0,0.0,0.0,,,0.0,
1929.07,1929,7,1929.0,1.0,0.0,0.0,,,0.0,
1929.08,1929,8,1929.0,2.0,0.0,0.0,,,0.0,
1929.09,1929,9,1929.0,3.0,0.0,26.4,,,0.0,
1929.1,1929,10,1929.0,4.0,10.2,91.7,,,17.5,
1929.11,1929,11,1929.0,5.0,75.9,162.6,,,190.2,
1929.12,1929,12,1929.0,6.0,219.2,237.7,,,231.9,
1930.01,1930,1,1929.0,7.0,230.4,210.6,,,272.0,
1930.02,1930,2,1929.0,8.0,71.6,142.5,,,143.8,
1930.03,1930,3,1929.0,9.0,79.8,190.0,,,77.2,
1930.04,1930,4,1929.0,10.0,126.0,212.6,,,270.5,
1930.05,1930,5,1929.0,11.0,0.0,0.0,,,0.0,
1930.06,1930,6,1929.0,12.0,0.0,0.0,,,0.0,
1930.07,1930,7,1930.0,1.0,1.0,0.0,,,0.0,
1930.08,1930,8,1930.0,2.0,0.0,0.0,,,0.0,
1930.09,1930,9,1930.0,3.0,0.0,62.5,,,5.6,
1930.1,1930,10,1930.0,4.0,0.0,43.9,,,0.3,
1930.11,1930,11,1930.0,5.0,33.3,150.6,,,144.3,
1930.12,1930,12,1930.0,6.0,255.8,282.7,,,213.1,
1931.01,1931,1,1930.0,7.0,111.8,305.1,,,160.8,
1931.02,1931,2,1930.0,8.0,48.0,280.2,,,111.8,
1931.03,1931,3,1930.0,9.0,101.6,411.2,,,55.6,
1931.04,1931,4,1930.0,10.0,5.8,161.0,,,8.6,
1931.05,1931,5,1930.0,11.0,0.0,19.6,,,0.0,
1931.06,1931,6,1930.0,12.0,0.0,0.0,,,0.0,
1931.07,1931,7,1931.0,1.0,0.0,0.0,,,0.0,
1931.08,1931,8,1931.0,2.0,0.0,0.0,,,0.0,
1931.09,1931,9,1931.0,3.0,0.0,23.4,,,0.0,
1931.1,1931,10,1931.0,4.0,3.8,167.1,,,26.4,
1931.11,1931,11,1931.0,5.0,241.6,292.6,,,192.8,
1931.12,1931,12,1931.0,6.0,55.9,240.5,,,305.8,
1932.01,1932,1,1931.0,7.0,204.7,234.7,,,171.2,
1932.02,1932,2,1931.0,8.0,59.2,196.6,,,334.0,
1932.03,1932,3,1931.0,9.0,222.0,137.9,,,142.2,
1932.04,1932,4,1931.0,10.0,103.1,163.3,,,24.9,
1932.05,1932,5,1931.0,11.0,14.7,17.3,,,4.1,
1932.06,1932,6,1931.0,12.0,0.0,0.0,,,0.0,
1932.07,1932,7,1932.0,1.0,0.0,0.0,,,0.0,
1932.08,1932,8,1932.0,2.0,0.0,0.0,,,0.0,
1932.09,1932,9,1932.0,3.0,0.0,37.1,,,1.3,
1932.1,1932,10,1932.0,4.0,0.5,8.9,,,0.0,
1932.11,1932,11,1932.0,5.0,25.4,154.7,,,53.6,
1932.12,1932,12,1932.0,6.0,164.1,391.4,,,370.3,
1933.01,1933,1,1932.0,7.0,190.2,185.9,,,209.8,
1933.02,1933,2,1932.0,8.0,45.0,173.2,,,116.1,
1933.03,1933,3,1932.0,9.0,0.0,249.4,,,30.0,
1933.04,1933,4,1932.0,10.0,0.0,24.4,,,4.1,
1933.05,1933,5,1932.0,11.0,0.0,0.0,,,0.0,
1933.06,1933,6,1932.0,12.0,0.0,0.0,,,0.0,
1933.07,1933,7,1933.0,1.0,0.0,0.0,,,0.0,
1933.08,1933,8,1933.0,2.0,0.0,0.8,,,0.0,
1933.09,1933,9,1933.0,3.0,0.0,0.0,,,0.0,
1933.1,1933,10,1933.0,4.0,1.0,17.3,,,1.5,
1933.11,1933,11,1933.0,5.0,131.1,255.8,,,197.6,
1933.12,1933,12,1933.0,6.0,83.8,413.5,,,269.7,
1934.01,1934,1,1933.0,7.0,177.8,338.8,,,195.8,
1934.02,1934,2,1933.0,8.0,64.5,2.3,,,205.2,
1934.03,1934,3,1933.0,9.0,91.7,291.6,,,164.6,
1934.04,1934,4,1933.0,10.0,40.6,103.6,,,31.5,
1934.05,1934,5,1933.0,11.0,0.0,0.0,,,0.0,
1934.06,1934,6,1933.0,12.0,0.0,0.0,,,0.0,
1934.07,1934,7,1934.0,1.0,0.0,0.0,,,1.0,
1934.08,1934,8,1934.0,2.0,0.0,6.1,,,2.3,
1934.09,1934,9,1934.0,3.0,0.0,2.3,,,1.5,
1934.1,1934,10,1934.0,4.0,12.2,94.0,,,37.3,
1934.11,1934,11,1934.0,5.0,58.9,250.7,,,143.3,
1934.12,1934,12,1934.0,6.0,188.2,121.2,,,253.5,
1935.01,1935,1,1934.0,7.0,108.2,365.5,,,304.3,
1935.02,1935,2,1934.0,8.0,113.0,120.7,,,172.0,
1935.03,1935,3,1934.0,9.0,34.5,102.4,,,164.8,
1935.04,1935,4,1934.0,10.0,16.3,3.3,,,32.8,
1935.05,1935,5,1934.0,11.0,0.0,0.0,,,1.0,
1935.06,1935,6,1934.0,12.0,0.0,0.0,,,0.0,
1935.07,1935,7,1935.0,1.0,0.0,0.0,0.0,,0.0,
1935.08,1935,8,1935.0,2.0,0.0,0.0,0.0,,0.0,
1935.09,1935,9,1935.0,3.0,0.0,0.0,0.0,,5.1,
1935.1,1935,10,1935.0,4.0,10.7,69.3,5.8,,34.8,
1935.11,1935,11,1935.0,5.0,71.6,150.1,92.1,,46.7,
1935.12,1935,12,1935.0,6.0,68.3,283.5,294.6,,310.9,
1936.01,1936,1,1935.0,7.0,135.4,137.4,203.2,,139.7,
1936.02,1936,2,1935.0,8.0,106.9,167.1,183.0,,255.8,
1936.03,1936,3,1935.0,9.0,312.7,212.6,241.3,,320.8,
1936.04,1936,4,1935.0,10.0,43.9,49.3,28.2,,2.5,
1936.05,1936,5,1935.0,11.0,63.8,13.2,11.4,,2.5,
1936.06,1936,6,1935.0,12.0,0.0,2.5,15.8,,0.0,
1936.07,1936,7,1936.0,1.0,0.0,0.0,0.0,,0.0,
1936.08,1936,8,1936.0,2.0,0.8,1.3,0.0,,0.0,
1936.09,1936,9,1936.0,3.0,0.0,16.8,0.8,,0.0,
1936.1,1936,10,1936.0,4.0,6.1,71.4,79.8,,82.3,
1936.11,1936,11,1936.0,5.0,160.5,259.8,101.2,,32.0,
1936.12,1936,12,1936.0,6.0,73.7,313.2,91.8,,149.4,
1937.01,1937,1,1936.0,7.0,104.6,289.3,295.6,,160.8,
1937.02,1937,2,1936.0,8.0,284.0,226.3,464.1,,259.1,
1937.03,1937,3,1936.0,9.0,74.7,179.1,158.3,,66.3,
1937.04,1937,4,1936.0,10.0,2.5,115.1,13.5,,7.6,
1937.05,1937,5,1936.0,11.0,0.0,1.0,0.0,,0.0,
1937.06,1937,6,1936.0,12.0,0.0,0.0,0.0,,0.0,
1937.07,1937,7,1937.0,1.0,0.0,0.0,0.0,,0.0,
1937.08,1937,8,1937.0,2.0,0.0,0.0,0.0,,0.0,
1937.09,1937,9,1937.0,3.0,0.0,8.9,0.0,,0.0,
1937.1,1937,10,1937.0,4.0,12.2,75.7,71.7,,57.4,
1937.11,1937,11,1937.0,5.0,46.5,159.0,88.8,,54.4,
1937.12,1937,12,1937.0,6.0,215.4,300.7,391.4,,191.0,
1938.01,1938,1,1937.0,7.0,112.5,234.7,223.6,,199.4,
1938.02,1938,2,1937.0,8.0,167.4,306.1,184.4,,196.9,
1938.03,1938,3,1937.0,9.0,2.5,182.1,90.1,,72.6,
1938.04,1938,4,1937.0,10.0,19.1,107.7,114.3,,70.1,
1938.05,1938,5,1937.0,11.0,0.0,0.0,0.0,,0.0,
1938.06,1938,6,1937.0,12.0,0.0,0.0,0.0,,0.0,
1938.07,1938,7,1938.0,1.0,0.0,0.0,,,0.0,
1938.08,1938,8,1938.0,2.0,0.0,0.0,,,0.0,
1938.09,1938,9,1938.0,3.0,1.3,7.4,,,0.0,
1938.1,1938,10,1938.0,4.0,51.8,44.2,,,87.6,
1938.11,1938,11,1938.0,5.0,121.4,138.9,,,140.7,
1938.12,1938,12,1938.0,6.0,267.2,336.0,,,74.9,
1939.01,1939,1,1938.0,7.0,135.6,262.9,,,181.6,
1939.02,1939,2,1938.0,8.0,286.8,213.6,,,200.2,
1939.03,1939,3,1938.0,9.0,135.4,140.5,,,262.9,
1939.04,1939,4,1938.0,10.0,15.0,110.2,,,0.0,
1939.05,1939,5,1938.0,11.0,0.5,24.1,,,7.1,
1939.06,1939,6,1938.0,12.0,0.0,0.0,,,0.0,
1939.07,1939,7,1939.0,1.0,0.0,1.0,,,0.0,0.0
1939.08,1939,8,1939.0,2.0,8.4,8.4,,,0.0,0.0
1939.09,1939,9,1939.0,3.0,41.1,50.8,,,28.7,0.0
1939.1,1939,10,1939.0,4.0,49.0,107.4,,,118.4,28.0
1939.11,1939,11,1939.0,5.0,78.0,263.4,,,351.3,151.0
1939.12,1939,12,1939.0,6.0,189.2,335.3,,,271.5,280.0
1940.01,1940,1,1939.0,7.0,102.4,188.2,,,97.8,278.0
1940.02,1940,2,1939.0,8.0,190.0,269.5,,,278.6,175.0
1940.03,1940,3,1939.0,9.0,158.5,194.1,,,193.3,135.0
1940.04,1940,4,1939.0,10.0,86.9,38.6,,,68.6,4.0
1940.05,1940,5,1939.0,11.0,0.0,0.0,,,0.0,0.0
