RainYear,Count,Livingstone,Mwinilunga,Mongu,Zambezi,Kaoma,Luena,Livingstone_pct_var,Mwinilunga_pct_var,Mongu_pct_var,Zambezi_pct_var,Kaoma_pct_var,Luena_pct_var
1945.0,12.0,531.1999999999999,1192.0000000000002,763.2,,715.6,1178.6000000000001,-27.99206022608991,-14.126555463178029,-17.92550125081316,,-24.098785382159278,-1.5995157620833336
1946.0,12.0,452.8,1138.3,695.9999999999999,,788.0000000000001,1512.5000000000002,-38.61973808428748,-17.995182956154004,-25.152186675269878,,-16.419568028425804,26.277560164473922
1947.0,12.0,924.8000000000001,1455.8999999999999,1141.1000000000001,,1010.8,454.1,25.363220449759154,4.885191192247543,22.713850265588455,,7.212056645770533,-62.08751069706605
1948.0,12.0,563.4,1577.6,,,675.6,1206.7,-23.627121105758757,13.652639346720056,,,-28.341446903558985,0.7465334548566368
1949.0,12.0,641.3000000000001,1305.4,,,1037.7,1256.2,-13.06722180533029,-5.957051595329373,,,10.065246518911843,4.879253605693965
1950.0,12.0,728.0,1367.4,714.1,,890.5000000000001,1311.2,-1.3144198881653775,-1.490479815729574,-23.205713368980188,,-5.547747879839062,9.471164884402105
1951.0,12.0,1191.0,1455.5,1203.0,,1080.6999999999998,1168.0,61.44852460603714,4.856374600121102,29.370573893175788,,14.6261076544165,-2.4845022994343684
1952.0,12.0,912.0,1261.5,,,1250.7,1365.0,23.62808937086975,-9.119672581207302,,,32.65741912036527,13.962889007938431
1953.0,12.0,681.0,1203.6999999999998,845.9,,896.3,1290.0,-7.685604318462393,-13.283670143479387,-9.031946420417789,,-4.932561959236122,7.701191809700054
1954.0,12.0,928.0,1181.3,464.99999999999994,902.4,936.5,1056.0,25.797003219481496,-14.897399302560595,-49.99391782183979,-10.751879116020389,-0.6686871302294141,-11.835303448803677
1955.0,12.0,818.0,1653.0,991.3,1237.8000000000002,854.2,1232.0,10.885720510275716,19.08456696255595,6.604364006903703,22.41946368593748,-9.397963210509301,2.8588126430623784
1956.0,12.0,687.0,1263.7,1133.1999999999998,951.1,716.5000000000001,1109.0,-6.872261625232986,-8.961181324511823,21.864284568368063,-5.935408053243559,-24.003325497927776,-7.410370762048557
1957.0,12.0,1397.0,1311.0,1352.7,1349.1999999999998,995.2,1051.0,89.37329040691341,-5.553619305559076,45.46930615569318,33.43701761598546,5.557418652424658,-12.252749928686233
1958.0,12.0,853.0,1568.4,1172.2,1038.8,1504.3000000000002,1186.0,15.63021955411392,12.989857727811712,26.05834307363314,2.738195893481847,59.55589316603941,-0.9816949718571586
1959.0,12.0,510.0,1343.6,908.8,1345.9,926.5,1202.0,-30.865871075500472,-3.2050670472533813,-2.2676828311569803,33.110644833497524,-1.7293525105793401,0.35413376376702815
1960.0,12.0,794.0,1766.4,1060.8999999999999,1105.8999999999999,1059.0,1334.0,7.632349737358091,27.25407083040462,14.089145339376707,9.374442470736971,12.324463779057183,11.374720832666569
1961.0,12.0,606.0,1420.7000000000003,1042.3,1337.1,1022.8000000000001,1420.0,-17.85238798382997,2.3493310851199443,12.088902052250308,32.240317413529624,8.484855102190455,18.55480028664657
1962.0,12.0,985.0,1397.3999999999999,1029.6000000000001,1083.3000000000002,1121.2,1400.0,33.52375880516086,0.6707645937541837,10.72314453899735,7.139283414910386,18.921802444833727,16.885014367116337
1963.0,12.0,585.0,1355.8999999999999,851.5999999999999,996.0,703.0999999999999,1211.0,-20.699087410132893,-2.318956839365037,-8.41896863887906,-1.4947601945437772,-25.424617107596703,1.1055374275556331
1964.0,12.0,531.0,1359.3000000000002,656.4,853.8999999999999,812.8000000000001,1285.0,-28.01917164919755,-2.0740158062901863,-29.410769157538997,-15.548570010161592,-13.789117885157994,7.283745329817497
1965.0,12.0,810.0,1592.9,1074.8999999999999,1166.0,975.3999999999999,1294.0,9.80126358596984,14.754873995556794,15.594704802805188,15.318383145744935,3.4573011993317846,8.035148993606102
1966.0,12.0,726.6,1440.1,732.5999999999999,944.3,911.9000000000001,1264.0,-1.5041998499189027,3.7469358032527587,-21.21622407802114,-6.607933786855114,-3.2779239658902224,5.530470114310751
1967.0,12.0,642.8,1603.1,1078.6,1257.8000000000002,744.4,1469.0,-12.863886132022953,15.489697094781263,15.992602660997004,24.39748054950086,-21.0440690867515,22.645775789495644
1968.0,12.0,654.0,1754.9,1152.4,955.5999999999999,1306.8999999999999,1364.0,-11.34564643799472,26.425593806769175,23.92905183249858,-5.49035425894181,38.618358557931835,13.879399711961918
1969.0,12.0,602.0,1417.6,804.3000000000002,,872.6999999999999,1582.0,-18.39461644598291,2.126002496139928,-13.505608826033821,,-7.43573225686195,32.08006623484147
1970.0,12.0,704.0,1754.1000000000001,956.7,761.4000000000001,950.4,941.0,-4.567790661083002,26.36796062251628,2.8834813330018987,-24.69689800414219,0.805637748456981,-21.436572486102516
1971.0,12.0,836.0,1086.5,925.6,964.4999999999999,674.8,1027.0,13.325748589963935,-21.72693163652932,-0.4610114750427976,-4.610136754656109,-28.426300133986988,-14.256493032122513
1972.0,12.0,494.20000000000005,1280.2999999999997,595.5,703.8,385.9000000000001,1055.0,-33.00767350100457,-7.765292751264158,-35.95995282345289,-30.393586571204732,-59.06892297229634,-11.918792744780188
1973.0,12.0,1035.4,1199.0,1183.4,931.4,1263.8000000000002,1232.0,40.355837428287884,-13.622265100965164,27.26279064437593,-7.88375466385349,34.04689076862369,2.8588126430623784
1974.0,12.0,912.8,1429.6000000000001,1085.8999999999999,1299.9999999999998,996.5,1197.0,23.73653506330033,2.9905002599334543,16.77764438121328,28.571096131619544,5.6953051518701425,-0.06331271611553022
1975.0,12.0,701.0999999999999,1671.9,1105.6,1232.1000000000001,925.2,,-4.960906296143895,20.446150940530732,18.8961816261805,21.85572887982191,-1.8672390100248257,
1976.0,12.0,548.7,1380.9999999999998,746.6,890.2999999999998,952.0,,-25.619810704170792,-0.510715683430286,-19.710664614592645,-11.948579318476247,0.9753442093129715,
1977.0,12.0,1063.1,1371.0999999999997,1317.2,1175.4999999999998,1173.4,,44.11076952869695,-1.223926338559938,41.65163751628525,16.257941155937516,24.458475730260346,
1978.0,12.0,604.8,1563.5,859.4000000000001,1105.3000000000002,923.5999999999999,,-18.01505652247586,12.636854474262691,-7.58015693782603,9.3151019648301,-2.0369454708808283,
1979.0,12.0,514.8,1665.4,897.4000000000001,1215.8999999999999,1050.6,,-30.215196920916952,19.977881318475916,-3.493638394234442,20.25353522033555,11.433504859563234,
1980.0,12.0,953.5,1245.7,1153.1,1098.5,1135.2,,29.253709665706474,-10.257927970202086,24.004329805669986,8.642576231218534,20.406733977323626,
1981.0,12.0,430.0,1278.3000000000002,569.1999999999999,846.7,769.4,,-41.71044031855922,-7.9093757118963754,-38.78825381546496,-16.260656081044388,-18.39240563587668,
1982.0,12.0,788.0,1676.6,845.4,854.9,660.4,,6.819007044128685,20.78474589801651,-9.085716401254523,-15.449669166983412,-29.953658281690878,
1983.0,12.0,487.0,1178.0000000000002,640.5,908.3,938.8,,-33.98368473287986,-15.13513618760379,-31.12065454814705,-10.168364141269194,-0.4247340927489359,
1984.0,12.0,603.1,1401.3000000000002,833.8,857.9000000000001,825.5000000000001,,-18.245503618890847,0.9517263669870972,-10.333179956666694,-15.152966637448891,-12.442072852113583,
1985.0,12.0,640.5,1610.8999999999999,882.3,854.6,852.5,,-13.175667497760884,16.05162064124704,-5.117491815503746,-15.479339419936858,-9.578276325168794,
1986.0,12.0,503.0,1615.9,769.1999999999999,919.2999999999998,702.8,,-31.81477088426811,16.411828042827686,-17.280261480772392,-9.080454866309347,-25.456437069007194,
1987.0,12.0,845.2,1051.5,910.8999999999999,1283.9,862.8000000000001,,14.572874052915697,-24.24838344759372,-2.0418489116427185,26.978792556451058,-8.485790983408362,
1988.0,,,,1047.1,1115.9,,,,,12.605093868282925,10.363450902518682,,
1989.0,,,,914.5,1039.8999999999999,,,,,-1.6547050496182374,2.8469868209778237,,
1990.0,,,,887.3,1109.9,,,,,-4.579792007136431,9.770045843449669,,
1991.0,,,,703.2,982.5,,,,,-24.37789895122093,-2.8299215774490576,,
1992.0,,,,1235.8000000000002,1158.5,,,,,32.89788463606539,14.57662682190867,,
1993.0,,,,725.2,910.5,,,,,-22.012019794404747,-9.950782286277219,,
1994.0,,,,639.8,713.6,,,,,-31.195932521318483,-29.42435830805867,,
1995.0,,,,765.7999999999998,739.0999999999999,,,,,-17.645897350462178,-26.902386807015375,,
1996.0,,,,828.6999999999999,1038.1,,,,,-10.881633761201357,2.6689653032571243,,
1997.0,,,,919.1999999999999,913.5,,,,,-1.1492672297529696,-9.654079756742712,,
1998.0,,,,1113.1,602.6999999999999,,,,,19.70273133873147,-40.39246181651761,,
1999.0,,,,991.0,1114.9,,,,,6.57210201840167,10.264550059340513,,
2000.0,,,,1024.7,849.2,,,,,10.196198726797371,-16.013403973098967,,
2001.0,,,,998.9000000000001,731.4,,,,,7.421667715622035,-27.66392329948727,,
2002.0,,,,863.4,1147.3999999999999,,,,,-7.149997091132191,13.47882746263098,,
2003.0,,,,1072.6000000000001,1079.3999999999999,,,,,15.347362890956251,6.753570126515496,,
2004.0,,,,521.3,1003.3999999999999,,,,,-43.939417979623826,-0.7628939550253409,,
2005.0,,,,878.9,887.5,,,,,-5.483127685193517,-12.225501679375103,,
