WaterYear,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units
1947,190.96888338328475,0.0,756548.6235573991,0.47979998957217096,0.4054794520547945,0.10136986301369863,0.1780821917808219,0.3178082191780822,0.0,0
1948,150.4516050392903,22.152169123676753,638621.5692815043,0.4050111423652361,0.0,0.18904109589041096,0.35342465753424657,0.4575342465753425,0.0,0
1949,188.73614018845524,20.516760496516298,754536.7074663037,0.47852404075742244,0.36164383561643837,0.06027397260273973,0.1780821917808219,0.4,0.0,0
1950,191.76019049885707,26.812063748189082,845298.8000527574,0.536084982275975,0.3698630136986301,0.08493150684931507,0.20821917808219179,0.336986301369863,0.0,0
1951,190.6063271929226,0.0,806385.3335239113,0.511406223696037,0.44931506849315067,0.038356164383561646,0.1643835616438356,0.3506849315068493,0.0,0
1952,190.14593887758022,0.0,814511.4704552722,0.516559785930538,0.3780821917808219,0.0958904109589041,0.2465753424657534,0.27945205479452057,0.0,0
1953,191.59199149781338,26.000566882660035,896848.2840645275,0.5687774505736476,0.3726027397260274,0.11232876712328767,0.19452054794520549,0.32054794520547947,0.0,0
1954,188.8865826854656,24.559840754053358,912622.9024418807,0.5787816479210304,0.4438356164383562,0.07945205479452055,0.16164383561643836,0.3150684931506849,0.0,0
1955,191.59199149781338,0.0,853914.7770752957,0.5415491990584067,0.4438356164383562,0.10684931506849316,0.2219178082191781,0.23013698630136986,0.0,0
1956,189.84291054441417,0.0,775444.0509100233,0.4917833909880919,0.3178082191780822,0.10136986301369863,0.29315068493150687,0.2876712328767123,0.0,0
1957,189.49052545530398,0.0,732696.1936942472,0.46467287778681327,0.4547945205479452,0.07671232876712329,0.21643835616438356,0.25205479452054796,0.0,0
1958,190.27924330005771,27.223538298035077,935298.0721886099,0.5931621462383371,0.3452054794520548,0.17534246575342466,0.2,0.27945205479452057,0.0,0
1959,192.70769370400456,20.75734821504896,818104.8199660996,0.5188386732408039,0.32054794520547947,0.1178082191780822,0.19452054794520549,0.3698630136986301,0.0,0
1960,189.33215068740068,0.0,801480.7732062617,0.5082957719471471,0.37534246575342467,0.11506849315068493,0.2219178082191781,0.2876712328767123,0.0,0
1961,191.25258030363239,0.0,884373.8218629878,0.5608661985432445,0.46301369863013697,0.07397260273972603,0.26575342465753427,0.19726027397260273,0.0,0
1962,189.62052709547805,0.0,815949.0074646967,0.5174714659212942,0.5260273972602739,0.06301369863013699,0.2191780821917808,0.1917808219178082,0.0,0
1963,190.8728676888808,33.29319320335436,1018276.0420125171,0.6457864294853609,0.4,0.15342465753424658,0.1863013698630137,0.26301369863013696,0.0,0
1964,191.59199149781338,32.1230166556705,886725.5306920217,0.5623576424987454,0.336986301369863,0.10410958904109589,0.22465753424657534,0.33424657534246577,0.0,0
1965,191.8494061616359,30.181908332000106,856551.2631052122,0.5432212475299418,0.3561643835616438,0.09315068493150686,0.2219178082191781,0.3287671232876712,0.0,0
1966,192.70769370400456,30.69481056615582,887853.1133124506,0.5630727507055115,0.33424657534246577,0.12054794520547946,0.1863013698630137,0.3589041095890411,0.0,0
1967,188.8444710307709,31.174753892508193,875946.936581258,0.5555219029561504,0.4602739726027397,0.0821917808219178,0.2493150684931507,0.21095890410958903,0.0,0
1968,192.30632759729062,0.0,783933.7463094168,0.4971675204904977,0.4383561643835616,0.136986301369863,0.28493150684931506,0.13972602739726028,0.0,0
1969,190.68167003833463,41.118996164785024,979583.8874379597,0.6212480260261033,0.43561643835616437,0.13424657534246576,0.3232876712328767,0.10684931506849316,0.0,0
1970,191.0131430857384,40.29011386987083,954983.9706536,0.605646861145104,0.3726027397260274,0.12054794520547946,0.2356164383561644,0.27123287671232876,0.0,0
1971,191.12373649032503,34.85051639305735,933882.4896769217,0.5922643896987073,0.27945205479452057,0.19452054794520549,0.21643835616438356,0.31232876712328766,0.0,0
1972,192.301249774033,24.49807919821877,803042.3777040193,0.5092861350228433,0.18356164383561643,0.1506849315068493,0.23835616438356164,0.4273972602739726,0.0,0
1973,189.57800841362442,23.607540658909322,918502.5586813863,0.5825105014468457,0.3972602739726027,0.1232876712328767,0.12054794520547946,0.3589041095890411,0.0,0
1974,191.71507328611162,26.483501570536475,860720.8339852394,0.5458655720352863,0.4438356164383562,0.052054794520547946,0.2219178082191781,0.2821917808219178,0.0,0
1975,188.9797538417849,28.102847902930456,842647.2824389439,0.5344034008364688,0.38904109589041097,0.11506849315068493,0.2273972602739726,0.27123287671232876,0.0,0
1976,192.6403673650463,42.81902326661758,961866.3378917103,0.6100116298146311,0.3780821917808219,0.1095890410958904,0.2684931506849315,0.24383561643835616,0.0,0
1977,190.8728676888808,0.0,888177.9721417227,0.5632787748235177,0.5095890410958904,0.09863013698630137,0.20821917808219179,0.18356164383561643,0.0,0
1978,192.30632759729062,42.0455656328598,1008939.5512044965,0.6398652658577477,0.4438356164383562,0.15616438356164383,0.32602739726027397,0.07397260273972603,0.0,0
1979,191.16534734814084,38.03181564473896,1000632.5091894147,0.6345969743717749,0.4547945205479452,0.10136986301369863,0.2191780821917808,0.2273972602739726,0.0,0
1980,189.57800841362442,33.29319320335436,922261.788675861,0.5848945894697241,0.3589041095890411,0.12054794520547946,0.25205479452054796,0.2684931506849315,0.0,0
1981,191.81430203327318,27.223538298035077,791546.596541212,0.5019955584355733,0.1780821917808219,0.14794520547945206,0.2958904109589041,0.3780821917808219,0.0,0
1982,181.47139196136294,25.651305891311832,841194.1238125572,0.533481813681226,0.19452054794520549,0.2,0.2356164383561644,0.3698630136986301,0.0,0
1983,191.69614343147697,24.559840754053358,796409.3587253013,0.5050795019820531,0.2273972602739726,0.1178082191780822,0.23013698630136986,0.4273972602739726,0.0,0
1984,192.70769370400456,22.887762521567545,843093.1721064232,0.5346861822085383,0.26575342465753427,0.14520547945205478,0.2,0.38904109589041097,0.0,0
1985,190.15787727494558,22.321186816917432,769930.7840052752,0.4882869000540812,0.24383561643835616,0.10684931506849316,0.2136986301369863,0.43561643835616437,0.0,0
1986,189.0260227755582,26.097492021307513,904680.6971093601,0.5737447343412989,0.27671232876712326,0.15616438356164383,0.26575342465753427,0.3013698630136986,0.0,0
1987,191.69614343147697,25.188458214612925,833992.658634253,0.528914674425579,0.30684931506849317,0.07123287671232877,0.2136986301369863,0.410958904109589,0.0,0
1988,192.6403673650463,23.607540658909322,842127.668068638,0.5340738635645852,0.39452054794520547,0.0684931506849315,0.19726027397260273,0.33972602739726027,0.0,0
1989,167.3154301444175,25.837154116239326,748218.341535319,0.47451695937044586,0.06301369863013699,0.3178082191780822,0.1726027397260274,0.4465753424657534,0.0,0
1990,191.76019049885707,21.44862462877631,789003.1562405784,0.500382519178449,0.29315068493150687,0.07397260273972603,0.16164383561643836,0.4712328767123288,0.0,0
1991,153.66356552371673,21.101203101198923,679682.7488279755,0.4310519716057683,0.0,0.2684931506849315,0.27123287671232876,0.46301369863013697,0.0,0
1992,191.69614343147697,23.452437010125415,770306.0598464645,0.4885248984312941,0.2821917808219178,0.0958904109589041,0.16712328767123288,0.4547945205479452,0.0,0
1993,191.34441005183498,17.319112135644414,694483.8360597879,0.4404387595508548,0.2,0.0958904109589041,0.15342465753424658,0.5506849315068493,0.0,0
1994,193.2423101602712,11.706274473449547,559858.9907361974,0.3550602427297041,0.11232876712328767,0.0684931506849315,0.16712328767123288,0.6520547945205479,0.0,0
1995,138.92383992460867,12.103959759915146,493500.3847431797,0.3129758908822804,0.0,0.136986301369863,0.26575342465753427,0.6,0.0,0
1996,193.2423101602712,9.725959980033322,736742.4321778216,0.46723898539943026,0.21643835616438356,0.13424657534246576,0.13972602739726028,0.5095890410958904,0.0,0
1997,188.55765791821847,18.850065407359146,784756.9070940309,0.49768956563548383,0.336986301369863,0.08493150684931507,0.1643835616438356,0.4136986301369863,0.0,0
1998,192.26056947130778,20.73829002591202,800309.0260835909,0.5075526547967979,0.336986301369863,0.0821917808219178,0.1643835616438356,0.41643835616438357,0.0,0
1999,188.0371166915247,22.1320649423398,768105.5597413167,0.4871293504194043,0.26575342465753427,0.09041095890410959,0.20821917808219179,0.4383561643835616,0.0,0
2000,191.6380192729141,18.174490724619904,818711.7488772402,0.5192235850312279,0.3726027397260274,0.09041095890410959,0.15342465753424658,0.3835616438356164,0.0,0
2001,190.60447513579405,20.627822421168663,854496.4652785775,0.5419181032969163,0.2958904109589041,0.09315068493150686,0.2465753424657534,0.3643835616438356,0.0,0
2002,189.52438607198994,20.627822421168663,838317.5622570866,0.5316575103101767,0.36712328767123287,0.0821917808219178,0.15342465753424658,0.3972602739726027,0.0,0
2003,191.97413404563318,20.75734821504896,812494.3514645937,0.5152805374585195,0.38082191780821917,0.08767123287671233,0.15342465753424658,0.38082191780821917,0.0,0
2004,193.6196305103194,21.636746246260603,851853.8391803793,0.5402421608196216,0.2821917808219178,0.09315068493150686,0.21095890410958903,0.4136986301369863,0.0,0
2005,191.9438895654887,21.946638754904175,852449.7730214453,0.5406200995823474,0.36712328767123287,0.07945205479452055,0.1506849315068493,0.40273972602739727,0.0,0
2006,188.68670001957605,24.971563435239947,836422.6200286992,0.5304557458325083,0.41643835616438357,0.07123287671232877,0.18082191780821918,0.3315068493150685,0.0,0
2007,187.53874483704448,26.59972681105792,891803.3859128288,0.5655779971542547,0.4410958904109589,0.07671232876712329,0.1232876712328767,0.36164383561643837,0.0,0
2008,191.6380192729141,0.0,822665.7603454265,0.5217312026543801,0.4301369863013699,0.07397260273972603,0.15342465753424658,0.3424657534246575,0.0,0
2009,190.2492616286865,24.971563435239947,866416.2805892498,0.5494776005766424,0.4520547945205479,0.08767123287671233,0.19726027397260273,0.26301369863013696,0.0,0
2010,189.42313050335417,25.188458214612925,871538.9245245424,0.5527263600485429,0.4794520547945205,0.06301369863013699,0.1506849315068493,0.30684931506849317,0.0,0
2011,191.6380192729141,28.88409394270621,905019.7527812901,0.5739597620378553,0.410958904109589,0.07945205479452055,0.2054794520547945,0.30684931506849317,0.0,0
2012,191.42074591031587,24.932292479776926,843394.8584844728,0.5348775104543841,0.4136986301369863,0.07671232876712329,0.12876712328767123,0.38082191780821917,0.0,0
2013,191.6380192729141,20.627822421168663,926765.6341484709,0.5877509095309937,0.4465753424657534,0.13150684931506848,0.12876712328767123,0.29315068493150687,0.0,0
2014,192.44512173110286,24.641824710420664,885184.2221507705,0.5613801510342279,0.30684931506849317,0.1178082191780822,0.16164383561643836,0.4136986301369863,0.0,0
2015,191.21973285660758,21.1139612254005,787616.8503878217,0.4995033297741132,0.32602739726027397,0.0684931506849315,0.16986301369863013,0.4383561643835616,0.0,0
2016,192.30632759729062,18.35468727137946,852074.4580721586,0.5403820764029418,0.42191780821917807,0.03561643835616438,0.1232876712328767,0.4191780821917808,0.0,0
