Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Ngonye_synthetic dx,%
0.608,488.9841,472.2595,440.0331112,0.896026118,,0.608,488.9841,472.2595,440.0331112,0.896026118,,-3.3543E-08,0.00%
0.609,488.9841,470.9609,440.0331112,0.895052246,,0.609,488.9841,470.9609,440.0331112,0.895052246,,-3.3543E-08,0.00%
0.61,488.9841,470.9609,440.0331112,0.896542229,,0.61,488.9841,470.9609,436.232438,0.896542229,,-3.800673226,0.87%
0.611,483.8375,468.368,435.4968851,0.900089152,,0.611,483.8375,468.368,435.4968851,0.900089152,,1.8701E-08,0.00%
0.612,483.8375,467.0736,435.4968851,0.896315694,,0.612,483.8375,467.0736,435.4968851,0.896315694,,1.8701E-08,0.00%
0.613,483.8375,465.7807,435.4968851,0.892729221,,0.613,483.8375,465.7807,435.4968851,0.892729221,,1.8701E-08,0.00%
0.614,479.1271,465.7807,432.0068351,0.901653935,,0.614,479.1271,465.7807,432.0068351,0.901653935,,2.1901E-08,0.00%
0.615,478.7252,464.5797,430.9578317,0.900219649,,0.615,478.7252,464.5797,430.9578317,0.900219649,,-3.7072E-08,0.00%
0.616,478.7252,463.1992,430.9578317,0.896250029,,0.616,478.7252,463.1992,430.9578317,0.896250029,,-3.7072E-08,0.00%
0.617,478.7252,461.9106,430.9578317,0.892465687,,0.617,478.7252,461.9106,430.9578317,0.892465687,,-3.7072E-08,0.00%
0.618,473.647,460.5257,427.0112062,0.900740174,,0.618,473.647,460.5257,426.632881,0.900740174,,-0.378325209,0.09%
0.619,473.647,459.3376,426.632881,0.89993049,,0.619,473.647,459.3376,426.632881,0.89993049,,-9.05601E-09,0.00%
0.62,473.647,458.0533,426.632881,0.898821143,,0.62,473.647,458.0533,426.632881,0.898821143,,-9.05601E-09,0.00%
0.621,473.647,456.5872,426.632881,0.89609286,,0.621,473.647,456.5872,426.632881,0.89609286,,-9.05601E-09,0.00%
0.622,473.647,455.4889,426.632881,0.89544576,,0.622,473.647,455.4889,426.632881,0.89544576,,-9.05601E-09,0.00%
0.623,468.6029,452.9481,422.469819,0.901551866,,0.623,468.6029,452.9481,422.469819,0.901551866,,-2.9335E-08,0.00%
0.624,468.6029,451.653,422.469819,0.901838524,,0.624,468.6029,451.653,422.469819,0.901838524,,-2.9335E-08,0.00%
0.625,468.6029,450.3772,422.469819,0.899787655,,0.625,468.6029,450.3772,422.469819,0.899787655,,-2.9335E-08,0.00%
0.626,468.6029,449.1029,422.469819,0.897390377,,0.626,468.6029,449.1029,421.8332938,0.897390377,,-0.636525159,0.15%
0.627,468.1939,448.4486,420.6273314,0.898404126,,0.627,468.1939,448.4486,420.6273314,0.898404126,,-4.4908E-08,0.00%
0.628,464.848,447.83,420.6273314,0.905169798,,0.628,464.848,447.83,420.2889299,0.905169798,,-0.338401463,0.08%
0.629,463.5928,446.5585,420.2889299,0.906590719,,0.629,463.5928,446.5585,420.2889299,0.906590719,,3.6595E-08,0.00%
0.63,463.5928,445.2885,420.2889299,0.905329821,,0.63,463.5928,445.2885,420.2889299,0.905329821,,3.6595E-08,0.00%
0.631,463.5928,444.0199,420.2889299,0.903026535,,0.631,463.5928,444.0199,420.2889299,0.903026535,,3.6595E-08,0.00%
0.632,463.5928,442.7528,420.2889299,0.901645395,,0.632,463.5928,442.7528,417.8577719,0.901645395,,-2.431157964,0.58%
0.633,462.788,441.7326,417.8577719,0.902672512,,0.633,462.788,441.7326,417.8577719,0.902672512,,3.5628E-08,0.00%
0.634,458.6166,441.2494,417.8577719,0.911126575,,0.634,458.6166,441.2494,417.8577719,0.911126575,,3.5628E-08,0.00%
0.635,458.6166,440.2228,417.8577719,0.909171232,,0.635,458.6166,440.2228,417.7460065,0.909171232,,-0.111765372,0.03%
0.636,458.6166,438.96,417.7460065,0.906727221,,0.636,458.6166,438.96,414.8228382,0.906727221,,-2.92316827,0.70%
0.637,457.4224,437.6986,414.8228382,0.906870407,,0.637,457.4224,437.6986,413.7323825,0.906870407,,-1.09045573,0.26%
0.638,453.6742,436.4387,413.7323825,0.911959248,,0.638,453.6742,436.4387,413.7323825,0.911959248,,-2.9858E-08,0.00%
0.639,453.6742,435.1802,413.7323825,0.910114665,,0.639,453.6742,435.1802,413.7323825,0.910114665,,-2.9858E-08,0.00%
0.64,453.6742,434.5768,413.7323825,0.909017903,,0.64,453.6742,434.5768,410.1421567,0.909017903,,-3.590225772,0.88%
0.641,452.097,432.6675,410.1421567,0.907199465,,0.641,452.097,432.6675,410.1421567,0.907199465,,2.769E-08,0.00%
0.642,450.9075,429.8553,409.2332211,0.905264059,,0.642,450.9075,429.8553,408.0045463,0.905264059,,-1.228674846,0.30%
0.643,448.7655,428.9094,408.0045463,0.909170928,,0.643,448.7655,428.9094,408.0045463,0.909170928,,-4.6427E-08,0.00%
0.644,448.7655,427.6595,408.0045463,0.907536191,,0.644,448.7655,427.6595,408.0045463,0.907536191,,-4.6427E-08,0.00%
0.645,448.7655,427.6595,408.0045463,0.907557213,,0.645,448.7655,427.6595,408.0045463,0.907557213,,-4.6427E-08,0.00%
0.646,448.7655,425.1642,408.0045463,0.901732168,,0.646,448.7655,425.1642,403.3354372,0.901732168,,-4.669109138,1.16%
0.647,446.8115,423.7272,403.3354372,0.902697082,,0.647,446.8115,423.7272,402.9023774,0.902697082,,-0.433059756,0.11%
0.648,443.8904,422.6747,402.9023774,0.90766184,,0.648,443.8904,422.6747,402.9023774,0.90766184,,4.4187E-08,0.00%
0.649,443.8904,420.2575,402.9023774,0.902560655,,0.649,443.8904,420.2575,402.9023774,0.902560655,,4.4187E-08,0.00%
0.65,443.8904,420.1911,402.9023774,0.903181819,,0.65,443.8904,420.1911,402.9023774,0.903181819,,4.4187E-08,0.00%
0.651,443.8904,418.1069,402.9023774,0.900182788,,0.651,443.8904,418.1069,402.9023774,0.900182788,,4.4187E-08,0.00%
0.652,443.8904,416.4765,402.9023774,0.89824629,,0.652,443.8904,416.4765,402.9023774,0.89824629,,4.4187E-08,0.00%
0.653,443.8904,416.4765,402.9023774,0.899820038,,0.653,443.8904,416.4765,398.9332628,0.899820038,,-3.969114648,0.99%
0.654,441.566,415.2412,398.9332628,0.903451042,,0.654,441.566,415.2412,398.1467533,0.903451042,,-0.786509473,0.20%
0.655,439.0488,414.0073,398.1467533,0.906839407,,0.655,439.0488,414.0073,398.1467533,0.906839407,,2.673E-08,0.00%
0.656,439.0488,412.775,398.1467533,0.904949496,,0.656,439.0488,412.775,398.1467533,0.904949496,,2.673E-08,0.00%
0.657,439.0488,411.5689,398.1467533,0.901816707,,0.657,439.0488,411.5689,392.7751016,0.901816707,,-5.37165174,1.37%
0.658,439.0488,410.3146,398.1467533,0.898423165,,0.658,439.0488,410.3146,392.7751016,0.898423165,,-5.37165174,1.37%
0.659,436.3602,408.9394,392.7751016,0.900116696,,0.659,436.3602,408.9394,391.8169121,0.900116696,,-0.958189476,0.24%
0.66,434.2405,407.8601,391.8169121,0.902303936,,0.66,434.2405,407.8601,391.8169121,0.902303936,,2.4082E-08,0.00%
0.661,434.2405,407.8601,391.8169121,0.902484593,,0.661,434.2405,407.8601,390.5728084,0.902484593,,-1.244103731,0.32%
0.662,431.1941,406.635,390.5728084,0.905793489,,0.662,431.1941,406.635,389.165134,0.905793489,,-1.407674418,0.36%
0.663,429.4657,405.4114,389.165134,0.906161153,,0.663,429.4657,405.4114,389.165134,0.906161153,,-1.8393E-08,0.00%
0.664,429.4657,404.1893,389.165134,0.902497838,,0.664,429.4657,404.1893,389.165134,0.902497838,,-1.8393E-08,0.00%
0.665,429.4657,402.9686,389.165134,0.899953887,,0.665,429.4657,402.9686,389.165134,0.899953887,,-1.8393E-08,0.00%
0.666,429.4657,402.9686,389.165134,0.90103882,,0.666,429.4657,402.9686,386.5310972,0.90103882,,-2.63403677,0.68%
0.667,426.0674,401.987,386.5310972,0.906104732,,0.667,426.0674,401.987,386.5310972,0.906104732,,3.0349E-08,0.00%
0.668,424.724,401.7494,386.5310972,0.910075949,,0.668,424.724,401.7494,386.5310972,0.910075949,,3.0349E-08,0.00%
0.669,424.724,400.5317,386.5310972,0.908740066,,0.669,424.724,400.5317,386.5310972,0.908740066,,3.0349E-08,0.00%
0.67,424.724,399.3154,386.5310972,0.906163704,,0.67,424.724,399.3154,386.0616872,0.906163704,,-0.469409988,0.12%
0.671,424.724,398.1006,386.5310972,0.904608048,,0.671,424.724,398.1006,381.7116565,0.904608048,,-4.819440727,1.26%
0.672,424.0278,395.6754,382.7934643,0.900664679,,0.672,424.0278,395.6754,380.8369424,0.900664679,,-1.956521941,0.51%
0.673,420.0154,394.465,380.8369424,0.906721378,,0.673,420.0154,394.465,380.8369424,0.906721378,,-4.0799E-08,0.00%
0.674,420.0154,393.2561,380.8369424,0.90557662,,0.674,420.0154,393.2561,380.8369424,0.90557662,,-4.0799E-08,0.00%
0.675,420.0154,393.2561,380.8369424,0.905675802,,0.675,420.0154,393.2561,380.8369424,0.905675802,,-4.0799E-08,0.00%
0.676,420.0154,392.0487,380.8369424,0.901943989,,0.676,420.0154,392.0487,380.8369424,0.901943989,,-4.0799E-08,0.00%
0.677,420.0154,390.8428,380.8369424,0.900802038,,0.677,420.0154,390.8428,380.8369424,0.900802038,,-4.0799E-08,0.00%
0.678,420.0154,389.9143,380.8369424,0.900290514,,0.678,420.0154,389.9143,378.5517095,0.900290514,,-2.285232892,0.60%
0.679,415.932,389.6383,378.5517095,0.910128842,,0.679,415.932,389.6383,378.0054405,0.910128842,,-0.546268953,0.14%
0.68,415.3399,388.4353,378.0054405,0.910111069,,0.68,415.3399,388.4353,378.0054405,0.910111069,,4.6967E-08,0.00%
0.681,415.3399,387.1165,378.0054405,0.905740247,,0.681,415.3399,387.1165,378.0054405,0.905740247,,4.6967E-08,0.00%
0.682,415.3399,386.0337,378.0054405,0.903405859,,0.682,415.3399,386.0337,378.0054405,0.903405859,,4.6967E-08,0.00%
0.683,415.3399,383.7505,378.0054405,0.899510489,,0.683,415.3399,383.7505,373.53429,0.899510489,,-4.471150527,1.20%
0.684,410.923,383.638,373.53429,0.909012856,,0.684,410.923,383.638,373.0101254,0.909012856,,-0.524164618,0.14%
0.685,410.6973,382.4424,373.0101254,0.908236128,,0.685,410.6973,382.4424,373.0101254,0.908236128,,-1.7551E-08,0.00%
0.686,410.6973,381.2483,373.0101254,0.90560051,,0.686,410.6973,381.2483,373.0101254,0.90560051,,-1.7551E-08,0.00%
0.687,410.6973,381.2483,373.0101254,0.905800678,,0.687,410.6973,381.2483,370.8301641,0.905800678,,-2.179961319,0.59%
0.688,410.6973,380.0557,373.0101254,0.904537205,,0.688,410.6973,380.0557,370.8301641,0.904537205,,-2.179961319,0.59%
0.689,406.0875,379.3406,370.8301641,0.913177983,,0.689,406.0875,379.3406,370.8301641,0.913177983,,-1.9219E-08,0.00%
0.69,406.0875,378.8645,370.8301641,0.912089684,,0.69,406.0875,378.8645,370.8301641,0.912089684,,-1.9219E-08,0.00%
0.691,406.0875,378.8645,370.8301641,0.910791104,,0.691,406.0875,378.8645,367.072841,0.910791104,,-3.757323104,1.02%
0.692,406.0654,377.6749,370.3669849,0.906726296,,0.692,406.0654,377.6749,366.596939,0.906726296,,-3.770045889,1.03%
0.693,405.9529,376.4867,367.072841,0.904225197,,0.693,405.9529,376.4867,364.6825176,0.904225197,,-2.390323419,0.66%
0.694,401.5105,374.1148,364.6825176,0.908276415,,0.694,401.5105,374.1148,364.6825176,0.908276415,,-1.9493E-08,0.00%
0.695,401.5105,373.5348,364.6825176,0.905499887,,0.695,401.5105,373.5348,364.3199435,0.905499887,,-0.362574092,0.10%
0.696,401.5105,372.6243,364.6825176,0.903502731,,0.696,401.5105,372.6243,360.3488008,0.903502731,,-4.333716757,1.20%
0.697,400.5994,371.7488,362.3935205,0.903675813,,0.697,400.5994,371.7488,360.3488008,0.903675813,,-2.044719657,0.57%
0.698,396.9661,369.3889,360.3488008,0.907757113,,0.698,396.9661,369.3889,360.3488008,0.907757113,,4.276E-08,0.00%
0.699,396.9661,369.3849,360.3488008,0.907849402,,0.699,396.9661,369.3849,360.3488008,0.907849402,,4.276E-08,0.00%
0.7,396.9661,368.2111,360.3488008,0.904793068,,0.7,396.9661,368.2111,360.3488008,0.904793068,,4.276E-08,0.00%
0.701,396.9661,367.0349,360.3488008,0.900829147,,0.701,396.9661,367.0349,355.3943033,0.900829147,,-4.954497456,1.39%
0.702,396.9661,365.8457,360.3488008,0.899569472,,0.702,396.9661,365.8457,355.383234,0.899569472,,-4.965566779,1.40%
0.703,396.129,364.0471,355.383234,0.897140159,,0.703,396.129,364.0471,353.9823107,0.897140159,,-1.400923287,0.40%
0.704,392.4543,362.3448,353.9823107,0.901970779,,0.704,392.4543,362.3448,353.9823107,0.901970779,,1.2833E-08,0.00%
0.705,392.4543,361.9825,353.9823107,0.901273563,,0.705,392.4543,361.9825,353.9823107,0.901273563,,1.2833E-08,0.00%
0.706,392.4543,360.0088,353.9823107,0.896562919,,0.706,392.4543,360.0088,350.5857856,0.896562919,,-3.396525134,0.97%
0.707,391.275,358.8431,351.4551617,0.896826997,,0.707,391.275,358.8431,350.2192051,0.896826997,,-1.235956599,0.35%
0.708,387.9749,357.6788,350.2192051,0.902685213,,0.708,387.9749,357.6788,350.2192051,0.902685213,,8.4799E-10,0.00%
0.709,387.9749,357.6788,350.2192051,0.901309336,,0.709,387.9749,357.6788,350.2192051,0.901309336,,8.4799E-10,0.00%
0.71,387.9749,357.4873,350.2192051,0.900427604,,0.71,387.9749,357.4873,348.2565413,0.900427604,,-1.962663778,0.56%
0.711,386.4594,356.516,348.2565413,0.901146515,,0.711,386.4594,356.516,348.0721923,0.901146515,,-0.184349047,0.05%
0.712,383.5279,356.516,348.0721923,0.907553772,,0.712,383.5279,356.516,348.0721923,0.907553772,,-4.6559E-08,0.00%
0.713,383.5279,355.3548,348.0721923,0.9048063,,0.713,383.5279,355.3548,348.0721923,0.9048063,,-4.6559E-08,0.00%
0.714,383.5279,354.4873,348.0721923,0.902805458,,0.714,383.5279,354.4873,345.1723159,0.902805458,,-2.899876371,0.84%
0.715,381.682,353.0368,345.1723159,0.904173304,,0.715,381.682,353.0368,345.1723159,0.904173304,,2.8817E-08,0.00%
0.716,379.1131,352.4446,345.1723159,0.910473196,,0.716,379.1131,352.4446,345.1723159,0.910473196,,2.8817E-08,0.00%
0.717,379.1131,351.8801,345.1723159,0.908984569,,0.717,379.1131,351.8801,345.1066752,0.908984569,,-0.065640709,0.02%
0.718,379.1131,350.7248,345.1723159,0.904605885,,0.718,379.1131,350.7248,341.1550275,0.904605885,,-4.017288389,1.18%
0.719,379.1131,350.7248,345.1066752,0.905397687,,0.719,379.1131,350.7248,341.0706645,0.905397687,,-4.036010729,1.18%
0.72,376.9428,348.4189,341.0706645,0.904728841,,0.72,376.9428,348.4189,341.0706645,0.904728841,,-2.9215E-08,0.00%
0.721,374.7305,348.4189,341.0706645,0.910175885,,0.721,374.7305,348.4189,341.0706645,0.910175885,,-2.9215E-08,0.00%
0.722,374.7305,347.4937,341.0706645,0.909483545,,0.722,374.7305,347.4937,341.0706645,0.909483545,,-2.9215E-08,0.00%
0.723,374.7305,346.1191,341.0706645,0.906096756,,0.723,374.7305,346.1191,341.0706645,0.906096756,,-2.9215E-08,0.00%
0.724,374.7305,346.1191,341.0706645,0.907048672,,0.724,374.7305,346.1191,341.0310226,0.907048672,,-0.039641933,0.01%
0.725,374.6845,344.9714,341.0310226,0.905853783,,0.725,374.6845,344.9714,339.4488927,0.905853783,,-1.582129948,0.47%
0.726,370.3799,344.9714,339.4488927,0.916488429,,0.726,370.3799,344.9714,339.4488927,0.916488429,,-4.8321E-08,0.00%
0.727,370.3799,343.8252,339.4488927,0.914197214,,0.727,370.3799,343.8252,339.4488927,0.914197214,,-4.8321E-08,0.00%
0.728,370.3799,343.8252,339.4488927,0.914410743,,0.728,370.3799,343.8252,336.9364359,0.914410743,,-2.5124568,0.75%
0.729,370.3799,343.2781,339.4488927,0.911550706,,0.729,370.3799,343.2781,336.6080629,0.911550706,,-2.840829794,0.84%
0.73,367.5781,342.5406,336.9364359,0.916639038,,0.73,367.5781,342.5406,336.597907,0.916639038,,-0.338528859,0.10%
0.731,366.0613,341.5375,336.597907,0.919512407,,0.731,366.0613,341.5375,336.597907,0.919512407,,4.0705E-08,0.00%
0.732,366.0613,340.3959,336.597907,0.917080114,,0.732,366.0613,340.3959,336.597907,0.917080114,,4.0705E-08,0.00%
0.733,366.0613,339.2558,336.597907,0.914223303,,0.733,366.0613,339.2558,333.4204214,0.914223303,,-3.177485632,0.95%
0.734,366.0613,338.814,336.597907,0.912601617,,0.734,366.0613,338.814,332.7327549,0.912601617,,-3.865152089,1.16%
0.735,362.9525,338.1172,333.4204214,0.918633764,,0.735,362.9525,338.1172,332.7327549,0.918633764,,-0.687666489,0.21%
0.736,361.7746,336.9802,332.7327549,0.919723925,,0.736,361.7746,336.9802,332.7327549,0.919723925,,1.1487E-08,0.00%
0.737,361.7746,336.4769,332.7327549,0.918870735,,0.737,361.7746,336.4769,332.7327549,0.918870735,,1.1487E-08,0.00%
0.738,361.7746,335.8447,332.7327549,0.915726976,,0.738,361.7746,335.8447,330.7496244,0.915726976,,-1.983130478,0.60%
0.739,360.1952,335.8447,331.8667779,0.921104477,,0.739,360.1952,335.8447,330.3256682,0.921104477,,-1.541109661,0.47%
0.74,358.3644,334.1553,330.7496244,0.922942191,,0.74,358.3644,334.1553,330.3256682,0.922942191,,-0.423956161,0.13%
0.741,357.5196,333.5782,330.3256682,0.923937228,,0.741,357.5196,333.5782,330.3256682,0.923937228,,3.9413E-08,0.00%
0.742,357.5196,332.4473,330.3256682,0.921023563,,0.742,357.5196,332.4473,327.8963591,0.921023563,,-2.429309085,0.74%
0.743,357.5196,332.4473,330.3256682,0.920154074,,0.743,357.5196,332.4473,327.8963591,0.920154074,,-2.429309085,0.74%
0.744,353.8138,330.1899,327.8963591,0.924968423,,0.744,353.8138,330.1899,327.8963591,0.924968423,,1.5331E-08,0.00%
0.745,353.2963,330.1899,327.8963591,0.92810584,,0.745,353.2963,330.1899,327.8963591,0.92810584,,1.5331E-08,0.00%
0.746,353.2963,327.9702,327.8963591,0.923163973,,0.746,353.2963,327.9702,327.8963591,0.923163973,,1.5331E-08,0.00%
0.747,353.2963,327.9387,327.8963591,0.923387904,,0.747,353.2963,327.9387,327.2665926,0.923387904,,-0.629766524,0.19%
0.748,353.2963,326.8154,327.8963591,0.921828943,,0.748,353.2963,326.8154,325.8247848,0.921828943,,-2.071574252,0.64%
0.749,351.8941,325.6937,327.2665926,0.924121406,,0.749,351.8941,325.6937,324.7458482,0.924121406,,-2.520744388,0.78%
0.75,349.3005,325.6937,325.8247848,0.932792209,,0.75,349.3005,325.6937,324.7458482,0.932792209,,-1.078936588,0.33%
0.751,349.1046,324.5734,324.7458482,0.930225062,,0.751,349.1046,324.5734,324.7458482,0.930225062,,1.2296E-08,0.00%
0.752,349.1046,323.4547,324.7458482,0.927821512,,0.752,349.1046,323.4547,324.7458482,0.927821512,,1.2296E-08,0.00%
0.753,349.1046,322.733,324.7458482,0.925721072,,0.753,349.1046,322.733,324.7458482,0.925721072,,1.2296E-08,0.00%
0.754,349.1046,322.3375,324.7458482,0.924632492,,0.754,349.1046,322.3375,324.7458482,0.924632492,,1.2296E-08,0.00%
0.755,349.1046,322.3375,324.7458482,0.924942097,,0.755,349.1046,322.3375,322.4502572,0.924942097,,-2.295591019,0.71%
0.756,349.1046,321.2219,324.7458482,0.922864282,,0.756,349.1046,321.2219,322.4502572,0.922864282,,-2.295591019,0.71%
0.757,344.9443,321.2219,322.4502572,0.934789348,,0.757,344.9443,321.2219,322.4502572,0.934789348,,-1.9422E-08,0.00%
0.758,344.9443,318.9952,322.4502572,0.928550401,,0.758,344.9443,318.9952,318.8832994,0.928550401,,-3.566957801,1.12%
0.759,344.9443,317.8961,322.4502572,0.924911598,,0.759,344.9443,317.8961,317.6333271,0.924911598,,-4.816930127,1.52%
0.76,342.2276,317.8842,318.9344289,0.931431669,,0.76,342.2276,317.8842,317.6333271,0.931431669,,-1.301101827,0.41%
0.761,340.8154,316.7747,317.6333271,0.931980559,,0.761,340.8154,316.7747,317.6333271,0.931980559,,-2.7318E-08,0.00%
0.762,340.8154,316.6816,317.6333271,0.930431058,,0.762,340.8154,316.6816,314.5756787,0.930431058,,-3.057648367,0.97%
0.763,340.8154,314.7785,317.6333271,0.924074527,,0.763,340.8154,314.7785,313.4279538,0.924074527,,-4.205373346,1.34%
0.764,340.3854,314.5604,314.5756787,0.924175005,,0.764,340.3854,314.5604,312.4085771,0.924175005,,-2.167101606,0.69%
0.765,336.7179,312.3522,313.4279538,0.927805077,,0.765,336.7179,312.3522,312.4085771,0.927805077,,-1.019376706,0.33%
0.766,336.7179,312.3522,312.4085771,0.929675748,,0.766,336.7179,312.3522,312.4085771,0.929675748,,-6.39398E-09,0.00%
0.767,336.7179,311.2505,312.4085771,0.926641449,,0.767,336.7179,311.2505,312.4085771,0.926641449,,-6.39398E-09,0.00%
0.768,336.7179,310.1503,312.4085771,0.923776112,,0.768,336.7179,310.1503,310.3198244,0.923776112,,-2.088752729,0.67%
0.769,336.7179,309.0516,312.4085771,0.921938115,,0.769,336.7179,309.0516,310.3198244,0.921938115,,-2.088752729,0.67%
0.77,332.6514,308.898,310.3198244,0.932867934,,0.77,332.6514,308.898,310.3198244,0.932867934,,-2.9452E-08,0.00%
0.771,332.6514,307.9545,310.3198244,0.930607111,,0.771,332.6514,307.9545,310.3198244,0.930607111,,-2.9452E-08,0.00%
0.772,332.6514,306.8589,310.3198244,0.928751072,,0.772,332.6514,306.8589,310.3198244,0.928751072,,-2.9452E-08,0.00%
0.773,332.6514,306.8589,310.3198244,0.927258666,,0.773,332.6514,306.8589,306.4982295,0.927258666,,-3.821594907,1.25%
0.774,332.6514,305.7649,310.3198244,0.924075971,,0.774,332.6514,305.7649,306.0201219,0.924075971,,-4.299702523,1.41%
0.775,331.6178,304.6724,306.4982295,0.924251441,,0.775,331.6178,304.6724,306.0201219,0.924251441,,-0.478107623,0.16%
0.776,328.6161,303.5815,306.0201219,0.93123898,,0.776,328.6161,303.5815,306.0201219,0.93123898,,-2.2617E-08,0.00%
0.777,328.6161,303.5815,306.0201219,0.932581439,,0.777,328.6161,303.5815,306.0201219,0.932581439,,-2.2617E-08,0.00%
0.778,328.6161,302.4921,306.0201219,0.929019638,,0.778,328.6161,302.4921,303.8794706,0.929019638,,-2.140651332,0.70%
0.779,328.6161,301.8634,306.0201219,0.926009305,,0.779,328.6161,301.8634,303.4006254,0.926009305,,-2.619496455,0.86%
0.78,327.2891,301.4043,304.2941573,0.928474155,,0.78,327.2891,301.4043,303.4006254,0.928474155,,-0.893531855,0.29%
0.781,324.6118,300.3181,303.4006254,0.934656798,,0.781,324.6118,300.3181,303.4006254,0.934656798,,4.5318E-08,0.00%
0.782,324.6118,299.2334,303.4006254,0.932686768,,0.782,324.6118,299.2334,303.4006254,0.932686768,,4.5318E-08,0.00%
0.783,324.6118,299.2334,303.4006254,0.932154067,,0.783,324.6118,299.2334,303.4006254,0.932154067,,4.5318E-08,0.00%
0.784,324.6118,299.2334,303.4006254,0.931187976,,0.784,324.6118,299.2334,300.271856,0.931187976,,-3.12876938,1.04%
0.785,324.6118,298.1503,303.4006254,0.927942476,,0.785,324.6118,298.1503,300.271856,0.927942476,,-3.12876938,1.04%
0.786,322.9968,297.0687,300.271856,0.929324286,,0.786,322.9968,297.0687,300.271856,0.929324286,,1.96E-08,0.00%
0.787,320.6383,297.0687,300.271856,0.936481562,,0.787,320.6383,297.0687,300.1687705,0.936481562,,-0.103085508,0.03%
0.788,320.6383,295.9887,300.271856,0.931559654,,0.788,320.6383,295.9887,297.0280113,0.931559654,,-3.243844707,1.09%
0.789,320.6383,295.9887,300.1687705,0.930042347,,0.789,320.6383,295.9887,296.7142422,0.930042347,,-3.454528252,1.16%
0.79,318.7409,295.0877,297.0280113,0.931879189,,0.79,318.7409,295.0877,296.7142422,0.931879189,,-0.313769052,0.11%
0.791,316.6956,294.7358,296.7142422,0.93690674,,0.791,316.6956,294.7358,296.7142422,0.93690674,,4.7794E-08,0.00%
0.792,316.6956,292.7581,296.7142422,0.929833902,,0.792,316.6956,292.7581,296.7142422,0.929833902,,4.7794E-08,0.00%
0.793,316.6956,292.7581,296.7142422,0.92904778,,0.793,316.6956,292.7581,292.5912972,0.92904778,,-4.122944956,1.41%
0.794,316.6956,292.7581,296.7142422,0.927337123,,0.794,316.6956,292.7581,291.5961696,0.927337123,,-5.118072555,1.76%
0.795,314.5212,291.6844,292.5912972,0.93027528,,0.795,314.5212,291.6844,291.5961696,0.93027528,,-0.995127555,0.34%
0.796,314.5212,290.6122,292.5912972,0.926983512,,0.796,314.5212,290.6122,291.5961696,0.926983512,,-0.995127555,0.34%
0.797,312.7836,290.6122,291.5961696,0.932261697,,0.797,312.7836,290.6122,291.5961696,0.932261697,,4.5487E-08,0.00%
0.798,312.7836,289.5416,291.5961696,0.928955353,,0.798,312.7836,289.5416,291.5961696,0.928955353,,4.5487E-08,0.00%
0.799,312.7836,289.5416,291.5961696,0.929643541,,0.799,312.7836,289.5416,291.5961696,0.929643541,,4.5487E-08,0.00%
0.8,312.7836,288.4725,291.5961696,0.925601539,,0.8,312.7836,288.4725,289.4334128,0.925601539,,-2.162756841,0.75%
0.801,312.7836,288.4725,291.5961696,0.927496483,,0.801,312.7836,288.4725,288.0947006,0.927496483,,-3.501469007,1.22%
0.802,311.9526,287.4051,290.8844046,0.92683009,,0.802,311.9526,287.4051,288.0947006,0.92683009,,-2.789704007,0.97%
0.803,308.9022,286.3392,288.0947006,0.932640495,,0.803,308.9022,286.3392,288.0947006,0.932640495,,-6.569E-09,0.00%
0.804,308.9022,286.2811,288.0947006,0.932580495,,0.804,308.9022,286.2811,288.0947006,0.932580495,,-6.569E-09,0.00%
0.805,308.9022,285.2749,288.0947006,0.928262889,,0.805,308.9022,285.2749,284.7629313,0.928262889,,-3.33176925,1.17%
0.806,308.9022,284.2121,288.0947006,0.923631798,,0.806,308.9022,284.2121,284.6334384,0.923631798,,-3.461262173,1.22%
0.807,308.9022,284.2121,288.0947006,0.924759091,,0.807,308.9022,284.2121,283.6079686,0.924759091,,-4.486731984,1.58%
0.808,306.19,283.151,284.6334384,0.929597434,,0.808,306.19,283.151,283.6079686,0.929597434,,-1.025469784,0.36%
0.809,305.0513,282.0914,283.6079686,0.929705819,,0.809,305.0513,282.0914,283.6079686,0.929705819,,1.5988E-08,0.00%
0.81,305.0513,282.0914,283.6079686,0.929835888,,0.81,305.0513,282.0914,283.6079686,0.929835888,,1.5988E-08,0.00%
0.811,305.0513,282.0914,283.6079686,0.929965957,,0.811,305.0513,282.0914,283.6079686,0.929965957,,1.5988E-08,0.00%
0.812,305.0513,281.0334,283.6079686,0.929327834,,0.812,305.0513,281.0334,283.6079686,0.929327834,,1.5988E-08,0.00%
0.813,305.0513,281.0334,283.6079686,0.93124329,,0.813,305.0513,281.0334,283.0902558,0.93124329,,-0.517712753,0.18%
0.814,305.0513,279.9769,283.6079686,0.928645009,,0.814,305.0513,279.9769,282.2962149,0.928645009,,-1.311753677,0.46%
0.815,304.4546,279.9769,283.6079686,0.930595468,,0.815,304.4546,279.9769,282.2962149,0.930595468,,-1.311753677,0.46%
0.816,301.2308,278.9221,282.2962149,0.937142599,,0.816,301.2308,278.9221,282.2962149,0.937142599,,2.2588E-08,0.00%
0.817,301.2308,278.8514,282.2962149,0.937036332,,0.817,301.2308,278.8514,282.2962149,0.937036332,,2.2588E-08,0.00%
