,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
0.51,558.9537462283326,499.0329402137677,588.2818006047386,502.8035524452925,389.8475038177091,588.2818006047386,525.1372711214523,661.9805892557591,397.0730650122426,589.9999928110675,588.2818006047386,474.62844458917374,606.9722498398709,518.9080414391868,507.01291010502166,763.9384554841677,512.1852963232108,428.0870517414626,461.093748295619,531.2356771500782,502.8035524452925,492.7519206821779,632.1357108725134,767.7232804573318,406.7191800367753,552.9831743934743,645.5858888013904,642.8483166534177,661.9805892557591,679.8855159676766,787.9189376462824,844.5438090046696,661.9805892557591,800.2910459399668,755.4512130430676,588.2818006047386,728.826426172185,882.8667830215093,1058.5516657507494,827.5019982160496,588.2818006047386,606.9722498398709,598.0649262517487,849.2569293430879,871.8243023092824,857.9636223767463,725.0883811456692,650.4969455429126,453.44558622946056,768.348770860787,755.4512130430676,735.4718395526579,698.6422892874035,1005.8431515693088,860.0666387952796,857.9636223767463,686.5485952699303,456.4245394480592,527.3326972917575,446.5971470916925,491.1827389408662,436.2699455226204,619.7545190461182,460.393366968485,653.3423441829374,442.6986020093288,422.2321674110168,442.065083773818,404.0283493738988,324.08160091543436,264.8156651381703,272.7832723027503,357.06100717074474,510.5162933607124,513.7272035372172,446.95805434009606,609.8516836756233,531.2771499295709,594.4405307113136,618.8311554409032,444.34493220498257,584.2627016621657,695.8965474976868,824.2640124185976,741.6748741337232,849.0634777783127,897.4712254160833,709.6501632418925,680.7926617954281,832.3944313370262,536.0472358119991,487.43109001516564,551.5057037942614,793.1609967031198,450.59132774518673,606.5482833091645,761.9963540490158,701.4969567059973,666.0812800335812,492.425929688358
0.52,531.2356771500782,481.26439137479406,588.2818006047386,483.0938915942431,385.1714883964413,557.7581011080453,514.5028347853962,661.9805892557591,389.8475038177091,569.1836777135028,570.1634542744122,453.63468969432284,570.1634542744122,501.1539095940004,488.9774116700519,763.9384554841677,495.69149614584825,418.2152585381509,446.5971470916925,512.1852963232108,495.0919488923164,487.85059216481085,610.7163767912623,728.2665595301148,406.7191800367753,535.2854468083954,641.888257357616,595.8380953547182,643.9560773793427,647.2157002234383,763.9384554841677,817.1962216853075,641.888257357616,775.1510662698463,740.9792730678978,578.6130951212767,704.7195125968648,849.8103462417539,1032.7329060069642,817.7571507972195,570.1634542744122,599.4806323786758,570.1634542744122,817.1962216853075,854.5628638116248,845.8180560727407,704.7195125968648,638.0480201744093,446.5971470916925,733.9087931183631,729.8895308587479,725.0883811456692,681.5963378719842,987.7764032131428,837.3230756189334,837.3230756189334,672.2919930526784,450.3215472173531,515.4040997429128,438.4751471059236,485.2887467506549,427.1362749009687,597.681331198007,447.63170268215373,626.8726826858544,438.4751471059236,405.54194162176685,423.21298890900715,400.71161368432985,317.6797484737608,261.827554361772,264.41430987924844,347.2800487557672,497.5244244143626,490.20292324473576,440.09900072852895,589.5785956304773,529.7369319249988,571.6018555768832,594.1029602217194,433.7386659533466,574.3847679168802,672.0121617533124,764.7987264457244,724.0663998838738,819.9067656993957,866.3800705510824,672.356935729943,653.219894731915,817.3569769896781,517.6623892352809,471.4387342491368,519.1927392289723,758.7015482516618,439.4049881596659,590.5512619106748,733.3197078003914,677.5152740985353,632.8495913324351,483.1922522425229
0.53,513.2214543070698,478.0915130595857,577.1627892987574,472.1310775147681,379.58908601401225,537.7681884669005,503.5540919555258,648.4833313294755,385.1714883964413,543.0929319101652,555.1650142926732,444.8428018046288,570.1634542744122,492.90183971684957,485.2887467506549,743.411688610925,490.58319168733436,407.16331690961744,438.4751471059236,497.2273054573285,485.2887467506549,470.0535920910163,593.0545567334303,698.1723279623122,406.7191800367753,515.4040997429128,629.6408574346408,570.1634542744122,629.6408574346408,630.1952693097235,740.9792730678978,786.6818784507385,620.5454261171998,756.1301924383555,725.0883811456692,570.1634542744122,674.9332585697306,805.6086391830345,989.2812871689854,794.4382594256381,561.4719329971559,588.2818006047386,570.1634542744122,794.4382594256381,828.9672828445846,818.0206838077667,684.9641373341002,600.7092879419724,435.30516982992526,686.6268934142015,725.0883811456692,698.1723279623122,661.9805892557591,965.7155151109454,820.6009577225623,827.5019982160496,661.9805892557591,443.01048561591784,503.14030105807075,436.9246147426635,477.8156105973937,418.2152585381509,588.2818006047386,440.79804730279636,594.1679721819454,429.7773216801184,394.0121131982369,407.88063072773025,394.0121131982369,308.73476786828684,261.827554361772,261.827554361772,344.9050923713217,490.20292324473576,486.248047412175,429.57425235068865,573.1623037208482,519.1927392289723,545.5707773890581,572.664843983082,427.2682224507933,564.9877519878085,647.7819130659001,705.4416103954765,692.239238237078,793.9679398474045,842.5379205381263,645.4498350452649,620.3617367560939,803.2477860066796,503.86165784484297,455.33241414782054,498.4198456249966,733.861518324591,413.8077623001973,573.9786747658444,708.2002413416757,637.9142826098973,610.6305680248568,474.78199089642925
0.54,476.0307976327905,464.6071446364754,550.930598751007,455.44180021242255,375.0909246716077,519.6866951494701,496.9119708335351,631.6119758680903,378.3838190978621,519.6866951494701,536.257152815104,429.7773216801184,545.094577210976,479.3330741394498,471.5206100076913,725.0883811456692,479.3330741394498,394.0121131982369,428.2983354837946,474.0734741281948,476.0307976327905,442.0488270996619,578.1355266597558,667.0757432745319,404.3647032067584,499.50426674270835,629.6408574346408,566.1450203437636,608.4011425123504,606.9722498398709,707.4629793947504,767.9459172204593,602.7769440616016,732.3457466840683,704.7195125968648,569.8135340740874,643.9560773793427,778.0081705953819,975.2270202283726,767.0971929763493,542.6481218433186,570.1634542744122,563.7565534777196,772.0722362575498,810.1429105969675,800.82979311163,654.4221248170403,586.4699659717061,428.2983354837946,639.8204373358893,690.1702134089708,660.6308634631308,655.549748776565,943.5496954633828,804.6010233132719,817.1962216853075,641.8124290739478,438.4751471059236,494.4710214581613,434.2401951589081,461.093748295619,404.3647032067584,568.2039011525934,438.13058435853253,563.7565534777196,409.1619328374074,383.7173292530401,385.1714883964413,385.1714883964413,302.63510226715783,259.3315801156547,255.5751765528189,335.5422682840873,474.6571209290396,476.41474549237597,419.94813682964514,549.8085983398277,505.7616485110178,523.1094421546131,552.0707890556721,412.8603524360563,542.7382281885106,624.49684084029,667.5397968984764,669.1308971392053,768.0987964837358,806.5709262419184,630.9292249712614,580.1068947079359,797.5991839966861,488.77975582923,442.8750510039813,481.8485653670448,716.2435512523488,398.45403147273646,555.5002083534215,676.3092826676739,604.2032106823273,576.1855429757712,462.1638448869859
0.55,444.28362159975626,450.73536945353754,511.15081907957284,439.5310108317748,363.4046677513846,512.1852963232108,492.5531326632248,629.6408574346408,363.4046677513846,501.6252361229409,514.7603390589724,423.45819428350467,515.4040997429128,467.4817416426306,445.8174380752197,704.7195125968648,469.07873997938367,384.6521458452265,422.2321674110168,456.4245394480592,474.62844458917374,429.7773216801184,561.4719329971559,645.0878908668758,384.6521458452265,483.79411952000254,593.0545567334303,551.5241690084664,588.2818006047386,588.2818006047386,696.9478741117168,744.5972580616898,588.2818006047386,722.2616377985834,682.4292227847658,561.4719329971559,635.6230025040132,745.4018467824928,917.3073302220884,735.4718395526579,525.1372711214523,561.4719329971559,541.4905689208696,747.9141883476362,796.3429395599962,796.3429395599962,631.392962708818,562.7700128156579,418.2152585381509,629.6408574346408,672.8086732253271,636.5710058731761,642.4790630781092,935.4847727193076,794.7580130358575,781.6086695646197,627.6635897569361,429.7773216801184,484.4838756754827,419.21948575636725,451.7699250439989,401.2267975248157,560.1008637135726,427.79653659575604,542.6481218433186,395.66238993561205,373.7279962297307,376.1505587109836,381.9257126781165,298.82954270544946,257.8651369108727,255.5751765528189,320.73403479811253,453.2325553152866,462.04850077162405,404.3778767304178,530.3716267478175,487.2052561750038,507.6616391771925,533.209927653507,398.45403147273646,507.8796569777108,609.8516836756233,630.9292249712614,642.8867255932355,747.4187763023084,759.9551895793675,610.7884531762221,555.7694416319646,779.8224851472047,476.66790050414704,435.0295196320124,474.214630315828,682.0350515021563,389.2594579102618,544.7076555950605,648.005790282721,565.3859739635573,555.2765170739302,452.0413200300118
0.56,418.8579639578093,442.6986020093288,486.10845006607633,427.1362749009687,351.6521793926909,507.01291010502166,482.72799155035307,629.6408574346408,347.2800487557672,492.5531326632248,497.8546238914161,410.0502065830918,504.30463146575914,452.5146633486484,435.0295196320124,702.2886232730802,453.2617367642578,375.7690904568082,407.6074537824595,438.4751471059236,462.3713469650211,423.01682460940896,542.6481218433186,622.6534849252836,375.7690904568082,463.2592997025873,571.1286485905719,538.0831439660224,588.2818006047386,578.1296598471034,667.6418714988399,710.9546644102413,571.1286485905719,699.6146450169172,644.6804380113638,548.2082476789037,613.3855610228269,727.6309238532253,863.566241887115,708.4606036848907,515.4040997429128,549.2335819029573,515.4040997429128,738.7762996618018,776.1893315303329,769.6388932720927,609.01741291287,542.6481218433186,412.27089094730286,594.0827288366694,648.8055096036254,619.7545190461182,630.7496811848063,911.4312712325294,773.0745357488729,745.4018467824928,612.1724261612479,422.2321674110168,478.3674155217776,399.1136995549132,446.5971470916925,394.0121131982369,548.2082476789037,415.83751150181166,536.8603572310743,380.26418523988434,359.6442395597515,364.57980156127,379.32946082911184,298.82954270544946,255.94157021010744,250.27651192656964,307.0705621077811,446.95805434009606,443.5283315377595,401.22575493826855,519.1927392289723,474.45772076524867,493.12486293426764,515.6507060953998,389.55179075825816,488.24369889429556,591.2472815360977,586.8453249477665,621.2806487748039,728.088739973077,734.4886604971501,600.0598420355527,553.0771088465332,774.4745283193217,469.9781132986144,421.8670919420927,459.11890171867054,654.8743106856311,383.71462710721045,529.4737852301243,631.5139152996251,534.8387121039633,543.4031638425223,445.68562178361447
0.5700000000000001,389.7686132933748,435.0295196320124,471.9645863764744,418.2152585381509,344.8039437878336,499.97559327164885,474.62844458917374,629.6408574346408,343.24533596004676,479.6089766016418,492.5531326632248,406.508958891238,494.8197285117861,442.6986020093288,427.1362749009687,661.0793636619381,436.82124591844615,356.9797656369119,402.5147571260308,426.69022408282774,449.28699162689173,412.27089094730286,528.3084422563377,606.2763651845487,364.57980156127,446.5971470916925,548.2082476789037,524.48967238154,568.4838373128532,570.1634542744122,634.2957977871854,704.7195125968648,570.1634542744122,684.5114350667202,616.1151144613804,531.2356771500782,590.7636337916582,704.7195125968648,832.608958465549,683.3848927761719,504.9924184283516,534.1605107921961,502.8035524452925,704.7195125968648,763.9384554841677,740.9792730678978,603.376273458497,515.4040997429128,412.27089094730286,565.9915240613291,634.2957977871854,599.4806323786758,609.6763415269868,886.0691001699502,766.2538778206916,729.8895308587479,596.3961160689578,409.6060697102495,465.2459439711765,393.80388272921044,442.6986020093288,389.8475038177091,536.8603572310743,412.27089094730286,525.1372711214523,361.75948041754515,351.6521793926909,351.6521793926909,375.0909246716077,295.69470183371953,247.3537643158986,246.47140040343004,297.324819087019,431.82951270552854,442.8750510039813,398.45403147273646,495.5740921018369,460.29919366442755,481.16895976133134,499.2275862906947,386.6084702122201,457.0504804653484,572.664843983082,544.8808676708195,611.1559209397217,688.8897271278697,694.1725071709714,578.8830907051598,529.5745752616177,771.6364606340916,460.29919366442755,408.0299339461096,446.95805434009606,638.8839386962386,368.0791311788924,513.6994264276092,601.92850336252,511.2520519502273,529.7935879466513,441.1347268523586
0.58,367.83270475410893,427.1362749009687,455.86598571957205,414.0542012245575,344.8039437878336,496.9119708335351,460.5334432339119,622.7204205626754,331.5900317483948,474.62844458917374,480.85053768150607,394.0121131982369,480.85053768150607,438.4751471059236,418.2152585381509,629.6408574346408,429.4603960666205,347.2800487557672,389.8475038177091,403.77608399925435,442.19178742092026,402.5147571260308,512.1852963232108,588.2818006047386,364.57980156127,438.06167180905436,530.5038684266433,505.61807560866833,554.61658657924,561.4719329971559,598.7095033012464,690.1702134089708,566.6642522711644,666.9625176296704,592.4818259979875,512.1852963232108,575.4720230132917,684.5114350667202,814.876677123169,645.3142535643827,490.4118924720396,523.9692905560278,492.29618384028265,694.5350031653395,740.9792730678978,729.3133928931786,588.2818006047386,508.5646259704786,401.74198136530197,536.8603572310743,628.4544968280184,589.7136274433462,592.4818259979875,870.1610207173784,744.8711379367415,702.3360018242554,586.8314947822196,406.21464928748605,455.86598571957205,371.5922359722902,434.39925587778527,382.5747756403677,530.5038684266433,406.7191800367753,515.0178433325486,354.6965588668375,347.2800487557672,342.530974038978,368.2762824622232,295.26847105261623,243.3801233363294,243.3801233363294,288.212197146785,419.1472184127608,422.7626043279017,384.3129669096778,485.06386399373093,446.46809393976235,469.94746368006406,486.1251338949812,383.3448834426436,442.45864346266353,569.1967973285073,511.8598544517949,596.298978924223,663.5599944426425,668.4623888156179,565.7937794131823,487.6615528599041,763.0892928986326,446.46809393976235,398.45403147273646,434.0981639702663,613.5987616780187,356.2570379932042,503.48695132394045,582.0554332160588,487.3482338166307,515.5610320433827,420.335371155823
0.59,349.1596454197596,418.2152585381509,442.6986020093288,395.3529630473542,331.9922454227278,492.5531326632248,452.8870325009733,585.0426708727734,326.0021314081641,452.8870325009733,475.39336443114644,389.8475038177091,475.39336443114644,435.0295196320124,399.96198275851884,588.2818006047386,418.2152585381509,341.5568441466111,383.1979867018253,392.5544999150521,429.03065363641906,390.84701006903566,502.8035524452925,562.4475692789906,364.57980156127,429.03065363641906,512.9578091439391,491.8036985963099,536.8603572310743,556.2618697195397,588.2818006047386,665.6604227137615,562.7180896229179,648.4833313294755,571.6112457486519,495.3863774739264,567.5040607519438,645.0426183273745,781.3918960432485,615.2807248239313,481.26439137479406,505.0551709759927,481.26439137479406,669.8584491165323,740.9792730678978,706.2159490320751,574.5118573936902,499.2159055215686,389.8475038177091,512.9578091439391,619.7545190461182,570.1634542744122,576.1959187504115,839.361870927847,736.7936235963153,684.5114350667202,567.5040607519438,402.5147571260308,439.4887762827408,362.5233173939706,427.7701261279646,375.0909246716077,509.0267956181154,396.0749591199559,507.01291010502166,348.3293601086288,344.8039437878336,335.5422682840873,353.3446481412874,290.45081541387407,237.37366176595611,237.72938675728506,283.6685577940793,413.27381668894105,409.48672033895525,360.8529430560675,470.9948773827456,439.4049881596659,448.46393457414166,476.20791234383717,379.04165246169936,428.17499197227676,547.0335658669893,489.3134436100446,574.1572231963806,645.3666861865183,645.3666861865183,540.2408598208547,477.28121805122686,747.4187763023084,427.2682224507933,387.99817111283545,419.94813682964514,596.298978924223,346.5432546815095,492.0897628096627,565.4670295356191,475.8417811262032,508.57766696772603,412.8973810266836
0.6,336.53540519838214,396.0749591199559,428.7209029684585,382.5747756403677,328.6404648032853,485.2887467506549,449.7008138630763,554.61658657924,312.9975386905872,435.0295196320124,461.093748295619,382.5747756403677,454.56269368643507,427.1362749009687,394.0121131982369,588.2818006047386,406.7191800367753,335.5422682840873,379.32946082911184,382.5747756403677,425.1746319049879,381.27664971586535,495.16843556541096,548.2082476789037,364.57980156127,418.2152585381509,496.9119708335351,485.2887467506549,514.116578375032,542.6481218433186,570.1634542744122,648.4833313294755,561.4719329971559,633.7989464977619,561.8451859943946,485.2887467506549,532.1711227872254,636.5710058731761,755.4512130430676,588.2818006047386,474.62844458917374,500.4469198005895,472.40856274525765,648.4833313294755,725.0883811456692,695.2534589360304,561.4719329971559,490.4118924720396,381.27664971586535,485.2887467506549,603.9756028553928,561.4719329971559,566.6868457635096,794.8191954525098,735.4718395526579,674.100373656949,561.4719329971559,402.5147571260308,428.7209029684585,351.6521793926909,420.62540386187044,375.0909246716077,502.8035524452925,394.0121131982369,491.6966365867507,343.5051039313446,336.53540519838214,331.9922454227278,339.8131050777981,288.212197146785,232.06944492411125,237.1654325027392,273.29445945498526,413.27381668894105,397.05306101671994,349.49915962099294,450.7227549252104,435.0295196320124,434.97660307825015,465.3989234614637,371.0751217371572,401.22575493826855,528.0943367872469,486.1251338949812,553.0771088465332,630.9292249712614,613.5987616780187,530.9409492379601,464.8070601653079,710.7055030024726,417.2784087733635,383.3448834426436,408.290795175802,576.3957920163286,336.0955934993273,486.1251338949812,551.0745097897229,452.60553186284113,492.15528780372983,406.7796662106455
0.61,320.8798592444158,389.66046320085843,422.0714910561022,365.8735698766036,325.16897349391536,481.26439137479406,434.8194317139367,518.8107097254016,311.2058432247073,429.7773216801184,451.7699250439989,375.0909246716077,435.0295196320124,412.27089094730286,389.66046320085843,566.6642522711644,406.7191800367753,331.9922454227278,375.0909246716077,375.0909246716077,418.2152585381509,364.344774799293,490.2069666431843,518.8107097254016,364.57980156127,406.7191800367753,490.4118924720396,481.26439137479406,502.8035524452925,531.2356771500782,542.4166112588289,630.4074034920933,561.4719329971559,606.9722498398709,536.8603572310743,479.0226838694838,511.9784008744832,629.2454038991,740.7589757272882,588.2818006047386,468.75934031203315,490.4118924720396,460.9069799417166,643.9560773793427,704.7195125968648,684.5114350667202,547.9858426454804,485.2887467506549,375.0909246716077,477.46613577267334,592.3802112141097,542.6481218433186,554.3602530232266,772.3176392916055,729.6974848702248,654.5162208424089,548.2082476789037,396.0749591199559,422.0714910561022,347.2800487557672,412.27089094730286,368.12842322618513,492.4674830555774,394.0121131982369,485.1277725356205,337.1974964745787,331.8581741979501,325.16897349391536,331.9922454227278,288.212197146785,230.78280626796445,235.293243099065,266.20039684337104,402.88878901758784,389.2252364860873,340.4178649839487,438.02034757948235,427.10360817483775,423.9085466182659,449.1541296814127,367.05739203400543,393.95628016050784,513.5268029776202,475.2879360232176,530.8270847399316,602.5670841097726,596.0301635924732,518.7557001747275,439.4049881596659,642.5531600184859,402.88878901758784,367.0180511895071,393.8466553425092,552.7590276370836,328.97640404408145,473.2232810238044,540.0706289151542,437.7551067233321,485.75119148429286,397.622514078969
0.62,301.2146136842115,377.48575698161085,412.27089094730286,349.5977087112336,319.0360941945817,481.26439137479406,423.8014818078014,487.6676421428658,303.8023941861732,427.1362749009687,446.5971470916925,364.57980156127,429.7773216801184,406.7191800367753,382.5747756403677,555.8247896510045,396.7329592551309,328.6404648032853,365.762675449575,364.57980156127,418.2152585381509,351.6521793926909,475.6483377118041,502.8035524452925,364.57980156127,394.6722238931869,474.62844458917374,476.85946079492766,493.9479608777241,516.329928258648,527.0887610506126,597.552809685102,561.4719329971559,591.8654267723985,518.5187145840454,466.68324247425414,492.5531326632248,589.8090825659199,704.7195125968648,565.1065564889618,457.9186862792783,482.5521850950695,451.7699250439989,631.1739495495459,684.5114350667202,667.6418714988399,536.8603572310743,474.62844458917374,365.762675449575,456.4245394480592,567.7839969122036,525.1372711214523,538.7124419069925,741.8652390695888,725.0883811456692,641.7405559274927,544.4273621107058,394.6722238931869,414.1730885763742,340.24903984500133,398.13569448189986,364.57980156127,482.5521850950695,392.7627303840785,475.6483377118041,331.9922454227278,319.71527043599406,319.0360941945817,326.2798507129137,285.96826240386014,223.3542529784466,234.60982069156591,261.827554361772,388.33802365743986,383.9864239685888,332.6335903104417,429.7518375487834,423.1463953503912,408.290795175802,433.3249157509406,355.86367578619945,386.53518645329444,500.1148856264024,455.90510292032985,510.32039402406645,591.7291182844758,572.664843983082,501.6649337120717,427.2682224507933,606.0972209316113,390.7885237210109,355.61708967662474,383.3448834426436,533.9169206244864,321.32881554624214,462.8164931719015,528.9302352017917,426.01130259649216,477.8790953278065,390.2991628048631
0.63,288.212197146785,362.69958746545353,394.0121131982369,335.6250296936119,314.19200233450715,480.16078152602597,412.27089094730286,461.4929978798073,294.016658179369,412.27089094730286,437.37254631427203,351.6521793926909,416.3130609090796,392.679438196468,372.9102391646047,536.8603572310743,388.3511788829034,325.16897349391536,356.4475075137147,355.2913230718749,406.7191800367753,344.8039437878336,461.093748295619,490.5189544815989,358.70413251184345,382.5747756403677,459.5996014643999,474.62844458917374,484.0009530303795,500.9182463295302,500.9182463295302,576.800212843128,554.61658657924,574.2655301180918,507.01291010502166,446.85578598930783,490.4118924720396,582.4839297790343,681.1798954155935,548.2082476789037,446.5971470916925,477.8156105973937,441.34709644023917,607.2322586559397,681.1798954155935,648.4038677305703,525.1372711214523,461.093748295619,362.69958746545353,451.7699250439989,552.5659181311324,525.1372711214523,529.2841872209179,718.570343210052,708.9594158299609,629.7503640142769,535.0604596051556,389.8475038177091,405.37376470533707,332.16974656579583,384.3405403144978,357.5545545952225,469.07873997938367,389.8475038177091,466.523542640579,325.16897349391536,314.19200233450715,314.19200233450715,319.0360941945817,279.75178259497557,220.78097253900728,229.75301403738345,250.27651192656964,370.6197736563062,369.0777946983141,329.1055659422653,423.1463953503912,419.8655712808227,397.04083374349375,420.1080497556825,351.2892698404337,376.8136842180861,486.1251338949812,439.5784913018817,497.5244244143626,572.664843983082,550.5324591709359,487.6615528599041,417.8123543846199,554.9078951406266,384.916294017053,353.1284017788161,363.5597046016669,508.7171895472897,308.6037121536149,450.13937350115646,515.9185931857011,420.00762426135316,460.2564067303559,381.0660629312528
0.64,284.306365228287,355.1117015224028,382.67864415061064,325.16897349391536,314.19200233450715,474.7559312295025,402.68293404246054,451.7699250439989,290.45081541387407,406.94124847319637,429.9874095981941,345.7943857750071,406.7191800367753,389.8475038177091,355.1117015224028,533.4855491824767,382.5747756403677,325.16897349391536,344.9029879865509,349.02890101053674,396.0749591199559,341.68672813226,451.95610962016127,481.26439137479406,351.79056027787937,365.0002464856834,446.80405820978467,464.2877449691249,474.8938824605985,490.497542079687,485.49367257951025,566.6642522711644,548.2082476789037,566.8042203512942,492.72748619003715,438.4751471059236,474.7559312295025,570.1634542744122,643.9560773793427,527.5766335329027,446.5971470916925,469.3007281637752,435.0295196320124,593.0545567334303,650.9562912914264,629.7284626983496,507.34855769053723,451.7699250439989,358.70413251184345,435.336282927105,542.6481218433186,507.01291010502166,515.7934265980542,690.509096444108,698.885378219782,609.0523203684218,525.1372711214523,389.8475038177091,394.09462703510565,325.16897349391536,379.32946082911184,347.45493398124415,456.6113078019616,383.61346074279714,446.80405820978467,319.12099122475826,306.47980766250606,308.25207099833153,306.47980766250606,270.02286168068133,213.2143930654775,227.824395579553,246.59783194133482,360.8529430560675,361.01216432345564,324.488446703208,403.2822595657104,413.27381668894105,384.5006749744101,409.919577770583,345.60981101640954,364.8637346429846,474.214630315828,427.3260050205704,497.5244244143626,540.7543097818817,528.2082012852754,477.28121805122686,413.27381668894105,540.2408598208547,379.66741217845265,343.69035564683736,349.64432930730584,497.5244244143626,300.0617174002617,439.99196205326257,497.760390029736,408.45492519348886,450.15743771431056,368.95546176449204
0.65,281.4441461388449,341.5568441466111,379.32946082911184,313.44546255705717,308.2520709983315,471.29862182329964,394.0121131982369,435.0295196320124,288.212197146785,391.51334756992014,429.7773216801184,341.5568441466111,391.51334756992014,375.0343648359103,353.03598824457566,507.01291010502166,371.00213934597696,312.4003068686272,336.2043595602839,344.8039437878336,387.0418945649484,335.5422682840873,442.6986020093288,467.08249205844237,345.794385775007,364.57980156127,436.40777062157684,459.926446083729,464.2877449691248,477.2828233034218,477.2828233034218,542.6481218433186,519.2973682943285,554.61658657924,479.1951229083538,429.11705998533097,469.07873997938367,544.8721721775526,629.6408574346408,510.89219976866343,442.6986020093288,456.4245394480592,427.1362749009687,583.7522140221567,643.9560773793427,606.9722498398709,491.26838854851366,445.6225108211015,355.1117015224028,428.19269361262855,519.2973682943285,495.2869512431611,512.1852963232108,667.6418714988399,661.9805892557591,597.8741134673643,513.4728176910916,382.5747756403677,383.61346074279714,321.15851994899526,355.1117015224028,341.5568441466111,448.666258272615,375.0909246716077,431.87820086087595,312.4003068686272,302.63510226715783,306.28288951408103,298.4708620070948,265.9944697033413,208.03529202968363,225.8191257630122,241.36316488852052,349.66260466963087,353.1284017788161,318.3155829258124,398.45403147273646,413.27381668894105,369.60147679083,403.07357058195663,343.6903556468373,357.5663832871388,445.7482828441443,419.63014076860156,486.7397014809504,522.7533782522821,510.7211951432607,473.15550106152455,408.290795175802,515.9134178139192,371.0751217371572,332.6335903104417,338.4035956252511,477.28121805122686,283.4384986584179,426.30633952973614,487.1610144934059,391.60511870003046,443.7797494428194,357.5769745661282
0.66,279.4882213347187,336.80024170886077,364.57980156127,302.63510226715783,302.63510226715783,455.30743199108474,388.72526011660483,427.4003795788837,281.4441461388449,381.7959000856663,412.27089094730286,332.3472477088638,385.1714883964413,364.57980156127,341.5568441466111,491.651058469365,363.1696409894077,309.14886539489544,328.6404648032853,337.1974964745787,368.2762824622232,327.8073068890365,429.7773216801184,443.0884565175652,344.8039437878336,357.84194907437774,429.1434704531225,438.89749259626416,450.5284583354454,469.07873997938367,469.07873997938367,542.6481218433186,502.8035524452925,536.8603572310743,469.07873997938367,422.72257816001206,456.4245394480592,542.6481218433186,593.0545567334303,497.5011289947109,441.68497283251156,446.5971470916925,412.27089094730286,567.0141724714892,631.3053574451093,591.9090952625444,481.26439137479406,442.6986020093288,347.2800487557672,412.27089094730286,512.1852963232108,478.56292421271985,501.38957285847073,650.4969455429126,645.6243732199637,570.1634542744122,492.0392350173404,378.31221215131086,379.32946082911184,319.0360941945817,346.68578356346313,334.690262797361,435.0295196320124,364.57980156127,424.9952309738925,302.63510226715783,298.82954270544946,299.21009866162035,295.1040894532775,261.827554361772,208.03529202968363,221.85129263841694,234.6253938820921,340.8000645014847,343.88031932253153,307.8428413461827,389.2594579102618,408.290795175802,356.24613337395283,384.43920546066056,336.5924401936254,351.20514321497717,438.0607641733671,408.78909732711594,468.3748875105133,507.4505291031732,489.5929943523762,457.0504804653484,398.45403147273646,495.1573352412926,360.8529430560675,321.5736913964998,332.6335903104417,468.3748875105133,269.886545106752,414.7639570308594,477.7091957556811,377.50347698690496,437.16792487209534,349.95331624444594
0.67,270.29549482853986,329.04267847761827,358.70413251184345,292.8105643028043,290.45081541387407,436.4176349271736,385.1714883964413,412.27089094730286,273.29445945498526,375.0909246716077,406.7191800367753,330.1487660820343,375.59954901050804,364.57980156127,337.1974964745787,485.2887467506549,355.1117015224028,299.2862098528543,319.29078528511127,331.9922454227278,355.54279324113554,319.0360941945817,419.2857805016887,432.1408107584705,337.7206181952224,345.1010763839855,418.6972876028947,429.7773216801184,438.4751471059236,452.328478772486,462.05194729767044,527.8815538343337,485.9035242372209,516.5720803083371,452.328478772486,409.2174499465125,447.21788044596906,515.4040997429128,588.2818006047386,491.3754505580728,430.4075854343455,438.4751471059236,403.01928787532,551.0920001840548,613.082277307432,572.3376558340507,477.8156105973937,432.1408107584705,344.8039437878336,412.27089094730286,507.63359645120414,471.576107053789,490.66884129498175,644.4993478533585,629.9036732257673,557.7014924673019,485.9035242372209,364.57980156127,369.0940395273491,314.19200233450715,335.7408956669462,328.6404648032853,427.4532005144666,351.6521793926909,406.7191800367753,290.45081541387407,291.0800817842553,292.8105643028043,290.45081541387407,261.827554361772,204.1154558596826,217.17618384072128,231.3117291534481,336.6551779633048,336.4251394744802,294.14471874977176,381.35781122291576,399.0083761658427,342.9046474233097,371.0751217371572,330.46612020760807,342.7946098077035,430.02934824753504,403.07357058195663,453.69070633329386,487.9665173060838,478.34248795247703,442.8750510039813,389.2594579102618,477.28121805122686,357.18398294647415,315.69617157006576,325.87651848766814,457.0504804653484,258.08292437752306,406.16804353049025,471.20580889144,372.78191024768074,427.988414475194,345.416190154714
