YearWeek,WaterYear,WaterWeek,Flow
1926.27,1926,27,3133.6835025504906
1926.28,1926,28,3114.390469752466
1926.29,1926,29,2803.610243615842
1926.3,1926,30,2483.300510759222
1926.31,1926,31,2385.1683921916124
1926.32,1926,32,2403.1867092982325
1926.33,1926,33,2371.4636878881515
1926.34,1926,34,2248.777723865723
1926.35,1926,35,1940.6653543154976
1926.36,1926,36,1637.151564492884
1926.37,1926,37,1295.2405560700515
1926.38,1926,38,1080.731740327695
1926.39,1926,39,873.1165653166885
1926.4,1926,40,680.2297081351454
1926.41,1926,41,549.4650717235019
1926.42,1926,42,476.5605192212449
1926.43,1926,43,424.11687205301223
1926.44,1926,44,384.3737239374112
1926.45,1926,45,343.39970228541875
1926.46,1926,46,307.7712730391499
1926.47,1926,47,286.3505135829087
1926.48,1926,48,265.2609525846714
1926.49,1926,49,245.15262198060617
1926.5,1926,50,226.28828097934885
1926.51,1926,51,209.93701948394022
1926.52,1926,52,199.86792433306118
1926.53,1926,53,193.12284525272025
1927.01,1927,1,185.4494801230255
1927.02,1927,2,185.3016940724513
1927.03,1927,3,188.4152164010502
1927.04,1927,4,186.1364046226683
1927.05,1927,5,204.25637618234305
1927.06,1927,6,240.7093052705115
1927.07,1927,7,250.04883750902573
1927.08,1927,8,256.5917239773387
1927.09,1927,9,271.8303550641164
1927.1,1927,10,272.7508586263785
1927.11,1927,11,319.72994929558547
1927.12,1927,12,413.04566039235317
1927.13,1927,13,450.5242948746544
1927.14,1927,14,507.64423745103846
1927.15,1927,15,589.5031627180298
1927.16,1927,16,621.1609860120374
1927.17,1927,17,682.5550654570305
1927.18,1927,18,731.3143508000768
1927.19,1927,19,767.2235434595793
1927.2,1927,20,810.2027519925348
1927.21,1927,21,894.8655544210375
1927.22,1927,22,1040.2569255530714
1927.23,1927,23,1340.272206014663
1927.24,1927,24,1858.554980022393
1927.25,1927,25,2126.704790746438
1927.26,1927,26,2177.1057422374383
1927.27,1927,27,2200.58670871372
1927.28,1927,28,2162.939328347197
1927.29,1927,29,2172.2237445850606
1927.3,1927,30,2187.8023319473264
1927.31,1927,31,2247.3873139797256
1927.32,1927,32,2212.0142103794574
1927.33,1927,33,2067.225760856883
1927.34,1927,34,1791.7284753521503
1927.35,1927,35,1525.4240258464342
1927.36,1927,36,1288.33360690598
1927.37,1927,37,1103.9989825850741
1927.38,1927,38,909.5529771658247
1927.39,1927,39,691.2345560800103
1927.4,1927,40,547.5745254520759
1927.41,1927,41,464.45509982022133
1927.42,1927,42,409.6277548406652
1927.43,1927,43,371.13419454656787
1927.44,1927,44,335.6469235631017
1927.45,1927,45,309.7490784469736
1927.46,1927,46,288.78799581414995
1927.47,1927,47,267.12203390536575
1927.48,1927,48,250.83444820879262
1927.49,1927,49,240.1656089436869
1927.5,1927,50,229.87295510250897
1927.51,1927,51,241.53902368284596
1927.52,1927,52,261.13749158280524
1927.53,1927,53,256.6659042898368
1928.01,1928,1,259.42735019807003
1928.02,1928,2,260.2824208904376
1928.03,1928,3,249.02141871399812
1928.04,1928,4,230.11125019876616
1928.05,1928,5,236.77149011076588
1928.06,1928,6,233.6600962894406
1928.07,1928,7,250.01011078773283
1928.08,1928,8,268.32327731817975
1928.09,1928,9,302.2216753028269
1928.1,1928,10,312.801210384769
1928.11,1928,11,340.24029583901887
1928.12,1928,12,375.64225659626925
1928.13,1928,13,389.57656844100205
1928.14,1928,14,398.8097661527753
1928.15,1928,15,452.23656195095685
1928.16,1928,16,538.6100865393231
1928.17,1928,17,628.6899660716089
1928.18,1928,18,742.2326121678544
1928.19,1928,19,689.8600564604858
1928.2,1928,20,686.4784286548553
1928.21,1928,21,734.3804319559962
1928.22,1928,22,812.1960671164496
1928.23,1928,23,857.2372223528045
1928.24,1928,24,909.4923371740487
1928.25,1928,25,970.2643069183594
1928.26,1928,26,1053.3304072339627
1928.27,1928,27,1160.4423696393126
1928.28,1928,28,1317.3991538996677
1928.29,1928,29,1466.524497569108
1928.3,1928,30,1554.4641503822354
1928.31,1928,31,1480.977487377722
1928.32,1928,32,1334.4722406252897
1928.33,1928,33,1163.8677383148538
1928.34,1928,34,968.3651112001543
1928.35,1928,35,705.8252249977065
1928.36,1928,36,527.0686927736573
1928.37,1928,37,433.31507548832184
1928.38,1928,38,420.6783211499457
1928.39,1928,39,395.6421702521978
1928.4,1928,40,367.4587107468039
1928.41,1928,41,340.554675693451
1928.42,1928,42,324.8019350629573
1928.43,1928,43,305.88425767334036
1928.44,1928,44,288.6355086074837
1928.45,1928,45,276.0128292476806
1928.46,1928,46,266.9134373067751
1928.47,1928,47,258.2655925260466
1928.48,1928,48,242.27458655299787
1928.49,1928,49,235.67068853807683
1928.5,1928,50,224.64356268508303
1928.51,1928,51,209.05606943238726
1928.52,1928,52,203.7640956260441
1928.53,1928,53,200.7103925487956
1929.01,1929,1,198.22740860837175
1929.02,1929,2,186.91269943259857
1929.03,1929,3,189.21925459637734
1929.04,1929,4,198.29277330334915
1929.05,1929,5,204.34598645302358
1929.06,1929,6,209.09952772911961
1929.07,1929,7,234.09992481609336
1929.08,1929,8,250.41369637150387
1929.09,1929,9,263.82242640578227
1929.1,1929,10,415.01576803362394
1929.11,1929,11,501.3654413016478
1929.12,1929,12,472.3906972513567
1929.13,1929,13,475.1881733451227
1929.14,1929,14,504.48247599205877
1929.15,1929,15,568.9825307715668
1929.16,1929,16,629.6128554540825
1929.17,1929,17,647.8497765625796
1929.18,1929,18,667.7618672124421
1929.19,1929,19,683.8417718977514
1929.2,1929,20,734.9149997908031
1929.21,1929,21,771.562326328135
1929.22,1929,22,846.93965923125
1929.23,1929,23,898.1185092189789
1929.24,1929,24,916.5538782645327
1929.25,1929,25,928.5944755792553
1929.26,1929,26,972.666595102912
1929.27,1929,27,1024.3534555995907
1929.28,1929,28,1044.255203268314
1929.29,1929,29,1100.7850322892973
1929.3,1929,30,1161.6569690971266
1929.31,1929,31,1237.0933503478375
1929.32,1929,32,1525.332915991697
1929.33,1929,33,2047.9500395654572
1929.34,1929,34,2120.787510034388
1929.35,1929,35,1900.0832759424459
1929.36,1929,36,1680.9104214385243
1929.37,1929,37,1433.3688346511747
1929.38,1929,38,1153.23017711147
1929.39,1929,39,995.3879509825123
1929.4,1929,40,916.3895231058765
1929.41,1929,41,670.1018340191047
1929.42,1929,42,532.1174286955692
1929.43,1929,43,491.3470424326971
1929.44,1929,44,465.6546550973233
1929.45,1929,45,434.79964708552325
1929.46,1929,46,402.0089333055359
1929.47,1929,47,378.05326792126476
1929.48,1929,48,349.8859638854286
1929.49,1929,49,322.66539095324606
1929.5,1929,50,288.3188815257749
1929.51,1929,51,273.8832602702641
1929.52,1929,52,266.0244547651283
1929.53,1929,53,258.9286564888063
1930.01,1930,1,257.6356552322523
1930.02,1930,2,244.7710499760207
1930.03,1930,3,239.07834847080238
1930.04,1930,4,230.9172525016088
1930.05,1930,5,221.30845741213403
1930.06,1930,6,207.33712076437297
1930.07,1930,7,215.51286479621368
1930.08,1930,8,228.97310201281792
1930.09,1930,9,251.88070060500425
1930.1,1930,10,288.1313440737066
1930.11,1930,11,370.0408967489351
1930.12,1930,12,380.77350311825074
1930.13,1930,13,398.35481993813835
1930.14,1930,14,455.73668968030114
1930.15,1930,15,485.45690338139093
1930.16,1930,16,509.59306214903864
1930.17,1930,17,576.87764089631
1930.18,1930,18,588.0785346721694
1930.19,1930,19,602.3554167271712
1930.2,1930,20,685.4213775423993
1930.21,1930,21,745.7060340548294
1930.22,1930,22,803.9647621946103
1930.23,1930,23,869.6932296915772
1930.24,1930,24,959.2106156251451
1930.25,1930,25,1109.117794574034
1930.26,1930,26,1577.9068748225816
1930.27,1930,27,2496.0782644940637
1930.28,1930,28,2788.2337368425956
1930.29,1930,29,2979.7196529910393
1930.3,1930,30,3180.4980353440938
1930.31,1930,31,3312.7155213044275
1930.32,1930,32,3080.082318094108
1930.33,1930,33,2698.3290693759686
1930.34,1930,34,2264.969491297413
1930.35,1930,35,1972.3639569824413
1930.36,1930,36,1658.3198850314443
1930.37,1930,37,1430.1370781709593
1930.38,1930,38,1214.1367326719926
1930.39,1930,39,1033.3729527140715
1930.4,1930,40,831.3915248801505
1930.41,1930,41,670.1081421344572
1930.42,1930,42,567.8689722069405
1930.43,1930,43,514.6534507452094
1930.44,1930,44,470.19357832615543
1930.45,1930,45,436.0052080854767
1930.46,1930,46,411.7482341224521
1930.47,1930,47,371.39603480582434
1930.48,1930,48,333.17468214683805
1930.49,1930,49,313.45465368671427
1930.5,1930,50,298.72959846574133
1930.51,1930,51,289.1722554805446
1930.52,1930,52,266.21472403456295
1930.53,1930,53,250.88887595387317
1931.01,1931,1,243.94576021374016
1931.02,1931,2,239.1906603286773
1931.03,1931,3,239.1906603286773
1931.04,1931,4,247.82262280141944
1931.05,1931,5,264.7335164452873
1931.06,1931,6,292.5232450726545
1931.07,1931,7,284.6067133606103
1931.08,1931,8,320.5414437114731
1931.09,1931,9,379.65292215018354
1931.1,1931,10,521.9471139825566
1931.11,1931,11,599.7991584370069
1931.12,1931,12,612.4002379936154
1931.13,1931,13,639.4418018542394
1931.14,1931,14,653.7952268248316
1931.15,1931,15,764.6456112692982
1931.16,1931,16,882.6866293515449
1931.17,1931,17,945.1150074614876
1931.18,1931,18,959.983203336716
1931.19,1931,19,1003.5488247819048
1931.2,1931,20,1054.2110279356273
1931.21,1931,21,1128.7717070073418
1931.22,1931,22,1291.0076688526729
1931.23,1931,23,1835.5416814128512
1931.24,1931,24,2855.5714861707756
1931.25,1931,25,3699.795001583607
1931.26,1931,26,3748.7813952899187
1931.27,1931,27,3558.520460598549
1931.28,1931,28,3287.2185557850494
1931.29,1931,29,2972.239242679966
1931.3,1931,30,2518.063700272024
1931.31,1931,31,2200.5311957082645
1931.32,1931,32,1947.8398429526476
1931.33,1931,33,1726.6473160259677
1931.34,1931,34,1493.2795189734331
1931.35,1931,35,1333.5863800828943
1931.36,1931,36,1195.656317046534
1931.37,1931,37,1084.7679700530712
1931.38,1931,38,906.0185926798224
1931.39,1931,39,746.6482855292469
1931.4,1931,40,635.7078319056402
1931.41,1931,41,560.6245147895618
1931.42,1931,42,501.779470468356
1931.43,1931,43,453.8878273232355
1931.44,1931,44,426.75839435070577
1931.45,1931,45,399.118850474995
1931.46,1931,46,378.5855985903067
1931.47,1931,47,355.2867839507735
1931.48,1931,48,330.9516301048198
1931.49,1931,49,310.0244011774806
1931.5,1931,50,290.9355545089976
1931.51,1931,51,273.6503561164549
1931.52,1931,52,264.6504002078863
1931.53,1931,53,256.6659042898368
1932.01,1932,1,246.44222363676292
1932.02,1932,2,228.89621656684918
1932.03,1932,3,216.1519883048413
1932.04,1932,4,204.92600688931583
1932.05,1932,5,200.71039254879562
1932.06,1932,6,200.71039254879562
1932.07,1932,7,204.94107283858162
1932.08,1932,8,245.64329162814946
1932.09,1932,9,269.9724364583537
1932.1,1932,10,271.77106470090996
1932.11,1932,11,308.3024650039582
1932.12,1932,12,372.8055226924124
1932.13,1932,13,424.84800298599356
1932.14,1932,14,489.41796449442035
1932.15,1932,15,577.4308600332973
1932.16,1932,16,664.3062992735925
1932.17,1932,17,719.8294932338611
1932.18,1932,18,716.0497690924469
1932.19,1932,19,753.4641488446977
1932.2,1932,20,796.123457410712
1932.21,1932,21,880.3435554580379
1932.22,1932,22,946.4144021966606
1932.23,1932,23,1014.4271377260573
1932.24,1932,24,1114.7936747396516
1932.25,1932,25,1218.0900522522404
1932.26,1932,26,1376.8756147290483
1932.27,1932,27,1516.1129112542662
1932.28,1932,28,1550.736654057711
1932.29,1932,29,1467.2022203217198
1932.3,1932,30,1365.335136435518
1932.31,1932,31,1210.1557107523029
1932.32,1932,32,1105.6855690706238
1932.33,1932,33,983.2239854978403
1932.34,1932,34,852.5760788904314
1932.35,1932,35,687.439255589263
1932.36,1932,36,545.2405948593494
1932.37,1932,37,462.36397011727007
1932.38,1932,38,427.57889176284465
1932.39,1932,39,401.3347214545832
1932.4,1932,40,375.3963895213152
1932.41,1932,41,341.70632181570807
1932.42,1932,42,323.1258701753119
1932.43,1932,43,304.1782633404292
1932.44,1932,44,288.0987617344228
1932.45,1932,45,268.88218394642297
1932.46,1932,46,245.5589024523429
1932.47,1932,47,229.7836063572979
1932.48,1932,48,222.10261899734104
1932.49,1932,49,209.25754521137972
1932.5,1932,50,205.58570127681267
1932.51,1932,51,200.45277787452164
1932.52,1932,52,194.80103779373044
1932.53,1932,53,186.6118002217732
1933.01,1933,1,184.7853942006903
1933.02,1933,2,173.36233181430825
1933.03,1933,3,165.76911461301214
1933.04,1933,4,163.7153099624306
1933.05,1933,5,177.33296307056008
1933.06,1933,6,192.96860478027003
1933.07,1933,7,212.59472159644181
1933.08,1933,8,231.16685298591113
1933.09,1933,9,260.8974451956386
1933.1,1933,10,321.46261582382715
1933.11,1933,11,379.2160534094242
1933.12,1933,12,438.0807351724655
1933.13,1933,13,492.6271592275346
1933.14,1933,14,562.1242841219522
1933.15,1933,15,621.9355438346367
1933.16,1933,16,673.8836275790512
1933.17,1933,17,730.7702756881862
1933.18,1933,18,774.8920631127967
1933.19,1933,19,809.1587934651271
1933.2,1933,20,849.5784255893457
1933.21,1933,21,995.2202218785442
1933.22,1933,22,1426.2020908474583
1933.23,1933,23,2187.3874394160675
1933.24,1933,24,3141.6814539259954
1933.25,1933,25,4740.576105578307
1933.26,1933,26,5527.665153551262
1933.27,1933,27,4981.407818208151
1933.28,1933,28,4310.895128871797
1933.29,1933,29,3766.775348075005
1933.3,1933,30,3289.7023280004346
1933.31,1933,31,2918.565064542585
1933.32,1933,32,2634.678296046819
1933.33,1933,33,2280.9954962777047
1933.34,1933,34,2015.4559097937777
1933.35,1933,35,1794.4738540568767
1933.36,1933,36,1472.5519902207418
1933.37,1933,37,1206.6954498096568
1933.38,1933,38,1023.7369032738382
1933.39,1933,39,876.9115091099109
1933.4,1933,40,668.943888214803
1933.41,1933,41,553.6739522493443
1933.42,1933,42,489.48813369760825
1933.43,1933,43,444.0769293026302
1933.44,1933,44,419.9551525605548
1933.45,1933,45,395.26026398311217
1933.46,1933,46,358.1778983605719
1933.47,1933,47,328.5073188155722
1933.48,1933,48,310.54451582978555
1933.49,1933,49,286.57602421048256
1933.5,1933,50,266.8137842693915
1933.51,1933,51,257.1336157841103
1933.52,1933,52,248.41605347546246
1933.53,1933,53,239.19066032867732
1934.01,1934,1,228.89621656684918
1934.02,1934,2,208.21599274074927
1934.03,1934,3,191.8271973319101
1934.04,1934,4,188.5324652870197
1934.05,1934,5,212.08318050996473
1934.06,1934,6,231.840531630831
1934.07,1934,7,257.1803144307056
1934.08,1934,8,283.7942486485812
1934.09,1934,9,386.4956845266997
1934.1,1934,10,431.75190176289317
1934.11,1934,11,455.9770689975577
1934.12,1934,12,484.8163779587566
1934.13,1934,13,534.5394714356155
1934.14,1934,14,573.3343782804508
1934.15,1934,15,615.5171591265836
1934.16,1934,16,698.88417454433
1934.17,1934,17,767.398172292539
1934.18,1934,18,855.8430524400685
1934.19,1934,19,935.3812867893118
1934.2,1934,20,1054.785893105971
1934.21,1934,21,1256.6553627870599
1934.22,1934,22,1634.3745357656019
1934.23,1934,23,2169.960801473929
1934.24,1934,24,2861.216082998642
1934.25,1934,25,3069.0431154620496
1934.26,1934,26,2903.547227464935
1934.27,1934,27,2736.8603284393057
1934.28,1934,28,2497.1663647955497
1934.29,1934,29,2162.6043707689596
1934.3,1934,30,2007.8748020535375
1934.31,1934,31,1916.5300893108276
1934.32,1934,32,1768.9799435634238
1934.33,1934,33,1658.7408481738141
1934.34,1934,34,1561.0822864011025
1934.35,1934,35,1425.1647789394603
1934.36,1934,36,1130.0363652273738
1934.37,1934,37,991.3421450821803
1934.38,1934,38,863.3801021850179
1934.39,1934,39,692.9908415602913
1934.4,1934,40,590.2443814810459
1934.41,1934,41,533.0947414875858
1934.42,1934,42,468.1043366518333
1934.43,1934,43,422.9226015606499
1934.44,1934,44,399.7793958803621
1934.45,1934,45,379.1179292593486
1934.46,1934,46,352.907095548591
1934.47,1934,47,332.5244370736278
1934.48,1934,48,312.98848746216174
1934.49,1934,49,294.2672144679109
1934.5,1934,50,278.8658948269431
1934.51,1934,51,266.9134373067751
1934.52,1934,52,258.9120931543236
1934.53,1934,53,256.6659042898368
1935.01,1935,1,247.26751339904345
1935.02,1935,2,237.267646312219
1935.03,1935,3,224.7204481310518
1935.04,1935,4,210.7253854415066
1935.05,1935,5,202.59567812638585
1935.06,1935,6,194.09758044509937
1935.07,1935,7,221.411355082286
1935.08,1935,8,227.33827726476255
1935.09,1935,9,240.0982353264121
1935.1,1935,10,293.40123755366045
1935.11,1935,11,337.93370132098755
1935.12,1935,12,378.45345784116665
1935.13,1935,13,409.4154394149538
1935.14,1935,14,449.5357109917099
1935.15,1935,15,500.6169903327618
1935.16,1935,16,548.3600233854107
1935.17,1935,17,591.2185545786767
1935.18,1935,18,692.3700983269772
1935.19,1935,19,752.4744687840348
1935.2,1935,20,799.9781319467804
1935.21,1935,21,874.7012448491854
1935.22,1935,22,987.3359552176425
1935.23,1935,23,1110.1749711775306
1935.24,1935,24,1235.311742669954
1935.25,1935,25,1438.0976201959106
1935.26,1935,26,1753.4840267473562
1935.27,1935,27,2194.522190094091
1935.28,1935,28,2383.2994303607134
1935.29,1935,29,2377.658017547029
1935.3,1935,30,2433.616926460486
1935.31,1935,31,2473.5063040395803
1935.32,1935,32,2296.4042604419774
1935.33,1935,33,2035.0449502293704
1935.34,1935,34,1850.4836572353997
1935.35,1935,35,1513.1937145134282
1935.36,1935,36,1201.418708637515
1935.37,1935,37,917.841526899545
1935.38,1935,38,733.1936726833743
1935.39,1935,39,589.2703371533569
1935.4,1935,40,521.8821328767353
1935.41,1935,41,460.91013330495485
1935.42,1935,42,415.456554298664
1935.43,1935,43,385.2148794961019
1935.44,1935,44,361.1990300237343
1935.45,1935,45,338.2482841375591
1935.46,1935,46,315.0672550208959
1935.47,1935,47,287.13801855150996
1935.48,1935,48,265.25938992835285
1935.49,1935,49,257.6356552322523
1935.5,1935,50,242.27458655299787
1935.51,1935,51,232.4767729897926
1935.52,1935,52,222.69941219629214
1935.53,1935,53,219.11865300258552
1936.01,1936,1,209.42804943632788
1936.02,1936,2,208.3415545159226
1936.03,1936,3,207.0860123264856
1936.04,1936,4,207.0860123264856
1936.05,1936,5,208.26095030298333
1936.06,1936,6,212.74768856090807
1936.07,1936,7,236.23939670382066
1936.08,1936,8,252.84211165639152
1936.09,1936,9,268.3225558939994
1936.1,1936,10,303.67021742715434
1936.11,1936,11,331.0959145881039
1936.12,1936,12,365.38867308639686
1936.13,1936,13,395.9701774900788
1936.14,1936,14,477.65919164016475
1936.15,1936,15,551.0850644427155
1936.16,1936,16,620.4635054643378
1936.17,1936,17,717.8500935878102
1936.18,1936,18,861.6891549225805
1936.19,1936,19,1139.7552331570491
1936.2,1936,20,1566.0577066522453
1936.21,1936,21,2513.144473315619
1936.22,1936,22,3115.6197454286885
1936.23,1936,23,2997.576442543134
1936.24,1936,24,2852.191421516185
1936.25,1936,25,3138.4049211891083
1936.26,1936,26,3535.6860201777667
1936.27,1936,27,3527.57573373993
1936.28,1936,28,3192.049380684349
1936.29,1936,29,2757.7695291228997
1936.3,1936,30,2528.9651633852336
1936.31,1936,31,2478.106093707083
1936.32,1936,32,2427.5809168643855
1936.33,1936,33,2377.658017547029
1936.34,1936,34,2356.2846914558427
1936.35,1936,35,2149.3041808181056
1936.36,1936,36,1787.7850096397076
1936.37,1936,37,1440.7021359873163
1936.38,1936,38,1223.1756784624308
1936.39,1936,39,1017.3461436809256
1936.4,1936,40,849.4119820155875
1936.41,1936,41,670.4902076504685
1936.42,1936,42,592.0532316618194
1936.43,1936,43,528.6817213029846
1936.44,1936,44,482.0381274411737
1936.45,1936,45,445.43352246641615
1936.46,1936,46,414.137689733726
1936.47,1936,47,386.25733117055455
1936.48,1936,48,351.059047290854
1936.49,1936,49,326.20092725968027
1936.5,1936,50,303.9761257274286
1936.51,1936,51,284.78265808044534
1936.52,1936,52,268.87066315974806
1936.53,1936,53,267.29834313792384
1937.01,1937,1,260.4168910157019
1937.02,1937,2,251.4351504828085
1937.03,1937,3,239.1906603286773
1937.04,1937,4,238.62234498075765
1937.05,1937,5,228.49647412088936
1937.06,1937,6,261.63573810030283
1937.07,1937,7,264.7004833001096
1937.08,1937,8,268.4524204940341
1937.09,1937,9,316.6684168850428
1937.1,1937,10,379.58669998070206
1937.11,1937,11,416.4605722726575
1937.12,1937,12,451.32258189196506
1937.13,1937,13,494.76595525635145
1937.14,1937,14,547.1679486153537
1937.15,1937,15,590.136205868919
1937.16,1937,16,646.1460239081877
1937.17,1937,17,707.0855544337172
1937.18,1937,18,762.8585445100482
1937.19,1937,19,819.9224089158221
1937.2,1937,20,888.3215003957732
1937.21,1937,21,949.3592264994911
1937.22,1937,22,1013.4753812608454
1937.23,1937,23,1100.4200256868426
1937.24,1937,24,1156.6421541991115
1937.25,1937,25,1242.1974520355775
1937.26,1937,26,1615.0375911933945
1937.27,1937,27,2762.162503297819
1937.28,1937,28,3157.092346957893
1937.29,1937,29,2892.356918668761
1937.3,1937,30,2379.3052467854136
1937.31,1937,31,2145.5415627177867
1937.32,1937,32,1845.156240981529
1937.33,1937,33,1641.1145619121307
1937.34,1937,34,1425.3504263560542
1937.35,1937,35,1245.835415226727
1937.36,1937,36,1097.2451110930942
1937.37,1937,37,908.1147200267166
1937.38,1937,38,741.6806205345875
1937.39,1937,39,577.9103114266217
1937.4,1937,40,509.08730005224226
1937.41,1937,41,454.23039074780996
1937.42,1937,42,427.8707779295345
1937.43,1937,43,397.08315635454267
1937.44,1937,44,365.9145283521705
1937.45,1937,45,351.2689876168234
1937.46,1937,46,331.4098898785854
1937.47,1937,47,311.60998335854754
1937.48,1937,48,288.74488787207787
1937.49,1937,49,271.2346762694147
1937.5,1937,50,263.0901148809102
1937.51,1937,51,256.6659042898368
1937.52,1937,52,248.96004937906937
1937.53,1937,53,241.2674784651616
1938.01,1938,1,232.54519086170924
1938.02,1938,2,224.1236549321007
1938.03,1938,3,228.98099233209626
1938.04,1938,4,220.3122394004877
1938.05,1938,5,234.03629347797641
1938.06,1938,6,242.86281753739812
1938.07,1938,7,258.9286564888063
1938.08,1938,8,309.41559562351307
1938.09,1938,9,318.39001846808463
1938.1,1938,10,348.9161416673225
1938.11,1938,11,434.9966117311006
1938.12,1938,12,499.98594808332933
1938.13,1938,13,555.7477528366182
1938.14,1938,14,590.0715526368234
1938.15,1938,15,685.6011953287701
1938.16,1938,16,724.7815598998707
1938.17,1938,17,818.1721189065922
1938.18,1938,18,893.963854910661
1938.19,1938,19,994.7639364320112
1938.2,1938,20,1065.3641548790172
1938.21,1938,21,1280.2237213503504
1938.22,1938,22,1866.9522910809646
1938.23,1938,23,2735.54875953427
1938.24,1938,24,2766.3977518767456
1938.25,1938,25,2769.280263670994
1938.26,1938,26,2569.9390260806476
