,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0.26,1390.1695574941325,1328.134831475042,1500.4058125974036,1212.0021042234525,763.6716856876753,977.2600169191287,1108.4237418224527,1243.4126015318773,839.0551764050799,1512.4555035926942,1425.9079871599547,1087.097679179529,2323.2940214073205,1041.6767549490298,1090.449245353106,1673.01547180817,1322.2800782941279,869.3580996460616,940.1271517137382,1555.625083079352,1182.268599963048,1013.6162366701094,1569.566645086851,2357.6127985174157,567.376657426708,2131.808164565068,2012.5681052514533,2355.3338836371804,2096.051817732119,1423.9724465673376,2179.2525659043713,3331.3618795682937,1395.964597097869,2748.5831499498595,1199.7694668641388,1318.9715558132107,1759.7489423522313,2585.193703004592,3362.388012853098,1386.1660185501696,1281.01149267792,1503.018468277649,1242.8871543274483,3326.7283945539984,2627.4269206521462,2100.768780344257,1478.2129704268314,1012.388165224614,800.5179310203087,2048.6901994227055,2661.9090611991214,2320.562354092832,1897.252909492653,2585.36056663104,1986.3401228719486,2252.94942663694,1465.2934771060804,776.6340951849378,877.955265790124,866.3665503675908,1013.6162366701094,925.6306547169974,1018.8790736396327,1087.097679179529,2368.7580122141826,836.8761499139266,1160.715297908586,700.4402069369013,1093.8412004235563,772.9496704137617,492.43279217112877,486.0339798173171,805.4782183182401,1853.9515588272197,1796.8304359787346,982.9675729087244,2120.8426630499193,1201.49661697199,1521.255638961447,2048.5544387565587,1033.4064194835364,1446.6384839228235,2483.6113195269245,2272.8274624250266,2078.374332158546,2679.659458489741,3128.814245872609,1954.197867337714,2613.9308924442903,2112.2676747357636,1144.080003537401,1616.2499150928054,1510.5693530690496,2976.684425477444,759.3331453532179,2046.9625714485248,2381.3603697783,1564.5345934872466
0.27,1377.322147570461,1246.6703741993356,1496.804049429479,1169.318442461588,751.1971581695099,955.150592161086,1053.477690331766,1210.5451932047783,787.9308785211737,1431.823138315109,1338.9040447617017,1024.4571390957967,2238.287865618437,1030.4184663774429,1085.8086152666144,1505.2131131983942,1279.4833372799076,841.2342028962327,905.5277897037649,1485.3134655716271,1140.4374725252057,995.6407772993657,1517.2478176984139,2202.182193441711,543.2750910957382,2037.0173645415769,1863.5170635570153,2217.9780802124587,1939.0697864439292,1371.7229798740213,2133.2350580567554,3039.986532042196,1306.180086680522,2585.4529644575136,1158.6216374514245,1259.3554366560547,1655.3972712150414,2415.913084168593,3197.346198665176,1365.3272382178486,1221.034952539229,1414.6297983034422,1194.3579835770493,3136.7040222108435,2470.144598144385,2004.9850399898885,1414.6297983034422,995.6407772993657,800.5179310203087,1966.1351975639632,2549.2628477944536,2178.0828112490685,1787.2462106906569,2461.23834185419,1883.8163868092165,2222.822287316489,1434.0918404196534,770.7734226653865,877.955265790124,839.599933027868,974.442805169739,900.7722713547246,1000.2639792872454,1073.309205406048,2263.0908465866933,804.6729181395469,1117.9595850490366,690.6287826936523,1052.3185802191279,747.8339448556173,478.505711214652,479.38881903020905,783.7841487618733,1763.6942727672556,1665.0403258113074,949.5267046587345,2020.094266555227,1139.7460582503086,1441.4197595471383,1957.8263673758254,999.506162932576,1374.5021886974318,2396.013598591163,2179.8845448362486,2004.026517201466,2557.6005073405186,2984.059126118528,1930.1080097741838,2469.6923891636225,2090.353526557968,1120.185097263404,1494.6250387656805,1470.9043891270242,2863.190790793953,757.7310562657906,1766.194581363926,2251.5413753720327,1480.362342192992
0.28,1341.6455908541245,1200.6315249713898,1472.9651816414466,1103.0598300074992,739.1856820484668,955.150592161086,1013.83058931684,1181.4213394423466,786.5647251529043,1327.26776770095,1211.710722019717,991.9646252233185,2104.175944132309,1007.1661334908948,1054.52111146927,1437.161753601299,1248.1416263717365,789.4266220373074,877.955265790124,1412.902288373045,1112.0940833583677,977.2600169191287,1474.1313569270874,2111.434410277755,531.3772249297222,1884.2401036225485,1741.872355081559,2134.840418224785,1788.482070404461,1280.8202489546136,2082.682782545041,2878.854292488856,1226.5361314663903,2421.396734541198,1136.7853917445277,1208.3900479366505,1595.5250274119228,2299.270058446834,3031.21015082671,1308.6747392688594,1180.3745531480997,1326.6834438362337,1149.9277212228212,2966.4629499602756,2298.7720225342136,1924.293433626299,1377.322147570461,977.2600169191287,800.5179310203087,1851.754017878263,2430.4576353999482,2073.5496989443486,1697.1930244746482,2356.755474386893,1831.6933538389774,2222.822287316489,1401.3122091655723,751.563635679598,864.5221936900263,814.8479176754834,947.9134202370973,877.955265790124,962.6630315983274,1053.477690331766,2162.9438256819403,789.4266220373074,1081.606567562748,671.7809281930273,984.4609579388564,729.4554071136108,467.5090847470094,466.2394905403457,773.5352092678302,1617.7529088276808,1554.3534594896953,928.5534081495675,1890.6287452542297,1102.2795776465807,1360.8825812239895,1856.6245178369632,967.0869179908003,1301.703652248115,2303.015727161377,2110.2576130035654,1927.2283522478594,2423.3662516611444,2855.769738559192,1884.2454660150884,2330.7011678357912,2067.285590230825,1090.1390809866264,1361.3745015023296,1420.6269444627796,2737.2131327967336,743.1442960337567,1609.6332032747262,2139.946231593336,1407.5996750914537
0.29,1261.9319791713317,1141.1681539034016,1442.313958899226,1035.8337646034106,726.5834105809247,919.67380976491,971.62559342035,1148.213834401648,763.6716856876753,1237.28184190289,1149.9279407217598,948.9989960256954,1945.6900036516759,977.2600169191287,1002.0618911714212,1377.3221475704609,1199.7694668641388,763.6716856876753,821.6042165397483,1330.5363886855766,1046.3033411736171,977.2600169191287,1413.1378417873198,1963.0139444845686,520.6838335612799,1764.0579869308806,1613.4579008722965,2043.8671772420955,1643.8432057354403,1242.8871543274483,2008.7064327251992,2677.026959650853,1186.2242150464458,2274.7345737980963,1126.3820015157125,1164.5976806961655,1507.6631894869736,2215.062860308623,2880.776708123999,1263.3284086833005,1138.8396871836592,1250.6269235529928,1126.0420755521154,2852.4285524328156,2157.656328701227,1839.4571696948228,1289.2134821099216,962.2644512057498,769.3751458664708,1731.0637781770888,2331.690559481661,1928.9182400911377,1602.7743541353884,2298.041829622588,1745.603604174498,2214.014638036434,1377.322147570461,730.6971738759701,848.090348494,788.6577060330146,898.4080553732088,836.8761499139267,941.1004352791579,1035.0387287962403,2065.067987494756,773.5352092678302,993.479094580225,667.7618672124413,961.3937285269536,697.586869902925,441.96648383669736,462.13665888134284,773.5352092678302,1461.8613188240479,1371.4150275464494,902.6923672187575,1758.2083310947862,1026.7788283245488,1282.7028090137974,1758.2401327496978,935.6587133211538,1253.9645284287453,2220.052354473743,2048.333405025436,1810.3483817336964,2321.867333007553,2703.9161795476534,1832.526954566631,2217.0018028810823,2018.806392366931,1049.979433589895,1280.2620244667337,1364.8104985195364,2611.680527624072,742.234113200831,1508.9956164318837,2063.9709247270985,1310.96455062837
0.3,1228.7491541059394,1075.9807921165511,1377.322147570461,1004.3869674731702,715.8477772314176,916.553878264532,933.3268268703749,1129.9974214578938,751.1971581695099,1158.0376838637385,1116.6844759858477,911.965518107573,1782.2433373227507,955.150592161086,995.6407772993657,1309.2374057539305,1152.0557968432777,737.8743078511458,788.0826733398703,1272.493538657758,995.6407772993657,977.2600169191287,1348.8665928386672,1841.798721966361,500.82074757944724,1656.781279789529,1539.7971474546114,1872.541253196755,1497.8331246203145,1186.5978498257864,1894.909986356459,2440.879112028712,1114.9796340407288,2120.4027143124736,1117.9595850490366,1117.9595850490366,1437.161753601299,2143.3583276949166,2755.317714309306,1226.9317287487274,1099.609587059322,1207.0751850731854,1096.1211265699285,2661.934506537498,2030.2258229007496,1755.4993750808515,1247.0907319628789,955.150592161086,748.794862945301,1620.3569853893769,2242.4768830522953,1781.7657841764767,1503.6390261319702,2178.324576112397,1678.7927378968955,2192.9407763107606,1311.1680432345063,724.4362839110231,841.7184310053779,773.5352092678302,882.9657604656668,800.5179310203087,923.6446316744818,1030.4184663774429,1945.2090530700095,755.7781270456113,945.4802113235473,648.3065373349947,945.4802113235473,657.9047441483102,428.00315558373023,446.7145599099478,762.9962218425339,1343.25533502799,1251.9482973501024,846.6750263238312,1642.5131347440358,964.8462397157741,1243.5046659293164,1631.2574691792215,910.2855310040997,1182.783160369286,2159.2643769584283,1984.9970344560209,1688.822277308012,2211.9965336727273,2585.4070244270097,1743.3914162108447,2145.985680177984,1963.40000269839,1013.7186052180156,1198.7934946897046,1285.560626386722,2549.1565110051697,733.8677419640093,1425.473956306411,1965.9238376140584,1250.0819694038048
0.31,1212.8762508346558,1018.1385134485554,1302.9705009514466,954.0650163724877,701.1912662189361,916.553878264532,901.8290532100667,1102.4057436657379,739.1856820484668,1099.3969464936358,1085.8086152666144,863.042765015449,1631.336499435397,935.7473756693485,985.0912173467889,1276.632467527565,1117.9595850490366,717.5654785673385,763.6716856876753,1210.5015870411446,958.6881001223721,977.2600169191287,1253.156300117043,1731.8190950457608,482.30642890754217,1544.1859607424512,1452.778473327773,1730.959608165592,1392.5406990058511,1138.0886170129277,1823.8292490669169,2283.8074404724753,1038.60856256709,2034.8265886792167,1111.5840397330924,1073.928352384952,1360.1712973795395,2082.682782545041,2607.097323468774,1198.9577443710753,1055.5645326067736,1179.8333969152575,1055.5645326067736,2568.0300930977774,1905.091526091761,1687.5041382414565,1210.300998688429,916.5538782645322,739.1856820484668,1569.566645086851,2101.7983824128423,1619.516204244594,1425.216703111064,2101.7983824128423,1594.951357427351,2172.042242587941,1283.7282133854974,694.5030130288328,824.0477258796163,749.3954367513534,866.6714852260415,778.2229959798121,908.8454332008408,990.5037199835037,1797.7998683019475,751.930113189686,901.3113870358198,630.5445839889941,928.88486760367,626.1437153766765,421.2757982838417,428.2562645900171,755.8882570075261,1257.1946996293095,1203.332815618523,837.3198580283488,1529.9565070076846,931.353775648718,1204.7137160081847,1546.049533574961,888.7323884807021,1145.4627825230616,2051.6023522168607,1952.7023787998614,1581.7434658824336,2132.3393271297546,2438.5299561547013,1687.3289110951685,2032.4955949586188,1951.4327477601264,986.2065317567984,1135.6838746060982,1255.3044930038786,2440.3597822765782,731.9869984918455,1345.99323598809,1867.664608336698,1212.3619389398777
0.32,1194.3579835770493,972.4305110630328,1252.034154321274,923.6446316744818,697.0475247037194,912.1490525138516,877.955265790124,1085.8086152666144,726.5834105809247,1032.8210028352175,1025.8038868758536,839.3530734781737,1504.9274289210075,904.2068123845872,955.150592161086,1200.509247539943,1081.606567562748,697.0475247037194,734.3826949584177,1164.5389177099207,923.1097699880063,977.2600169191287,1197.171954886336,1608.858511194243,482.30642890754217,1463.2755616508834,1327.1999643737668,1631.4001083420212,1327.1999643737668,1098.6992543957574,1725.2535958304904,2149.8574190614218,1001.3978358666538,1910.125104009057,1085.8086152666144,1008.5295299790225,1272.7731306026444,2006.2864321240108,2465.5028680023615,1158.55703068946,1021.7639218240852,1145.1215915396979,1009.6636269287606,2472.5177327953043,1765.1231197051561,1595.868360688039,1179.8333969152575,877.955265790124,734.3826949584177,1500.4058125974036,1881.7607163004304,1515.6966789788837,1327.1999643737668,1995.3018868615727,1519.0350665625933,2116.342893769809,1210.4056534811502,679.0415809418461,810.4527818634797,731.1807035650517,840.0236326233701,763.6716856876753,899.637447683597,935.7473756693485,1656.4172146759074,732.6288110618622,829.1854039516754,621.071276859417,916.553878264532,595.8641256550474,404.8431813635809,423.9534114831411,751.1971581695099,1155.8488952645653,1135.7048915289988,837.3198580283488,1341.0223033005193,905.956231875654,1173.4967045377548,1456.9647142757913,876.2608651459434,1091.3192293587322,1967.873922660512,1925.9985546480507,1519.0868202607153,2033.1121599762773,2334.364265075046,1616.0260177209288,1919.7089203657467,1816.8416764090907,969.3746051434293,1042.6730544067302,1216.8526006260518,2285.6435004399445,718.4723511896922,1268.5686605677183,1739.6613648958637,1191.8833395632532
0.33,1179.8333969152575,935.7473756693485,1208.9962832172503,877.955265790124,687.2631163780694,900.7722713547246,852.525353546042,1053.477690331766,726.5834105809247,994.1336973061408,1005.3834917978533,808.0961477254816,1464.2122905549106,882.3645011046018,900.7722713547246,1174.9507014630465,1028.6641873876022,665.4272276271481,726.5834105809247,1131.2012050987805,896.554979984304,977.2600169191287,1146.6921913062376,1529.7552855897254,482.30642890754217,1350.6409993865911,1245.3783476141105,1585.9479244323386,1245.3783476141105,1053.477690331766,1658.1652883640172,1969.5652107495282,954.2821315302075,1765.8360260567372,1064.9553228443106,970.1201871426501,1223.3660101691078,1921.1400609298728,2370.2469347927213,1131.8527855878895,1001.2913575067747,1085.8086152666144,1001.2913575067747,2357.736390302616,1653.6154274541632,1532.8031276113961,1141.3504927203755,854.6593358595118,699.5920363786059,1437.4687449194637,1814.7657244362977,1425.7180799539415,1248.1416263717365,1916.1473024081984,1450.5360773787993,2054.8508622766344,1186.5978498257864,671.2986408753571,788.234468158567,711.0267248296088,821.6042165397483,732.6288110618622,882.3645011046018,907.3876895668992,1506.7923042602254,732.2148888077425,776.6340951849377,612.617015667972,907.3771579506144,577.7434675174974,392.32391027400666,421.1943408360317,751.1971581695099,1059.278461641196,1056.0221345460488,837.3198580283488,1268.1171834007002,868.9062798752734,1140.342694444692,1368.6179482322818,835.8719973036107,1035.8790454365871,1875.258605911696,1841.5035555735626,1472.8894624488648,1951.4327477601266,2225.9820583303467,1509.592930546301,1766.5057462711454,1705.5869167830579,948.1147043034393,971.4863163612407,1192.9125819846704,2191.9754568393096,695.5749118121587,1183.2802430322245,1638.9191211559692,1111.5989913735953
0.34,1160.715297908586,902.7630528671249,1165.3036416701857,842.323716141809,668.7264418477816,879.1577845122539,816.0503571739398,1011.8205530796441,718.4243292352985,933.6618562414852,977.2600169191287,786.5647251529043,1347.8502094134851,845.7442815777449,879.1577845122539,1147.327227684349,1002.0618911714212,621.3248987852794,700.4402069369013,1051.171767936332,860.250359042857,977.2600169191287,1113.1141706089186,1449.1128014769495,482.30642890754217,1206.7245918021688,1184.6180537029875,1534.705688204195,1184.6180537029875,1053.477690331766,1560.3419695120356,1818.8964926185777,911.2813516443413,1660.241301225748,1008.0743129228456,934.5371012698608,1194.3579835770493,1807.449400795882,2257.5799990850433,1102.6237724463247,971.0105218184488,1042.594342977276,969.6132993136426,2211.1426586235684,1544.2317835747604,1479.834595912719,1115.1355505609201,854.6593358595118,671.7809281930273,1420.4345753635848,1706.2317076603053,1293.5362072315108,1225.9866675629773,1773.791726414342,1384.6261958794144,1973.0781753927315,1137.6984119396968,643.2537626567773,779.0174463772489,688.3842348466451,821.6042165397483,726.5834105809247,864.5221936900263,900.7722713547246,1421.3555493180781,726.5834105809247,773.5352092678302,602.5290090549398,889.1677798805612,559.8981151808364,386.2738414141663,421.1116600603397,739.1856820484668,990.3478206629519,991.506408257538,815.1237373332771,1214.5461564487307,828.9408342253967,1096.2725932441074,1265.8502215382541,792.8803191826835,1032.1424025149652,1719.174530675535,1763.12555457513,1397.7023034690483,1820.3564852011114,2153.9641970254384,1431.8602948133428,1609.5737655428936,1621.502559023048,915.1801987957098,916.4766772821708,1136.5012237424207,2123.8756753858725,676.5297430373221,1126.5148435571675,1552.960754448192,1074.3502082250468
0.35000000000000003,1160.715297908586,855.8849167253113,1136.328881646943,805.789502400168,663.8190179867886,854.6593358595119,795.6956227668295,1006.7120437749194,700.4402069369013,899.8265849621182,952.2557233914903,776.7925882390983,1266.946652916638,830.7673765642548,836.8761499139267,1127.963129009183,995.6407772993657,592.2327021454171,681.7429121851974,998.4085939182538,836.8761499139267,977.2600169191287,1061.1313270886242,1336.0405956132095,482.30642890754217,1128.9811630077797,1123.0130349290419,1502.2201568197959,1142.0352578667525,1024.570869744639,1484.4592619922628,1707.984328793061,872.5820369500846,1572.471106053232,980.7530731811447,904.7176730821759,1147.327227684349,1766.7314859959226,2143.3583276949166,1085.8086152666144,943.0470024099973,1012.164502387228,947.3893055643903,2151.4821919030464,1446.8387767553477,1400.3264815660987,1078.0933509801944,854.6593358595118,667.7618672124413,1321.6038622301587,1608.8930558455872,1247.2847504783253,1166.830929222893,1683.4305970646826,1332.038000262317,1832.0650231573945,1075.5721223578748,641.6581496004989,769.589799835768,670.5817956447922,816.9877104784301,684.6471732847251,840.5078607325149,898.9991093685877,1321.6038622301587,715.8477772314176,735.1831928067588,588.3152421752268,877.955265790124,546.4378445181867,375.7199559395158,418.5545619886844,709.6847491136105,917.6456156606737,941.9691984449535,761.2168086961897,1152.5890054061524,797.4178882779395,1055.1291293565355,1179.9198817793945,772.4149471656614,1019.4537710127001,1574.355054568929,1716.096230970024,1330.2996847556933,1674.2935769843225,2095.0140075057743,1352.5291501269992,1503.6984863597718,1529.9565070076846,883.0497130881001,890.7235212303226,1123.0042835498905,1966.0183955389166,643.7405628322741,1093.5051045522177,1473.1821323655363,1035.1356381755147
0.36,1153.2379391330098,787.9890377785449,1098.0155469224371,787.7031862931287,584.3654755726235,820.7607651189709,776.5101397482536,995.6407772993657,688.3842348466451,854.6593358595118,916.1868094519755,751.1971581695099,1208.2729179456746,813.7453638147923,836.2652725789596,1126.3820015157125,976.6253653834418,578.4808334915925,641.037572231546,955.150592161086,800.0357001949609,961.144003072319,982.8489069383546,1254.051377145887,478.35089278074065,1015.4359775546138,1079.7438540120881,1469.0121468787404,1111.5840397330924,1006.7120437749194,1415.477861530261,1570.3119829634747,842.6868872236682,1499.891275001986,954.8611052841266,890.2269395399748,1102.2016995097092,1622.9435152206904,2061.9012739201216,1053.477690331766,923.3610015380839,976.8575580977875,923.3610015380839,2023.434281259923,1383.4616769032302,1354.8344238787881,1034.2691586362082,854.6593358595117,647.6271241560653,1242.1762402900113,1500.4058125974036,1191.7950388845861,1102.2016995097092,1622.9435152206904,1264.8092554890545,1714.2847614748116,1012.1611203666262,626.1437153766765,755.7781270456113,645.6471822411963,814.2965068478957,657.5208158757777,821.6042165397482,877.955265790124,1259.98410242859,700.4402069369013,700.4402069369013,577.3946211420288,820.2785342936231,503.9259244026569,352.6077653948982,411.49075279100794,631.2534788251173,901.6756622106645,911.5916476366606,709.7054334458527,1102.4415332119079,787.5912995032069,1013.4364907839882,1137.90938917858,734.7645938850931,1008.588659164305,1475.5236492492988,1588.6530910637723,1268.2220681869242,1552.8856878026315,2025.040272987144,1268.2300994831219,1418.256846744362,1484.7041148712751,837.3198580283488,816.544910547312,1123.0042835498905,1841.5035555735626,615.7080894521198,993.1165386009053,1391.4708967806785,1009.8968211125298
0.37,1147.327227684349,755.7781270456113,1053.477690331766,773.5352092678302,557.4697700859685,779.811896774687,751.1971581695099,976.7569433924518,661.0590235288321,854.6593358595117,900.7722713547246,726.5834105809247,1147.327227684349,786.5647251529042,786.5647251529042,1085.8086152666144,939.640509931028,565.0848087206653,619.803167230102,916.0950422488361,779.811896774687,941.9564049467044,943.954208583782,1199.110886012221,459.3615567036712,957.1483957981636,1008.5284026388216,1383.1705471591836,1082.9512228279852,995.6407772993657,1355.5132214748025,1485.8041777427495,816.6349739492885,1477.6298827840105,935.7473756693485,864.0290507985004,1031.8969503514581,1539.9430884974458,1885.6842384921306,1030.4184663774429,884.500158456711,957.1483957981636,902.8858350654093,1881.210235160704,1281.3141818609179,1304.5420436394602,1006.7120437749194,854.6593358595118,619.803167230102,1189.0810926261904,1396.7164145548604,1140.8314742258663,1021.9560360756923,1563.037333187859,1233.2733141768222,1604.0717983610214,968.3339041521915,598.7556824726346,751.1971581695099,625.8266879693477,808.8512297866395,631.1083343282995,814.2965068478957,787.8707571265279,1216.17277941801,688.3842348466451,674.3610248553864,564.8254740436737,743.425676006404,474.151425681141,347.06540268593517,403.09752834521606,585.3847668516473,859.5680635360136,876.3234722731652,646.4017294507844,1023.2851685900068,761.8102838055722,982.9675729087244,1052.7329140022448,709.5637534250716,998.3520796061678,1394.6460825875988,1545.4808081835743,1233.7039341795657,1491.9384225236129,1970.049663274541,1216.130047970226,1268.0935674477607,1413.6063795460648,817.7098609793812,780.8399070233851,1112.935761098154,1689.7885566655045,605.2094994252608,941.4734224571736,1324.3733448587136,997.0595563151674
0.38,1137.0262158344199,731.5250183842095,1010.5718063607118,763.6716856876753,531.5579161821763,739.1856820484668,730.6942829079622,955.150592161086,609.4859149071062,836.8761499139266,861.3660791842617,726.5834105809247,1108.8562926209027,770.3788817221807,782.3952800696807,1072.306902765381,905.2635942399296,550.088577134085,599.7991584370061,882.9657604656668,739.1856820484668,913.6173277640785,895.0741878702263,1147.327227684349,441.96648383669736,900.0157222406395,957.0800298741997,1290.1117473178456,1009.0837575275923,983.0817773558224,1296.1947332137345,1387.3635049064899,787.8549811118255,1434.0918404196534,929.161362348136,846.4481016526222,1005.2239949417999,1471.6661676510798,1811.3398628129135,1009.4382730810739,861.3660791842617,927.3960085325666,877.955265790124,1742.1833406146256,1238.3629942565656,1237.1998420279501,989.75893397769,854.6593358595118,608.515301354063,1117.9595850490366,1333.3390565247428,1086.734373612651,995.6407772993657,1496.2895118340614,1206.8992795006338,1502.5830256642746,952.8346971454098,588.3152421752268,737.0874833327534,603.6445156062961,806.2887464636954,597.3778924236976,776.6340951849378,720.8820873805512,1145.6337973427183,679.0415809418461,626.1437153766765,556.3270194530895,699.3761238708163,456.93752529516416,341.27114622748013,399.05768827725524,565.0848087206653,797.5790387651323,831.0446589726794,632.5432978174176,991.8741619100185,724.4130607662104,939.5239816805733,1003.2110657091913,686.0199886860848,958.672330379432,1290.7065318877717,1516.361400685438,1202.4015475095441,1415.157603476725,1951.4327477601266,1169.572224187641,1173.194557163058,1339.4601162436513,802.4596317171126,745.6472988243037,1103.6228892052877,1545.5483499482486,584.4290135100294,915.9019211214613,1267.0289726559217,981.7667129735852
0.39,1117.9595850490364,726.5834105809247,977.2600169191287,739.1856820484668,497.3527990370129,739.1856820484668,715.8477772314176,952.6175819876901,592.5353603970806,801.069074053412,836.8761499139267,685.8152021857784,1031.8625459043674,739.6661410933085,739.1856820484668,1030.4184663774429,864.5221936900263,537.8714076026488,585.0400430545789,821.6042165397483,726.6872525154555,878.7733773734473,854.6593358595118,1094.1875307005575,441.96648383669736,843.3982146614915,908.2485261265151,1220.0151148261577,961.6259212412994,955.150592161086,1229.524852996571,1266.6746732465472,774.0563899032331,1400.6683158762683,923.6446316744818,831.5309732329644,962.0283800626405,1401.3871193002717,1662.1872583534985,1006.7120437749193,822.2150938747153,898.5026240124694,877.955265790124,1610.8051501300265,1210.266113757522,1200.188867607462,977.2600169191287,854.6593358595117,599.7991584370061,1103.059830007499,1270.1742229912788,1012.6188739382542,967.1985463855954,1452.778473327773,1180.1039750316786,1407.0242180542991,929.4248028809844,584.9035764245518,715.8477772314176,576.0988597334447,787.1228533876003,585.0400430545789,764.0662266308814,658.6255660482616,1067.8076065443736,648.6904656075272,619.803167230102,552.2721531377864,627.4141565275416,450.71005904204014,335.8283516156156,391.8247224162118,537.6863815887882,778.1459848398948,787.8178528611713,632.5432978174176,957.4892376472586,691.2929111338655,911.8264566267026,961.6003528613272,654.0411235000947,931.0383410593571,1203.4177008116505,1496.646622012471,1176.2449428265672,1384.1938788753293,1879.8615673214404,1119.4803006917828,1123.6720421110183,1268.6946198432818,787.3136785172542,730.1350342908153,1060.4659862125131,1455.6394800691903,565.7350336000136,887.4496258861111,1233.0761697098692,955.9465583835391
0.4,1039.6421559591722,693.2066236827477,903.4142259930804,729.1794589441977,473.59055074826756,732.6288110618622,696.199354145424,923.6446316744818,573.1043399662394,786.5647251529043,806.0293613513436,648.3065373349947,979.5887210938063,720.1420305712204,702.317855141989,1030.4184663774429,808.9524452280846,526.3827242261574,573.1043399662394,788.4621603866118,700.4402069369013,827.7129898894198,827.7129898894198,1035.0387287962403,441.96648383669736,781.3653212656075,898.4080553732088,1160.715297908586,935.7473756693485,907.3771579506144,1189.7019033262916,1210.5451932047783,758.935550502437,1367.1584112366475,916.553878264532,800.5179310203087,925.8513239439435,1324.3641350735975,1563.0775519408485,977.2600169191287,800.5179310203087,882.9657604656668,827.7129898894198,1536.2313009919985,1168.3625375112547,1153.2379391330098,957.647846707433,842.9290012782408,599.7991584370061,1015.252626221349,1225.114303391516,967.1985463855954,950.8082890066928,1395.0930530038713,1144.152045793791,1279.4833372799076,929.161362348136,573.1043399662394,700.4402069369013,565.0848087206653,751.1971581695099,573.1043399662394,751.1971581695099,599.7991584370061,978.5754387511037,598.0359515723251,575.5842672260894,542.3120319353051,582.4870111216838,432.39233848281486,327.63171125564025,382.5475267308729,510.1244345892384,748.4859601627751,766.8050479174092,595.7587939324908,920.9075223287659,674.8150284845508,885.322783245141,920.9162422900033,632.5432978174176,899.1646953888746,1152.7223721977816,1361.3745015023296,1141.4509499618134,1272.7548336417572,1725.7417706639346,1088.9665759241343,1049.3152173005165,1221.233712400515,763.1929660732101,691.2929111338655,1032.1424025149652,1384.1938788753293,545.8484458724022,856.6558645832106,1176.3099916930887,934.8813251705808
0.41000000000000003,999.6435573295294,668.4506440222951,851.8440555600066,705.8328565399819,446.43531116041777,700.4402069369013,663.0925880418539,913.0707737539678,552.9634224488211,783.4376413404864,775.890362564832,606.2569672474631,940.3871301636814,692.175026766035,700.4402069369013,995.6407772993657,750.2222912095114,510.1312886351204,556.3270194530895,755.7781270456113,676.3344496467888,778.0765090768892,786.5647251529042,1008.6986862823125,441.9664838366974,754.6786945153469,836.0572026149576,1147.327227684349,914.3514653891916,898.4080553732088,1133.9416304154477,1164.9139078754815,732.6288110618622,1307.4274129746907,916.553878264532,786.5647251529043,916.553878264532,1270.700253371317,1500.4058125974034,977.2600169191287,784.1813739605922,877.955265790124,788.006775930522,1360.0616809288258,1140.665727573998,1116.42945417321,934.1667324722574,836.8761499139266,588.2370777647783,967.1985463855954,1178.5914712595197,933.8992012132637,929.161362348136,1310.4193777334679,1124.36062156371,1226.3865011415642,921.9428508560939,559.8981151808364,667.7618672124413,540.403115376889,698.7438658203102,555.3538515374167,739.1856820484668,587.4687704268547,942.0889109820694,565.0848087206653,555.3538515374167,537.6863815887882,555.3538515374167,417.25692698478383,325.0755237057248,368.8971714044071,486.0339798173171,726.6054196758195,749.2102021452113,563.7703647559072,890.2456493704137,668.5339152732075,853.121913332413,885.735545937878,606.8872444476103,856.6558645832106,1081.841428496229,1253.8651960686784,1120.5878381614737,1210.4977117110172,1594.85001849311,1015.8491318852792,1001.4961294375358,1196.1239623856295,742.234113200831,674.8150284845508,1013.7186052180156,1317.9538764657275,536.4770643413366,817.984043756649,1136.623494714437,920.5195221769209
