,month_no,node,cat,year,month,hour,flow_sum,value
10394,2018.02,ZAMC,evening,2018,2,11,13,799.63
10395,2018.02,ZAMC,standard,2018,2,11,357,23692.04
10396,2018.02,BOT,off,2018,2,11,340,10702.05
10397,2018.02,BOT,standard,2018,2,11,395,25737.9
10398,2018.02,LES,off,2018,2,11,-40,-1246.3
10399,2018.02,LES,standard,2018,2,11,-60,-3096.7
10400,2018.02,MOZ,off,2018,2,11,240,7258.23
10401,2018.02,MOZ,standard,2018,2,11,170,11561.900000000001
10402,2018.02,NAM,off,2018,2,11,-4,-154.25
10403,2018.02,NAM,standard,2018,2,11,-220,-13939.500000000002
10404,2018.02,RSA,off,2018,2,11,-586,-17980.079999999998
10405,2018.02,RSA,standard,2018,2,11,-341,-23250.89
10406,2018.02,ZAMC,off,2018,2,11,50,1420.3500000000001
10407,2018.02,ZAMC,standard,2018,2,11,56,2987.2900000000004
10408,2018.02,BOT,evening,2018,2,12,80,4720.0
10409,2018.02,BOT,standard,2018,2,12,2271,149699.44
10410,2018.02,LES,evening,2018,2,12,-10,-590.0
10411,2018.02,LES,standard,2018,2,12,-220,-14500.499999999998
10412,2018.02,MOZ,evening,2018,2,12,83,4897.0
10413,2018.02,MOZ,standard,2018,2,12,1048,67958.07999999999
10414,2018.02,NAM,standard,2018,2,12,-926,-60849.350000000006
10415,2018.02,RSA,evening,2018,2,12,-166,-9794.0
10416,2018.02,RSA,standard,2018,2,12,-2534,-166238.69999999998
10417,2018.02,ZAMC,evening,2018,2,12,13,767.0
10418,2018.02,ZAMC,standard,2018,2,12,361,23931.03
10419,2018.02,BOT,off,2018,2,12,725,21991.4
10420,2018.02,LES,off,2018,2,12,-100,-3022.7999999999997
10421,2018.02,MOZ,off,2018,2,12,464,13930.85
10422,2018.02,NAM,off,2018,2,12,-141,-3962.03
10423,2018.02,RSA,off,2018,2,12,-1033,-31347.33
10424,2018.02,ZAMC,off,2018,2,12,85,2409.91
10425,2018.02,BOT,evening,2018,2,13,75,4614.75
10426,2018.02,BOT,standard,2018,2,13,2171,142894.87000000002
10427,2018.02,LES,evening,2018,2,13,-20,-1230.6
10428,2018.02,LES,standard,2018,2,13,-380,-24963.6
10429,2018.02,MOZ,evening,2018,2,13,59,3630.27
10430,2018.02,MOZ,standard,2018,2,13,881,57035.08
10431,2018.02,NAM,evening,2018,2,13,-9,-553.77
10432,2018.02,NAM,standard,2018,2,13,-888,-58275.84
10433,2018.02,RSA,evening,2018,2,13,-118,-7260.540000000001
10434,2018.02,RSA,standard,2018,2,13,-2159,-141535.63
10435,2018.02,ZAMC,evening,2018,2,13,13,799.89
10436,2018.02,ZAMC,standard,2018,2,13,375,24845.120000000006
10437,2018.02,BOT,off,2018,2,13,705,21246.1
10438,2018.02,LES,off,2018,2,13,-110,-3242.2999999999997
10439,2018.02,MOZ,off,2018,2,13,447,13044.179999999998
10440,2018.02,NAM,off,2018,2,13,-157,-4774.459999999999
10441,2018.02,RSA,off,2018,2,13,-970,-28629.590000000004
10442,2018.02,ZAMC,off,2018,2,13,85,2356.07
10443,2018.02,BOT,evening,2018,2,14,75,4615.5
10444,2018.02,BOT,standard,2018,2,14,2213,146382.07
10445,2018.02,LES,evening,2018,2,14,-20,-1230.8
10446,2018.02,LES,standard,2018,2,14,-280,-18230.9
10447,2018.02,MOZ,evening,2018,2,14,55,3384.7
10448,2018.02,MOZ,standard,2018,2,14,818,53023.84
10449,2018.02,NAM,evening,2018,2,14,-13,-800.02
10450,2018.02,NAM,standard,2018,2,14,-966,-63798.939999999995
10451,2018.02,RSA,evening,2018,2,14,-110,-6769.4
10452,2018.02,RSA,standard,2018,2,14,-2144,-141251.59999999998
10453,2018.02,ZAMC,evening,2018,2,14,13,800.02
10454,2018.02,ZAMC,standard,2018,2,14,359,23875.530000000002
10455,2018.02,BOT,off,2018,2,14,690,20671.300000000003
10456,2018.02,LES,off,2018,2,14,-120,-3499.7999999999997
10457,2018.02,MOZ,off,2018,2,14,429,12472.33
10458,2018.02,NAM,off,2018,2,14,-178,-5403.76
10459,2018.02,RSA,off,2018,2,14,-906,-26589.46
10460,2018.02,ZAMC,off,2018,2,14,85,2349.39
10461,2018.02,BOT,evening,2018,2,15,85,5230.9
10462,2018.02,BOT,standard,2018,2,15,2255,149149.37000000002
10463,2018.02,LES,evening,2018,2,15,-20,-1230.8
10464,2018.02,LES,standard,2018,2,15,-280,-18538.899999999998
10465,2018.02,MOZ,evening,2018,2,15,66,4061.64
10466,2018.02,MOZ,standard,2018,2,15,912,59405.52
10467,2018.02,NAM,evening,2018,2,15,-12,-738.48
10468,2018.02,NAM,standard,2018,2,15,-984,-64722.409999999996
10469,2018.02,RSA,evening,2018,2,15,-132,-8123.28
10470,2018.02,RSA,standard,2018,2,15,-2270,-149706.3
10471,2018.02,ZAMC,evening,2018,2,15,13,800.02
10472,2018.02,ZAMC,standard,2018,2,15,367,24412.72
10473,2018.02,BOT,off,2018,2,15,588,17747.03
10474,2018.02,LES,off,2018,2,15,-80,-2242.4
10475,2018.02,MOZ,off,2018,2,15,457,12887.75
10476,2018.02,NAM,off,2018,2,15,-141,-4650.43
10477,2018.02,RSA,off,2018,2,15,-909,-26034.379999999997
10478,2018.02,ZAMC,off,2018,2,15,85,2292.43
10479,2018.02,BOT,evening,2018,2,16,80,4719.200000000001
10480,2018.02,BOT,standard,2018,2,16,2232,147029.16
10481,2018.02,LES,evening,2018,2,16,-20,-1179.8
10482,2018.02,LES,standard,2018,2,16,-230,-15027.5
10483,2018.02,MOZ,evening,2018,2,16,73,4306.27
10484,2018.02,MOZ,standard,2018,2,16,1074,69954.4
10485,2018.02,NAM,standard,2018,2,16,-861,-56325.0
10486,2018.02,RSA,evening,2018,2,16,-146,-8612.54
10487,2018.02,RSA,standard,2018,2,16,-2590,-170507.47999999998
10488,2018.02,ZAMC,evening,2018,2,16,13,766.87
10489,2018.02,ZAMC,standard,2018,2,16,375,24876.420000000002
10490,2018.02,BOT,off,2018,2,16,569,17048.29
10491,2018.02,LES,off,2018,2,16,-80,-2237.8
10492,2018.02,MOZ,off,2018,2,16,467,13204.550000000001
10493,2018.02,NAM,off,2018,2,16,-145,-4705.75
10494,2018.02,RSA,off,2018,2,16,-896,-25582.690000000002
10495,2018.02,ZAMC,off,2018,2,16,85,2273.4
10496,2018.02,BOT,evening,2018,2,17,65,3831.1000000000004
10497,2018.02,BOT,standard,2018,2,17,2115,138845.5
10498,2018.02,LES,evening,2018,2,17,-20,-1178.8
10499,2018.02,LES,standard,2018,2,17,-310,-20052.8
10500,2018.02,MOZ,evening,2018,2,17,57,3359.58
10501,2018.02,MOZ,standard,2018,2,17,1232,80272.34
10502,2018.02,NAM,standard,2018,2,17,-547,-35600.79
10503,2018.02,RSA,evening,2018,2,17,-114,-6719.16
10504,2018.02,RSA,standard,2018,2,17,-2863,-188153.97000000003
10505,2018.02,ZAMC,evening,2018,2,17,12,707.28
10506,2018.02,ZAMC,standard,2018,2,17,373,24689.72000000001
10507,2018.02,BOT,off,2018,2,17,558,16556.5
10508,2018.02,LES,off,2018,2,17,-69,-2002.0500000000002
10509,2018.02,MOZ,off,2018,2,17,551,15635.16
10510,2018.02,NAM,off,2018,2,17,-77,-2489.8999999999996
10511,2018.02,RSA,off,2018,2,17,-1054,-30170.979999999996
10512,2018.02,ZAMC,off,2018,2,17,91,2471.27
10513,2018.02,BOT,evening,2018,2,18,1604,144986.91
10514,2018.02,BOT,standard,2018,2,18,455,31270.75
10515,2018.02,LES,evening,2018,2,18,-180,-15878.299999999997
10516,2018.02,LES,standard,2018,2,18,-150,-10324.199999999999
10517,2018.02,MOZ,evening,2018,2,18,613,54495.3
10518,2018.02,MOZ,standard,2018,2,18,26,1801.28
10519,2018.02,NAM,evening,2018,2,18,-547,-49068.740000000005
10520,2018.02,NAM,standard,2018,2,18,-480,-33041.16
10521,2018.02,RSA,evening,2018,2,18,-1526,-137518.00000000003
10522,2018.02,RSA,standard,2018,2,18,-52,-3602.5600000000004
10523,2018.02,ZAMC,evening,2018,2,18,36,2982.8300000000004
10524,2018.02,ZAMC,standard,2018,2,18,168,11584.900000000001
10525,2018.02,ZIM,standard,2018,2,18,33,2310.99
10526,2018.02,BOT,off,2018,2,18,352,12606.34
10527,2018.02,BOT,standard,2018,2,18,330,18886.800000000003
10528,2018.02,LES,off,2018,2,18,-50,-1673.5
10529,2018.02,LES,standard,2018,2,18,-50,-2811.7
10530,2018.02,MOZ,off,2018,2,18,245,8530.83
10531,2018.02,MOZ,standard,2018,2,18,181,10871.29
10532,2018.02,NAM,off,2018,2,18,39,1584.65
10533,2018.02,NAM,standard,2018,2,18,-142,-7570.9800000000005
10534,2018.02,RSA,off,2018,2,18,-647,-22976.72
10535,2018.02,RSA,standard,2018,2,18,-362,-21742.58
10536,2018.02,ZAMC,off,2018,2,18,61,1928.3999999999999
10537,2018.02,ZAMC,standard,2018,2,18,43,2367.17
10538,2018.02,BOT,evening,2018,2,19,1443,128142.26
10539,2018.02,LES,evening,2018,2,19,-330,-29748.899999999998
10540,2018.02,MOZ,evening,2018,2,19,-231,-22784.99
10541,2018.02,NAM,evening,2018,2,19,-922,-80724.0
10542,2018.02,RSA,evening,2018,2,19,-97,-7540.729999999998
10543,2018.02,ZAMC,evening,2018,2,19,42,3630.4099999999994
10544,2018.02,ZIM,evening,2018,2,19,95,9025.95
10545,2018.02,BOT,off,2018,2,19,233,8765.03
10546,2018.02,BOT,standard,2018,2,19,343,23227.230000000003
10547,2018.02,LES,off,2018,2,19,-60,-2223.4
10548,2018.02,LES,standard,2018,2,19,-60,-3940.5
10549,2018.02,MOZ,off,2018,2,19,90,3409.92
10550,2018.02,MOZ,standard,2018,2,19,114,7452.460000000001
10551,2018.02,NAM,off,2018,2,19,51,1951.4999999999995
10552,2018.02,NAM,standard,2018,2,19,-138,-9502.6
10553,2018.02,RSA,off,2018,2,19,-380,-14349.93
10554,2018.02,RSA,standard,2018,2,19,-302,-20033.280000000006
10555,2018.02,ZAMC,off,2018,2,19,66,2446.88
10556,2018.02,ZAMC,standard,2018,2,19,43,2796.69
10557,2018.02,BOT,evening,2018,2,20,100,6194.0
10558,2018.02,BOT,standard,2018,2,20,2656,187023.77999999997
10559,2018.02,LES,evening,2018,2,20,-20,-1238.8
10560,2018.02,LES,standard,2018,2,20,-380,-26624.6
10561,2018.02,MOZ,evening,2018,2,20,15,929.0999999999999
10562,2018.02,MOZ,standard,2018,2,20,-376,-26439.939999999995
10563,2018.02,NAM,evening,2018,2,20,-79,-4893.26
10564,2018.02,NAM,standard,2018,2,20,-790,-55022.170000000006
10565,2018.02,RSA,evening,2018,2,20,-30,-1858.2000000000007
10566,2018.02,RSA,standard,2018,2,20,-1349,-95599.66
10567,2018.02,ZAMC,evening,2018,2,20,14,867.16
10568,2018.02,ZAMC,standard,2018,2,20,239,16662.589999999997
10569,2018.02,BOT,off,2018,2,20,966,31934.809999999998
10570,2018.02,LES,off,2018,2,20,-160,-5159.4
10571,2018.02,MOZ,off,2018,2,20,-19,-435.8099999999997
10572,2018.02,NAM,off,2018,2,20,-25,-167.19999999999993
10573,2018.02,RSA,off,2018,2,20,-881,-30004.999999999996
10574,2018.02,ZAMC,off,2018,2,20,119,3832.6
10575,2018.02,BOT,evening,2018,2,21,70,4316.2
10576,2018.02,BOT,standard,2018,2,21,2194,149192.85
10577,2018.02,LES,evening,2018,2,21,-20,-1233.1999999999998
10578,2018.02,LES,standard,2018,2,21,-380,-25471.4
10579,2018.02,MOZ,evening,2018,2,21,26,1603.1599999999999
10580,2018.02,MOZ,standard,2018,2,21,33,1961.3400000000042
10581,2018.02,NAM,evening,2018,2,21,-38,-2343.08
10582,2018.02,NAM,standard,2018,2,21,-1022,-67507.5
10583,2018.02,RSA,evening,2018,2,21,-52,-3206.3199999999997
10584,2018.02,RSA,standard,2018,2,21,-1193,-82853.19
10585,2018.02,ZAMC,evening,2018,2,21,14,863.24
10586,2018.02,ZAMC,standard,2018,2,21,368,24677.9
10587,2018.02,BOT,off,2018,2,21,790,25576.55
10588,2018.02,LES,off,2018,2,21,-140,-4420.799999999999
10589,2018.02,MOZ,off,2018,2,21,17,699.3199999999999
10590,2018.02,NAM,off,2018,2,21,-72,-1220.3199999999997
10591,2018.02,RSA,off,2018,2,21,-719,-24440.559999999998
10592,2018.02,ZAMC,off,2018,2,21,124,3805.81
10593,2018.02,BOT,off,2018,2,22,835,27232.68
10594,2018.02,LES,off,2018,2,22,-400,-12255.999999999996
10595,2018.02,MOZ,off,2018,2,22,279,9188.800000000001
10596,2018.02,NAM,off,2018,2,22,393,15377.610000000002
10597,2018.02,RSA,off,2018,2,22,-2075,-69159.81000000001
10598,2018.02,ZAMC,off,2018,2,22,1054,32502.019999999997
10599,2018.02,ZIM,off,2018,2,22,-86,-2885.2999999999997
10600,2018.02,BOT,off,2018,2,22,506,17080.670000000002
10601,2018.02,LES,off,2018,2,22,-120,-3899.3999999999996
10602,2018.02,MOZ,off,2018,2,22,38,1249.27
10603,2018.02,NAM,off,2018,2,22,192,7482.029999999998
10604,2018.02,RSA,off,2018,2,22,-859,-29470.3
10605,2018.02,ZAMC,off,2018,2,22,243,7557.7300000000005
10606,2018.02,BOT,off,2018,2,23,371,12595.73
10607,2018.02,LES,off,2018,2,23,-327,-9969.3
10608,2018.02,MOZ,off,2018,2,23,112,3601.7799999999997
10609,2018.02,NAM,off,2018,2,23,130,9581.22
10610,2018.02,RSA,off,2018,2,23,-1292,-45797.839999999975
10611,2018.02,ZAMC,off,2018,2,23,1046,31318.010000000002
10612,2018.02,ZIM,off,2018,2,23,-40,-1329.6
10613,2018.02,BOT,off,2018,2,23,308,10701.49
10614,2018.02,LES,off,2018,2,23,-120,-3806.2000000000003
10615,2018.02,MOZ,off,2018,2,23,49,1603.98
10616,2018.02,NAM,off,2018,2,23,243,8732.86
10617,2018.02,RSA,off,2018,2,23,-757,-25744.62
10618,2018.02,ZAMC,off,2018,2,23,277,8512.489999999998
10619,2018.03,BOT,off,2018,3,0,-178,-3815.8200000000006
10620,2018.03,LES,off,2018,3,0,-352,-8922.08
10621,2018.03,MOZ,off,2018,3,0,140,3716.57
10622,2018.03,NAM,off,2018,3,0,-330,-7552.82
10623,2018.03,RSA,off,2018,3,0,186,3764.4099999999994
10624,2018.03,ZAMC,off,2018,3,0,983,23993.489999999994
10625,2018.03,ZAMZ,off,2018,3,0,-449,-11183.75
10626,2018.03,BOT,off,2018,3,0,-375,-8751.98
10627,2018.03,LES,off,2018,3,0,-117,-2803.92
10628,2018.03,NAM,off,2018,3,0,-30,-819.3
10629,2018.03,RSA,off,2018,3,0,341,8010.47
10630,2018.03,ZAMC,off,2018,3,0,247,5705.099999999999
10631,2018.03,ZAMZ,off,2018,3,0,-66,-1340.37
10632,2018.03,BOT,off,2018,3,1,-152,-3017.0299999999997
10633,2018.03,LES,off,2018,3,1,-308,-7622.920000000001
10634,2018.03,MOZ,off,2018,3,1,224,5440.839999999998
10635,2018.03,NAM,off,2018,3,1,-282,-6319.21
10636,2018.03,RSA,off,2018,3,1,-92,-2363.519999999999
10637,2018.03,ZAMC,off,2018,3,1,995,23406.71
10638,2018.03,ZAMZ,off,2018,3,1,-385,-9524.87
10639,2018.03,BOT,off,2018,3,1,-355,-8044.590000000001
10640,2018.03,LES,off,2018,3,1,-73,-1681.3699999999997
10641,2018.03,NAM,off,2018,3,1,-31,-840.6299999999999
10642,2018.03,RSA,off,2018,3,1,261,5951.009999999999
10643,2018.03,ZAMC,off,2018,3,1,257,5769.13
10644,2018.03,ZAMZ,off,2018,3,1,-59,-1153.5500000000002
10645,2018.03,BOT,off,2018,3,2,-146,-2758.4599999999996
10646,2018.03,LES,off,2018,3,2,-300,-7251.4
10647,2018.03,MOZ,off,2018,3,2,247,5739.990000000001
10648,2018.03,NAM,off,2018,3,2,-242,-5316.619999999999
10649,2018.03,RSA,off,2018,3,2,-144,-3254.359999999999
10650,2018.03,ZAMC,off,2018,3,2,975,22424.89
10651,2018.03,ZAMZ,off,2018,3,2,-390,-9584.039999999999
10652,2018.03,BOT,off,2018,3,2,-321,-7184.150000000001
10653,2018.03,LES,off,2018,3,2,-71,-1615.26
10654,2018.03,MOZ,off,2018,3,2,5,109.5
10655,2018.03,NAM,off,2018,3,2,-25,-655.5299999999999
10656,2018.03,RSA,off,2018,3,2,214,4840.610000000001
10657,2018.03,ZAMC,off,2018,3,2,258,5677.929999999999
10658,2018.03,ZAMZ,off,2018,3,2,-60,-1173.1
10659,2018.03,BOT,off,2018,3,3,-182,-3966.04
10660,2018.03,LES,off,2018,3,3,-304,-7298.48
10661,2018.03,MOZ,off,2018,3,3,244,5659.679999999999
10662,2018.03,NAM,off,2018,3,3,-272,-5828.71
10663,2018.03,RSA,off,2018,3,3,-69,-1519.8199999999995
10664,2018.03,ZAMC,off,2018,3,3,985,22479.03
10665,2018.03,ZAMZ,off,2018,3,3,-402,-9525.66
10666,2018.03,BOT,off,2018,3,3,-327,-7302.11
10667,2018.03,LES,off,2018,3,3,-72,-1628.16
10668,2018.03,MOZ,off,2018,3,3,6,125.69999999999999
10669,2018.03,NAM,off,2018,3,3,-29,-740.4899999999999
10670,2018.03,RSA,off,2018,3,3,213,4820.47
10671,2018.03,ZAMC,off,2018,3,3,258,5658.039999999999
10672,2018.03,ZAMZ,off,2018,3,3,-49,-933.45
10673,2018.03,BOT,off,2018,3,4,241,5961.789999999999
10674,2018.03,LES,off,2018,3,4,-398,-10169.420000000004
10675,2018.03,MOZ,off,2018,3,4,214,5629.449999999999
10676,2018.03,NAM,off,2018,3,4,-484,-10830.02
10677,2018.03,RSA,off,2018,3,4,32,93.04000000000015
10678,2018.03,ZAMC,off,2018,3,4,961,23492.450000000004
10679,2018.03,ZAMZ,off,2018,3,4,-566,-14177.289999999999
10680,2018.03,BOT,off,2018,3,4,-328,-7318.889999999999
10681,2018.03,LES,off,2018,3,4,-78,-1766.8999999999999
10682,2018.03,MOZ,off,2018,3,4,6,119.94
10683,2018.03,NAM,off,2018,3,4,-24,-629.1299999999999
10684,2018.03,RSA,off,2018,3,4,219,4944.589999999999
10685,2018.03,ZAMC,off,2018,3,4,257,5641.51
10686,2018.03,ZAMZ,off,2018,3,4,-52,-991.1199999999999
10687,2018.03,BOT,off,2018,3,5,1564,46093.39000000001
10688,2018.03,BOT,standard,2018,3,5,375,12077.45
10689,2018.03,LES,off,2018,3,5,-310,-8866.650000000001
10690,2018.03,LES,standard,2018,3,5,-70,-2232.25
10691,2018.03,MOZ,off,2018,3,5,1013,29325.029999999995
10692,2018.03,MOZ,standard,2018,3,5,449,14391.789999999999
10693,2018.03,NAM,off,2018,3,5,-537,-14693.949999999999
10694,2018.03,NAM,standard,2018,3,5,-100,-3246.3999999999996
10695,2018.03,RSA,off,2018,3,5,-2205,-64670.069999999985
10696,2018.03,RSA,standard,2018,3,5,-738,-23568.82
10697,2018.03,ZAMC,off,2018,3,5,569,15573.67
10698,2018.03,ZAMC,standard,2018,3,5,258,8235.21
10699,2018.03,ZIM,off,2018,3,5,-94,-2761.4199999999996
10700,2018.03,ZIM,standard,2018,3,5,-174,-5656.98
10701,2018.03,BOT,off,2018,3,5,-263,-6312.090000000001
10702,2018.03,LES,off,2018,3,5,-120,-2976.0
10703,2018.03,MOZ,off,2018,3,5,24,487.18
10704,2018.03,NAM,off,2018,3,5,-49,-1235.1799999999998
10705,2018.03,RSA,off,2018,3,5,161,4113.9
10706,2018.03,ZAMC,off,2018,3,5,247,5922.1900000000005
10707,2018.03,BOT,morning,2018,3,6,780,45511.95
10708,2018.03,BOT,off,2018,3,6,365,10277.7
10709,2018.03,BOT,standard,2018,3,6,1475,78018.34999999999
10710,2018.03,LES,morning,2018,3,6,-70,-4089.6000000000004
10711,2018.03,LES,off,2018,3,6,-60,-1776.8999999999999
10712,2018.03,LES,standard,2018,3,6,-150,-6913.499999999999
10713,2018.03,MOZ,morning,2018,3,6,447,26066.339999999997
10714,2018.03,MOZ,off,2018,3,6,277,7335.21
10715,2018.03,MOZ,standard,2018,3,6,647,37368.95
10716,2018.03,NAM,morning,2018,3,6,-407,-23743.739999999998
10717,2018.03,NAM,off,2018,3,6,-161,-4766.24
10718,2018.03,NAM,standard,2018,3,6,-964,-45590.759999999995
10719,2018.03,RSA,morning,2018,3,6,-894,-52132.68
10720,2018.03,RSA,off,2018,3,6,-538,-14197.619999999999
10721,2018.03,RSA,standard,2018,3,6,-1260,-73405.88
10722,2018.03,ZAMC,morning,2018,3,6,144,8387.730000000001
10723,2018.03,ZAMC,off,2018,3,6,133,3600.65
10724,2018.03,ZAMC,standard,2018,3,6,252,10522.839999999998
10725,2018.03,ZIM,off,2018,3,6,-16,-472.79999999999984
10726,2018.03,BOT,off,2018,3,6,-78,-1809.1399999999999
10727,2018.03,LES,off,2018,3,6,-90,-2125.0000000000005
10728,2018.03,MOZ,off,2018,3,6,47,965.7600000000001
10729,2018.03,NAM,off,2018,3,6,-123,-2864.28
10730,2018.03,RSA,off,2018,3,6,90,2413.75
10731,2018.03,ZAMC,off,2018,3,6,154,3418.9100000000003
10732,2018.03,BOT,morning,2018,3,7,1645,110625.83
10733,2018.03,BOT,standard,2018,3,7,215,9447.0
10734,2018.03,LES,morning,2018,3,7,-220,-13813.650000000001
10735,2018.03,LES,standard,2018,3,7,-65,-2782.4500000000003
10736,2018.03,MOZ,morning,2018,3,7,1273,85198.97000000002
10737,2018.03,MOZ,standard,2018,3,7,258,11061.3
10738,2018.03,NAM,morning,2018,3,7,-465,-29857.749999999996
10739,2018.03,NAM,standard,2018,3,7,-36,-1402.56
10740,2018.03,RSA,morning,2018,3,7,-2527,-169819.18000000002
10741,2018.03,RSA,standard,2018,3,7,-516,-22122.6
10742,2018.03,ZAMC,morning,2018,3,7,294,17665.78
10743,2018.03,ZAMC,standard,2018,3,7,144,5799.31
10744,2018.03,BOT,off,2018,3,7,15,327.0000000000002
10745,2018.03,BOT,standard,2018,3,7,180,7041.599999999999
10746,2018.03,LES,off,2018,3,7,-65,-1599.95
10747,2018.03,LES,standard,2018,3,7,-10,-391.2
10748,2018.03,MOZ,off,2018,3,7,169,3662.54
10749,2018.03,MOZ,standard,2018,3,7,93,3638.16
10750,2018.03,NAM,off,2018,3,7,-104,-2521.6400000000003
10751,2018.03,NAM,standard,2018,3,7,-82,-3207.8399999999997
10752,2018.03,RSA,off,2018,3,7,-151,-2988.22
10753,2018.03,RSA,standard,2018,3,7,-186,-7276.32
10754,2018.03,ZAMC,off,2018,3,7,136,3120.2699999999995
10755,2018.03,ZAMC,standard,2018,3,7,5,195.6
10756,2018.03,BOT,morning,2018,3,8,1757,119874.09999999998
10757,2018.03,BOT,standard,2018,3,8,210,9134.050000000001
10758,2018.03,LES,morning,2018,3,8,-180,-11640.900000000001
10759,2018.03,LES,standard,2018,3,8,-40,-1788.9
10760,2018.03,MOZ,morning,2018,3,8,1212,82054.66000000002
10761,2018.03,MOZ,standard,2018,3,8,171,7469.27
10762,2018.03,NAM,morning,2018,3,8,-737,-48472.03
10763,2018.03,NAM,standard,2018,3,8,-83,-3277.9700000000003
10764,2018.03,RSA,morning,2018,3,8,-2415,-164142.72000000003
10765,2018.03,RSA,standard,2018,3,8,-342,-14938.54
10766,2018.03,ZAMC,morning,2018,3,8,363,22326.89
10767,2018.03,ZAMC,standard,2018,3,8,84,3402.0899999999997
10768,2018.03,BOT,off,2018,3,8,138,5369.139999999999
10769,2018.03,BOT,standard,2018,3,8,210,10493.699999999999
10770,2018.03,LES,off,2018,3,8,-70,-2248.1000000000004
10771,2018.03,LES,standard,2018,3,8,-10,-499.7
10772,2018.03,MOZ,off,2018,3,8,127,3419.72
10773,2018.03,MOZ,standard,2018,3,8,105,5246.849999999999
10774,2018.03,NAM,off,2018,3,8,-272,-8897.880000000001
10775,2018.03,NAM,standard,2018,3,8,-100,-4997.0
10776,2018.03,RSA,off,2018,3,8,-60,-1979.2599999999993
10777,2018.03,RSA,standard,2018,3,8,-210,-10493.699999999997
10778,2018.03,ZAMC,off,2018,3,8,137,4336.38
10779,2018.03,ZAMC,standard,2018,3,8,5,249.85
10780,2018.03,BOT,morning,2018,3,9,1757,117902.26999999999
10781,2018.03,BOT,standard,2018,3,9,245,10719.9
10782,2018.03,LES,morning,2018,3,9,-170,-10778.6
10783,2018.03,LES,standard,2018,3,9,-50,-2237.8999999999996
10784,2018.03,MOZ,morning,2018,3,9,832,57175.51
10785,2018.03,MOZ,standard,2018,3,9,204,9061.84
10786,2018.03,NAM,morning,2018,3,9,-813,-50931.31999999999
10787,2018.03,NAM,standard,2018,3,9,-120,-4834.4
10788,2018.03,RSA,morning,2018,3,9,-1605,-111458.2
10789,2018.03,RSA,standard,2018,3,9,-408,-18123.68
10790,2018.03,ZAMC,morning,2018,3,9,344,20430.089999999997
10791,2018.03,ZAMC,standard,2018,3,9,170,7025.46
10792,2018.03,ZAMZ,morning,2018,3,9,-345,-22339.75
10793,2018.03,ZAMZ,standard,2018,3,9,-41,-1611.22
10794,2018.03,BOT,off,2018,3,9,181,6408.58
10795,2018.03,BOT,standard,2018,3,9,210,10495.8
10796,2018.03,LES,off,2018,3,9,-55,-1808.5
10797,2018.03,LES,standard,2018,3,9,-10,-499.79999999999995
10798,2018.03,MOZ,off,2018,3,9,151,4068.7200000000003
10799,2018.03,MOZ,standard,2018,3,9,125,6247.5
10800,2018.03,NAM,off,2018,3,9,-244,-8011.6
10801,2018.03,NAM,standard,2018,3,9,-80,-3998.3999999999996
10802,2018.03,RSA,off,2018,3,9,-167,-4870.82
10803,2018.03,RSA,standard,2018,3,9,-250,-12495.0
10804,2018.03,ZAMC,off,2018,3,9,150,4582.82
10805,2018.03,ZAMC,standard,2018,3,9,5,249.89999999999998
10806,2018.03,ZAMZ,off,2018,3,9,-16,-369.2
10807,2018.03,BOT,morning,2018,3,10,1295,79676.3
10808,2018.03,BOT,standard,2018,3,10,572,28915.46
10809,2018.03,LES,morning,2018,3,10,-110,-6699.2
10810,2018.03,LES,standard,2018,3,10,-110,-5069.0
10811,2018.03,MOZ,morning,2018,3,10,635,38925.369999999995
10812,2018.03,MOZ,standard,2018,3,10,252,13074.649999999998
10813,2018.03,NAM,morning,2018,3,10,-658,-40200.74
10814,2018.03,NAM,standard,2018,3,10,-453,-21545.160000000007
10815,2018.03,RSA,morning,2018,3,10,-1271,-77909.69
10816,2018.03,RSA,standard,2018,3,10,-504,-26149.299999999996
10817,2018.03,ZAMC,morning,2018,3,10,238,14293.09
10818,2018.03,ZAMC,standard,2018,3,10,329,14166.910000000002
10819,2018.03,ZAMZ,morning,2018,3,10,-129,-8085.13
10820,2018.03,ZAMZ,standard,2018,3,10,-86,-3393.56
10821,2018.03,BOT,off,2018,3,10,147,5447.839999999999
10822,2018.03,BOT,standard,2018,3,10,203,13763.4
10823,2018.03,LES,off,2018,3,10,-55,-1808.9499999999998
10824,2018.03,LES,standard,2018,3,10,-10,-678.0
10825,2018.03,MOZ,off,2018,3,10,162,4296.129999999999
10826,2018.03,MOZ,standard,2018,3,10,118,8000.4
10827,2018.03,NAM,off,2018,3,10,-198,-6839.1
10828,2018.03,NAM,standard,2018,3,10,-80,-5424.0
10829,2018.03,RSA,off,2018,3,10,-190,-5309.729999999998
10830,2018.03,RSA,standard,2018,3,10,-236,-16000.8
10831,2018.03,ZAMC,off,2018,3,10,150,4583.41
10832,2018.03,ZAMC,standard,2018,3,10,5,339.0
10833,2018.03,ZAMZ,off,2018,3,10,-16,-369.59999999999997
10834,2018.03,BOT,standard,2018,3,11,1951,112651.31000000001
10835,2018.03,LES,standard,2018,3,11,-220,-11780.000000000002
10836,2018.03,MOZ,standard,2018,3,11,1007,58624.82000000001
