month_no,hour_ref,year,month,hour,hourlyid,market,price_mean,volume,day_of_week,volume_sum,price_stdv,price_max,price_min,price_coefvar,price_range,hours,power
2019.12,weekend_13,2019,12,13,61040.666666666664,1.0,82.33,225.11111111111111,5.555555555555555,2026.0,28.23541747522073,105.03,35.97,34.295417800583905,69.06,9,225.11111111111111
2019.12,weekday_14,2019,12,14,61037.90909090909,1.0,92.45636363636363,185.85,1.8636363636363635,4088.7,14.942177933128804,105.04,48.09,16.161329891685202,56.95,22,185.85
2019.12,weekend_14,2019,12,14,61041.666666666664,1.0,72.91555555555556,229.60000000000002,5.555555555555555,2066.4,28.710633096080933,105.04,35.96,39.375182534549616,69.08000000000001,9,229.60000000000002
2019.12,weekday_15,2019,12,15,61038.90909090909,1.0,92.46181818181817,189.6727272727273,1.8636363636363635,4172.8,14.996460736855036,105.04,48.09,16.2190848414486,56.95,22,189.6727272727273
2019.12,weekend_15,2019,12,15,61042.666666666664,1.0,72.89777777777778,233.43333333333334,5.555555555555555,2100.9,28.72282575660766,105.04,35.97,39.40151076232608,69.07000000000001,9,233.43333333333334
2019.12,weekday_16,2019,12,16,61039.90909090909,1.0,92.41772727272726,193.34545454545457,1.8636363636363635,4253.6,15.639313385189679,105.16,48.09,16.922417210106925,57.06999999999999,22,193.34545454545457
2019.12,weekend_16,2019,12,16,61043.666666666664,1.0,78.74444444444445,227.22222222222223,5.555555555555555,2045.0,30.52813542910503,105.04,35.97,38.768621258917065,69.07000000000001,9,227.22222222222223
2019.12,weekday_17,2019,12,17,61040.90909090909,1.0,92.39227272727273,190.64545454545458,1.8636363636363635,4194.200000000001,15.701447895570523,105.49,48.09,16.994330188108584,57.39999999999999,22,190.64545454545458
2019.12,weekend_17,2019,12,17,61044.666666666664,1.0,74.79777777777778,218.0,5.555555555555555,1962.0,31.20678082475737,105.05,35.97,41.72153471921571,69.08,9,218.0
2019.12,weekday_18,2019,12,18,61041.90909090909,1.0,200.87454545454545,64.88636363636364,1.8636363636363635,1427.5,61.020741339261626,274.03,72.19,30.377537980823753,201.83999999999997,22,64.88636363636364
2019.12,weekend_18,2019,12,18,61045.77777777778,1.0,83.02999999999999,149.0,5.555555555555555,1341.0,27.33520760850373,105.05,36.98,32.92208552150275,68.07,9,149.0
2019.12,weekday_19,2019,12,19,61042.90909090909,1.0,217.94409090909087,60.63636363636363,1.8636363636363635,1334.0,57.28380737371983,277.33,72.19,26.283716679253367,205.14,22,60.63636363636363
2019.12,weekend_19,2019,12,19,61046.555555555555,1.0,105.73,72.88888888888889,5.555555555555555,656.0,67.66104141232235,275.0,48.0,63.99417517480597,227.0,9,72.88888888888889
