Date,Month,Day,Year,WaterYear,Flow,MonthId,WaterMonth,Exceedance
1959-11-09,11,9,1959,1959.0,55.0,1959.11,2,0.9380000000000001
1959-11-10,11,10,1959,1959.0,57.0,1959.11,2,0.933
1959-11-11,11,11,1959,1959.0,63.0,1959.11,2,0.906
1959-11-12,11,12,1959,1959.0,63.0,1959.11,2,0.906
1959-11-13,11,13,1959,1959.0,65.0,1959.11,2,0.893
1959-11-14,11,14,1959,1959.0,70.0,1959.11,2,0.877
1959-11-15,11,15,1959,1959.0,70.0,1959.11,2,0.877
1959-11-16,11,16,1959,1959.0,70.0,1959.11,2,0.877
1959-11-17,11,17,1959,1959.0,72.0,1959.11,2,0.865
1959-11-18,11,18,1959,1959.0,76.0,1959.11,2,0.853
1959-11-19,11,19,1959,1959.0,77.0,1959.11,2,0.846
1959-11-20,11,20,1959,1959.0,77.0,1959.11,2,0.846
1959-11-21,11,21,1959,1959.0,75.0,1959.11,2,0.857
1959-11-22,11,22,1959,1959.0,70.0,1959.11,2,0.877
1959-11-23,11,23,1959,1959.0,70.0,1959.11,2,0.877
1959-11-24,11,24,1959,1959.0,70.0,1959.11,2,0.877
1959-11-25,11,25,1959,1959.0,70.0,1959.11,2,0.877
1959-11-26,11,26,1959,1959.0,72.0,1959.11,2,0.865
1959-11-27,11,27,1959,1959.0,76.0,1959.11,2,0.853
1959-11-28,11,28,1959,1959.0,77.0,1959.11,2,0.846
1959-11-29,11,29,1959,1959.0,79.0,1959.11,2,0.842
1959-11-30,11,30,1959,1959.0,83.0,1959.11,2,0.8270000000000001
1959-12-01,12,1,1959,1959.0,86.0,1959.12,3,0.811
1959-12-02,12,2,1959,1959.0,91.0,1959.12,3,0.784
1959-12-03,12,3,1959,1959.0,93.0,1959.12,3,0.779
1959-12-04,12,4,1959,1959.0,99.0,1959.12,3,0.752
1959-12-05,12,5,1959,1959.0,99.0,1959.12,3,0.752
1959-12-06,12,6,1959,1959.0,101.0,1959.12,3,0.747
1959-12-07,12,7,1959,1959.0,107.0,1959.12,3,0.73
1959-12-08,12,8,1959,1959.0,107.0,1959.12,3,0.73
1959-12-09,12,9,1959,1959.0,107.0,1959.12,3,0.73
1959-12-10,12,10,1959,1959.0,109.0,1959.12,3,0.724
1959-12-11,12,11,1959,1959.0,115.0,1959.12,3,0.706
1959-12-12,12,12,1959,1959.0,115.0,1959.12,3,0.706
1959-12-13,12,13,1959,1959.0,115.0,1959.12,3,0.706
1959-12-14,12,14,1959,1959.0,117.0,1959.12,3,0.7020000000000001
1959-12-15,12,15,1959,1959.0,123.0,1959.12,3,0.6890000000000001
1959-12-16,12,16,1959,1959.0,124.0,1959.12,3,0.687
1959-12-17,12,17,1959,1959.0,124.0,1959.12,3,0.687
1959-12-18,12,18,1959,1959.0,126.0,1959.12,3,0.679
1959-12-19,12,19,1959,1959.0,132.0,1959.12,3,0.669
1959-12-20,12,20,1959,1959.0,132.0,1959.12,3,0.669
1959-12-21,12,21,1959,1959.0,135.0,1959.12,3,0.659
1959-12-22,12,22,1959,1959.0,141.0,1959.12,3,0.648
1959-12-23,12,23,1959,1959.0,144.0,1959.12,3,0.643
1959-12-24,12,24,1959,1959.0,150.0,1959.12,3,0.632
1959-12-25,12,25,1959,1959.0,153.0,1959.12,3,0.625
1959-12-26,12,26,1959,1959.0,160.0,1959.12,3,0.613
1959-12-27,12,27,1959,1959.0,163.0,1959.12,3,0.609
1959-12-28,12,28,1959,1959.0,170.0,1959.12,3,0.597
1959-12-29,12,29,1959,1959.0,173.0,1959.12,3,0.593
1959-12-30,12,30,1959,1959.0,183.0,1959.12,3,0.578
1959-12-31,12,31,1959,1959.0,193.0,1959.12,3,0.5630000000000001
1960-01-01,1,1,1960,1959.0,204.0,1960.01,4,0.548
1960-01-02,1,2,1960,1959.0,215.0,1960.01,4,0.534
1960-01-03,1,3,1960,1959.0,226.0,1960.01,4,0.521
1960-01-04,1,4,1960,1959.0,237.0,1960.01,4,0.508
1960-01-05,1,5,1960,1959.0,250.0,1960.01,4,0.495
1960-01-06,1,6,1960,1959.0,264.0,1960.01,4,0.483
1960-01-07,1,7,1960,1959.0,277.0,1960.01,4,0.47000000000000003
1960-01-08,1,8,1960,1959.0,289.0,1960.01,4,0.46
1960-01-09,1,9,1960,1959.0,302.0,1960.01,4,0.449
1960-01-10,1,10,1960,1959.0,318.0,1960.01,4,0.439
1960-01-11,1,11,1960,1959.0,341.0,1960.01,4,0.426
1960-01-12,1,12,1960,1959.0,355.0,1960.01,4,0.41600000000000004
1960-01-13,1,13,1960,1959.0,381.0,1960.01,4,0.401
1960-01-14,1,14,1960,1959.0,425.0,1960.01,4,0.379
1960-01-15,1,15,1960,1959.0,437.0,1960.01,4,0.375
1960-01-16,1,16,1960,1959.0,442.0,1960.01,4,0.372
1960-01-17,1,17,1960,1959.0,452.0,1960.01,4,0.368
1960-01-18,1,18,1960,1959.0,453.0,1960.01,4,0.367
1960-01-19,1,19,1960,1959.0,449.0,1960.01,4,0.369
1960-01-20,1,20,1960,1959.0,438.0,1960.01,4,0.374
1960-01-21,1,21,1960,1959.0,434.0,1960.01,4,0.376
1960-01-22,1,22,1960,1959.0,423.0,1960.01,4,0.38
1960-01-23,1,23,1960,1959.0,427.0,1960.01,4,0.379
1960-01-24,1,24,1960,1959.0,437.0,1960.01,4,0.375
1960-01-25,1,25,1960,1959.0,438.0,1960.01,4,0.374
1960-01-26,1,26,1960,1959.0,434.0,1960.01,4,0.376
1960-01-27,1,27,1960,1959.0,423.0,1960.01,4,0.38
1960-01-28,1,28,1960,1959.0,423.0,1960.01,4,0.38
1960-01-29,1,29,1960,1959.0,419.0,1960.01,4,0.383
1960-01-30,1,30,1960,1959.0,409.0,1960.01,4,0.387
1960-01-31,1,31,1960,1959.0,412.0,1960.01,4,0.386
1960-02-01,2,1,1960,1959.0,427.0,1960.02,5,0.379
1960-02-02,2,2,1960,1959.0,446.0,1960.02,5,0.371
1960-02-03,2,3,1960,1959.0,472.0,1960.02,5,0.36
1960-02-04,2,4,1960,1959.0,488.0,1960.02,5,0.354
1960-02-05,2,5,1960,1959.0,508.0,1960.02,5,0.34600000000000003
1960-02-06,2,6,1960,1959.0,542.0,1960.02,5,0.333
1960-02-07,2,7,1960,1959.0,580.0,1960.02,5,0.321
1960-02-08,2,8,1960,1959.0,614.0,1960.02,5,0.311
1960-02-09,2,9,1960,1959.0,655.0,1960.02,5,0.299
1960-02-10,2,10,1960,1959.0,704.0,1960.02,5,0.28200000000000003
1960-02-11,2,11,1960,1959.0,742.0,1960.02,5,0.271
1960-02-12,2,12,1960,1959.0,781.0,1960.02,5,0.26
1960-02-13,2,13,1960,1959.0,826.0,1960.02,5,0.249
1960-02-14,2,14,1960,1959.0,880.0,1960.02,5,0.23600000000000002
1960-02-15,2,15,1960,1959.0,930.0,1960.02,5,0.225
1960-02-16,2,16,1960,1959.0,992.0,1960.02,5,0.213
1960-02-17,2,17,1960,1959.0,1030.0,1960.02,5,0.20600000000000002
1960-02-18,2,18,1960,1959.0,1059.0,1960.02,5,0.201
1960-02-19,2,19,1960,1959.0,1110.0,1960.02,5,0.192
1960-02-20,2,20,1960,1959.0,1185.0,1960.02,5,0.179
1960-02-21,2,21,1960,1959.0,1279.0,1960.02,5,0.163
1960-02-22,2,22,1960,1959.0,1370.0,1960.02,5,0.151
1960-02-23,2,23,1960,1959.0,1442.0,1960.02,5,0.14100000000000001
1960-02-24,2,24,1960,1959.0,1507.0,1960.02,5,0.133
1960-02-25,2,25,1960,1959.0,1578.0,1960.02,5,0.124
1960-02-26,2,26,1960,1959.0,1640.0,1960.02,5,0.117
1960-02-27,2,27,1960,1959.0,1729.0,1960.02,5,0.107
1960-02-28,2,28,1960,1959.0,1856.0,1960.02,5,0.096
1960-02-29,2,29,1960,1959.0,2014.0,1960.02,5,0.084
1960-03-01,3,1,1960,1959.0,2152.0,1960.03,6,0.076
1960-03-02,3,2,1960,1959.0,2350.0,1960.03,6,0.065
1960-03-03,3,3,1960,1959.0,2626.0,1960.03,6,0.054
1960-03-04,3,4,1960,1959.0,2797.0,1960.03,6,0.049
1960-03-05,3,5,1960,1959.0,2937.0,1960.03,6,0.044
1960-03-06,3,6,1960,1959.0,3067.0,1960.03,6,0.04
1960-03-07,3,7,1960,1959.0,3166.0,1960.03,6,0.038
1960-03-08,3,8,1960,1959.0,3239.0,1960.03,6,0.036000000000000004
1960-03-09,3,9,1960,1959.0,3302.0,1960.03,6,0.034
1960-03-10,3,10,1960,1959.0,3340.0,1960.03,6,0.033
1960-03-11,3,11,1960,1959.0,3412.0,1960.03,6,0.031
1960-03-12,3,12,1960,1959.0,3578.0,1960.03,6,0.027
1960-03-13,3,13,1960,1959.0,3759.0,1960.03,6,0.024
1960-03-14,3,14,1960,1959.0,3906.0,1960.03,6,0.022
1960-03-15,3,15,1960,1959.0,3992.0,1960.03,6,0.021
1960-03-16,3,16,1960,1959.0,4041.0,1960.03,6,0.02
1960-03-17,3,17,1960,1959.0,4175.0,1960.03,6,0.018000000000000002
1960-03-18,3,18,1960,1959.0,4286.0,1960.03,6,0.016
1960-03-19,3,19,1960,1959.0,4471.0,1960.03,6,0.014
1960-03-20,3,20,1960,1959.0,4646.0,1960.03,6,0.012
1960-03-21,3,21,1960,1959.0,4748.0,1960.03,6,0.011
1960-03-22,3,22,1960,1959.0,4815.0,1960.03,6,0.01
1960-03-23,3,23,1960,1959.0,4760.0,1960.03,6,0.011
1960-03-24,3,24,1960,1959.0,4794.0,1960.03,6,0.011
1960-03-25,3,25,1960,1959.0,4945.0,1960.03,6,0.009000000000000001
1960-03-26,3,26,1960,1959.0,5142.0,1960.03,6,0.007
1960-03-27,3,27,1960,1959.0,5316.0,1960.03,6,0.006
1960-03-28,3,28,1960,1959.0,5477.0,1960.03,6,0.004
1960-03-29,3,29,1960,1959.0,5422.75,1960.03,6,0.005
1960-03-30,3,30,1960,1959.0,5368.5,1960.03,6,0.005
1960-03-31,3,31,1960,1959.0,5314.25,1960.03,6,0.006
1960-04-01,4,1,1960,1959.0,5260.0,1960.04,7,0.006
1960-04-02,4,2,1960,1959.0,5082.0,1960.04,7,0.008
1960-04-03,4,3,1960,1959.0,4810.0,1960.04,7,0.011
1960-04-04,4,4,1960,1959.0,4486.0,1960.04,7,0.014
1960-04-05,4,5,1960,1959.0,4108.0,1960.04,7,0.019
1960-04-06,4,6,1960,1959.0,3705.0,1960.04,7,0.025
1960-04-07,4,7,1960,1959.0,3244.0,1960.04,7,0.036000000000000004
1960-04-08,4,8,1960,1959.0,2883.0,1960.04,7,0.046
1960-04-09,4,9,1960,1959.0,2539.0,1960.04,7,0.057
1960-04-10,4,10,1960,1959.0,2246.0,1960.04,7,0.07
1960-04-11,4,11,1960,1959.0,2037.0,1960.04,7,0.082
1960-04-12,4,12,1960,1959.0,1855.0,1960.04,7,0.096
1960-04-13,4,13,1960,1959.0,1680.0,1960.04,7,0.112
1960-04-14,4,14,1960,1959.0,1514.0,1960.04,7,0.132
1960-04-15,4,15,1960,1959.0,1410.0,1960.04,7,0.145
1960-04-16,4,16,1960,1959.0,1341.0,1960.04,7,0.155
1960-04-17,4,17,1960,1959.0,1291.0,1960.04,7,0.162
1960-04-18,4,18,1960,1959.0,1236.0,1960.04,7,0.17
1960-04-19,4,19,1960,1959.0,1180.0,1960.04,7,0.18
1960-04-20,4,20,1960,1959.0,1155.0,1960.04,7,0.184
1960-04-21,4,21,1960,1959.0,1138.0,1960.04,7,0.187
1960-04-22,4,22,1960,1959.0,1131.0,1960.04,7,0.189
1960-04-23,4,23,1960,1959.0,1115.0,1960.04,7,0.191
1960-04-24,4,24,1960,1959.0,1115.0,1960.04,7,0.191
1960-04-25,4,25,1960,1959.0,1108.0,1960.04,7,0.193
1960-04-26,4,26,1960,1959.0,1093.0,1960.04,7,0.195
1960-04-27,4,27,1960,1959.0,1098.0,1960.04,7,0.194
1960-04-28,4,28,1960,1959.0,1114.0,1960.04,7,0.192
1960-04-29,4,29,1960,1959.0,1115.0,1960.04,7,0.191
1960-04-30,4,30,1960,1959.0,1115.0,1960.04,7,0.191
1960-05-01,5,1,1960,1959.0,1108.0,1960.05,8,0.193
1960-05-02,5,2,1960,1959.0,1093.0,1960.05,8,0.195
1960-05-03,5,3,1960,1959.0,1086.0,1960.05,8,0.196
1960-05-04,5,4,1960,1959.0,1064.0,1960.05,8,0.2
1960-05-05,5,5,1960,1959.0,1042.0,1960.05,8,0.20400000000000001
1960-05-06,5,6,1960,1959.0,1020.0,1960.05,8,0.20800000000000002
1960-05-07,5,7,1960,1959.0,1004.0,1960.05,8,0.21
1960-05-08,5,8,1960,1959.0,989.6122448979592,1960.05,8,0.214
1960-05-09,5,9,1960,1959.0,975.2244897959183,1960.05,8,0.216
1960-05-10,5,10,1960,1959.0,960.8367346938776,1960.05,8,0.218
1960-05-11,5,11,1960,1959.0,946.4489795918367,1960.05,8,0.221
1960-05-12,5,12,1960,1959.0,932.0612244897959,1960.05,8,0.224
1960-05-13,5,13,1960,1959.0,917.6734693877551,1960.05,8,0.227
1960-05-14,5,14,1960,1959.0,903.2857142857142,1960.05,8,0.231
1960-05-15,5,15,1960,1959.0,888.8979591836735,1960.05,8,0.234
1960-05-16,5,16,1960,1959.0,874.5102040816327,1960.05,8,0.23600000000000002
1960-05-17,5,17,1960,1959.0,860.1224489795918,1960.05,8,0.24
1960-05-18,5,18,1960,1959.0,845.7346938775511,1960.05,8,0.245
1960-05-19,5,19,1960,1959.0,831.3469387755101,1960.05,8,0.247
1960-05-20,5,20,1960,1959.0,816.9591836734694,1960.05,8,0.251
1960-05-21,5,21,1960,1959.0,802.5714285714286,1960.05,8,0.255
1960-05-22,5,22,1960,1959.0,788.1836734693877,1960.05,8,0.258
1960-05-23,5,23,1960,1959.0,773.795918367347,1960.05,8,0.261
1960-05-24,5,24,1960,1959.0,759.4081632653061,1960.05,8,0.266
1960-05-25,5,25,1960,1959.0,745.0204081632653,1960.05,8,0.271
1960-05-26,5,26,1960,1959.0,730.6326530612245,1960.05,8,0.275
1960-05-27,5,27,1960,1959.0,716.2448979591836,1960.05,8,0.279
1960-05-28,5,28,1960,1959.0,701.8571428571429,1960.05,8,0.28300000000000003
1960-05-29,5,29,1960,1959.0,687.469387755102,1960.05,8,0.28800000000000003
1960-05-30,5,30,1960,1959.0,673.0816326530612,1960.05,8,0.293
1960-05-31,5,31,1960,1959.0,658.6938775510204,1960.05,8,0.298
1960-06-01,6,1,1960,1959.0,644.3061224489795,1960.06,9,0.302
1960-06-02,6,2,1960,1959.0,629.9183673469388,1960.06,9,0.307
1960-06-03,6,3,1960,1959.0,615.530612244898,1960.06,9,0.311
1960-06-04,6,4,1960,1959.0,601.1428571428571,1960.06,9,0.315
1960-06-05,6,5,1960,1959.0,586.7551020408164,1960.06,9,0.319
1960-06-06,6,6,1960,1959.0,572.3673469387754,1960.06,9,0.323
1960-06-07,6,7,1960,1959.0,557.9795918367347,1960.06,9,0.328
1960-06-08,6,8,1960,1959.0,543.5918367346939,1960.06,9,0.333
1960-06-09,6,9,1960,1959.0,529.204081632653,1960.06,9,0.338
1960-06-10,6,10,1960,1959.0,514.8163265306123,1960.06,9,0.343
1960-06-11,6,11,1960,1959.0,500.4285714285714,1960.06,9,0.34900000000000003
1960-06-12,6,12,1960,1959.0,486.0408163265306,1960.06,9,0.354
1960-06-13,6,13,1960,1959.0,471.65306122448976,1960.06,9,0.36
1960-06-14,6,14,1960,1959.0,457.2653061224489,1960.06,9,0.366
1960-06-15,6,15,1960,1959.0,442.8775510204082,1960.06,9,0.372
1960-06-16,6,16,1960,1959.0,428.48979591836735,1960.06,9,0.378
1960-06-17,6,17,1960,1959.0,414.1020408163265,1960.06,9,0.385
1960-06-18,6,18,1960,1959.0,399.71428571428567,1960.06,9,0.392
1960-06-19,6,19,1960,1959.0,385.3265306122448,1960.06,9,0.399
1960-06-20,6,20,1960,1959.0,370.9387755102041,1960.06,9,0.40700000000000003
1960-06-21,6,21,1960,1959.0,356.55102040816325,1960.06,9,0.41500000000000004
1960-06-22,6,22,1960,1959.0,342.1632653061224,1960.06,9,0.425
1960-06-23,6,23,1960,1959.0,327.77551020408157,1960.06,9,0.434
1960-06-24,6,24,1960,1959.0,313.3877551020407,1960.06,9,0.442
1960-06-25,6,25,1960,1959.0,299.0,1960.06,9,0.451
1960-06-26,6,26,1960,1959.0,299.0,1960.06,9,0.451
1960-06-27,6,27,1960,1959.0,295.0,1960.06,9,0.455
1960-06-28,6,28,1960,1959.0,286.0,1960.06,9,0.462
1960-06-29,6,29,1960,1959.0,283.0,1960.06,9,0.465
1960-06-30,6,30,1960,1959.0,274.0,1960.06,9,0.47300000000000003
1960-07-01,7,1,1960,1959.0,270.0,1960.07,10,0.47800000000000004
1960-07-02,7,2,1960,1959.0,262.0,1960.07,10,0.484
1960-07-03,7,3,1960,1959.0,257.0,1960.07,10,0.49
1960-07-04,7,4,1960,1959.0,246.0,1960.07,10,0.499
1960-07-05,7,5,1960,1959.0,246.0,1960.07,10,0.499
1960-07-06,7,6,1960,1959.0,242.0,1960.07,10,0.503
1960-07-07,7,7,1960,1959.0,234.0,1960.07,10,0.511
1960-07-08,7,8,1960,1959.0,234.0,1960.07,10,0.511
1960-07-09,7,9,1960,1959.0,231.0,1960.07,10,0.515
1960-07-10,7,10,1960,1959.0,223.0,1960.07,10,0.524
1960-07-11,7,11,1960,1959.0,223.0,1960.07,10,0.524
1960-07-12,7,12,1960,1959.0,220.0,1960.07,10,0.529
1960-07-13,7,13,1960,1959.0,212.0,1960.07,10,0.538
1960-07-14,7,14,1960,1959.0,212.0,1960.07,10,0.538
1960-07-15,7,15,1960,1959.0,212.0,1960.07,10,0.538
1960-07-16,7,16,1960,1959.0,209.0,1960.07,10,0.542
1960-07-17,7,17,1960,1959.0,201.0,1960.07,10,0.551
1960-07-18,7,18,1960,1959.0,201.0,1960.07,10,0.551
1960-07-19,7,19,1960,1959.0,201.0,1960.07,10,0.551
1960-07-20,7,20,1960,1959.0,198.0,1960.07,10,0.558
1960-07-21,7,21,1960,1959.0,191.0,1960.07,10,0.5650000000000001
1960-07-22,7,22,1960,1959.0,190.0,1960.07,10,0.5670000000000001
1960-07-23,7,23,1960,1959.0,190.0,1960.07,10,0.5670000000000001
1960-07-24,7,24,1960,1959.0,190.0,1960.07,10,0.5670000000000001
1960-07-25,7,25,1960,1959.0,187.0,1960.07,10,0.5730000000000001
1960-07-26,7,26,1960,1959.0,180.0,1960.07,10,0.582
1960-07-27,7,27,1960,1959.0,180.0,1960.07,10,0.582
1960-07-28,7,28,1960,1959.0,177.0,1960.07,10,0.587
1960-07-29,7,29,1960,1959.0,170.0,1960.07,10,0.597
1960-07-30,7,30,1960,1959.0,170.0,1960.07,10,0.597
1960-07-31,7,31,1960,1959.0,170.0,1960.07,10,0.597
1960-08-01,8,1,1960,1959.0,167.0,1960.08,11,0.602
1960-08-02,8,2,1960,1959.0,160.0,1960.08,11,0.613
1960-08-03,8,3,1960,1959.0,160.0,1960.08,11,0.613
1960-08-04,8,4,1960,1959.0,160.0,1960.08,11,0.613
1960-08-05,8,5,1960,1959.0,157.0,1960.08,11,0.619
1960-08-06,8,6,1960,1959.0,151.0,1960.08,11,0.627
1960-08-07,8,7,1960,1959.0,151.0,1960.08,11,0.627
1960-08-08,8,8,1960,1959.0,148.0,1960.08,11,0.636
1960-08-09,8,9,1960,1959.0,142.0,1960.08,11,0.645
1960-08-10,8,10,1960,1959.0,141.0,1960.08,11,0.648
1960-08-11,8,11,1960,1959.0,141.0,1960.08,11,0.648
1960-08-12,8,12,1960,1959.0,141.0,1960.08,11,0.648
1960-08-13,8,13,1960,1959.0,139.0,1960.08,11,0.653
1960-08-14,8,14,1960,1959.0,133.0,1960.08,11,0.663
1960-08-15,8,15,1960,1959.0,132.0,1960.08,11,0.669
1960-08-16,8,16,1960,1959.0,132.0,1960.08,11,0.669
1960-08-17,8,17,1960,1959.0,130.0,1960.08,11,0.672
1960-08-18,8,18,1960,1959.0,124.0,1960.08,11,0.687
1960-08-19,8,19,1960,1959.0,124.0,1960.08,11,0.687
1960-08-20,8,20,1960,1959.0,124.0,1960.08,11,0.687
1960-08-21,8,21,1960,1959.0,121.0,1960.08,11,0.6930000000000001
1960-08-22,8,22,1960,1959.0,115.0,1960.08,11,0.706
1960-08-23,8,23,1960,1959.0,115.0,1960.08,11,0.706
1960-08-24,8,24,1960,1959.0,115.0,1960.08,11,0.706
1960-08-25,8,25,1960,1959.0,115.0,1960.08,11,0.706
1960-08-26,8,26,1960,1959.0,113.0,1960.08,11,0.715
1960-08-27,8,27,1960,1959.0,107.0,1960.08,11,0.73
1960-08-28,8,28,1960,1959.0,107.0,1960.08,11,0.73
1960-08-29,8,29,1960,1959.0,107.0,1960.08,11,0.73
1960-08-30,8,30,1960,1959.0,107.0,1960.08,11,0.73
1960-08-31,8,31,1960,1959.0,107.0,1960.08,11,0.73
1960-09-01,9,1,1960,1959.0,105.0,1960.09,12,0.738
1960-09-02,9,2,1960,1959.0,99.0,1960.09,12,0.752
1960-09-03,9,3,1960,1959.0,99.0,1960.09,12,0.752
1960-09-04,9,4,1960,1959.0,99.0,1960.09,12,0.752
1960-09-05,9,5,1960,1959.0,99.0,1960.09,12,0.752
1960-09-06,9,6,1960,1959.0,97.0,1960.09,12,0.763
1960-09-07,9,7,1960,1959.0,91.0,1960.09,12,0.784
1960-09-08,9,8,1960,1959.0,91.0,1960.09,12,0.784
1960-09-09,9,9,1960,1959.0,91.0,1960.09,12,0.784
1960-09-10,9,10,1960,1959.0,91.0,1960.09,12,0.784
1960-09-11,9,11,1960,1959.0,89.0,1960.09,12,0.797
1960-09-12,9,12,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-13,9,13,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-14,9,14,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-15,9,15,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-16,9,16,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-17,9,17,1960,1959.0,84.0,1960.09,12,0.8190000000000001
1960-09-18,9,18,1960,1959.0,82.0,1960.09,12,0.8290000000000001
1960-09-19,9,19,1960,1959.0,79.0,1960.09,12,0.842
1960-09-20,9,20,1960,1959.0,79.0,1960.09,12,0.842
1960-09-21,9,21,1960,1959.0,78.0,1960.09,12,0.844
1960-09-22,9,22,1960,1959.0,77.0,1960.09,12,0.846
1960-09-23,9,23,1960,1959.0,77.0,1960.09,12,0.846
1960-09-24,9,24,1960,1959.0,75.0,1960.09,12,0.857
1960-09-25,9,25,1960,1959.0,72.0,1960.09,12,0.865
1960-09-26,9,26,1960,1959.0,72.0,1960.09,12,0.865
1960-09-27,9,27,1960,1959.0,71.0,1960.09,12,0.87
1960-09-28,9,28,1960,1959.0,70.0,1960.09,12,0.877
1960-09-29,9,29,1960,1959.0,70.0,1960.09,12,0.877
1960-09-30,9,30,1960,1959.0,70.0,1960.09,12,0.877
1960-10-01,10,1,1960,1960.0,69.0,1960.1,1,0.88
1960-10-02,10,2,1960,1960.0,66.0,1960.1,1,0.889
1960-10-03,10,3,1960,1960.0,65.0,1960.1,1,0.893
1960-10-04,10,4,1960,1960.0,65.0,1960.1,1,0.893
1960-10-05,10,5,1960,1960.0,65.0,1960.1,1,0.893
1960-10-06,10,6,1960,1960.0,65.0,1960.1,1,0.893
1960-10-07,10,7,1960,1960.0,63.0,1960.1,1,0.906
1960-10-08,10,8,1960,1960.0,63.0,1960.1,1,0.906
1960-10-09,10,9,1960,1960.0,63.0,1960.1,1,0.906
1960-10-10,10,10,1960,1960.0,63.0,1960.1,1,0.906
1960-10-11,10,11,1960,1960.0,59.0,1960.1,1,0.923
1960-10-12,10,12,1960,1960.0,59.0,1960.1,1,0.923
1960-10-13,10,13,1960,1960.0,59.0,1960.1,1,0.923
1960-10-14,10,14,1960,1960.0,59.0,1960.1,1,0.923
1960-10-15,10,15,1960,1960.0,59.0,1960.1,1,0.923
1960-10-16,10,16,1960,1960.0,58.0,1960.1,1,0.929
1960-10-17,10,17,1960,1960.0,55.0,1960.1,1,0.9380000000000001
1960-10-18,10,18,1960,1960.0,55.0,1960.1,1,0.9380000000000001
1960-10-19,10,19,1960,1960.0,55.0,1960.1,1,0.9380000000000001
1960-10-20,10,20,1960,1960.0,55.0,1960.1,1,0.9380000000000001
1960-10-21,10,21,1960,1960.0,58.0,1960.1,1,0.929
1960-10-22,10,22,1960,1960.0,59.0,1960.1,1,0.923
1960-10-23,10,23,1960,1960.0,59.0,1960.1,1,0.923
1960-10-24,10,24,1960,1960.0,59.0,1960.1,1,0.923
1960-10-25,10,25,1960,1960.0,59.0,1960.1,1,0.923
1960-10-26,10,26,1960,1960.0,59.0,1960.1,1,0.923
1960-10-27,10,27,1960,1960.0,59.0,1960.1,1,0.923
1960-10-28,10,28,1960,1960.0,59.0,1960.1,1,0.923
1960-10-29,10,29,1960,1960.0,59.0,1960.1,1,0.923
1960-10-30,10,30,1960,1960.0,59.0,1960.1,1,0.923
1960-10-31,10,31,1960,1960.0,58.0,1960.1,1,0.929
1960-11-01,11,1,1960,1960.0,55.0,1960.11,2,0.9380000000000001
1960-11-02,11,2,1960,1960.0,55.0,1960.11,2,0.9380000000000001
1960-11-03,11,3,1960,1960.0,55.0,1960.11,2,0.9380000000000001
1960-11-04,11,4,1960,1960.0,55.0,1960.11,2,0.9380000000000001
1960-11-05,11,5,1960,1960.0,55.0,1960.11,2,0.9380000000000001
