,date,market,hour,price,volume,year,month,day,day_of_week,value,cat
52,2016-01-03,1,4,44.44,486.0,2016,1,3,6,21597.84,off
53,2016-01-03,1,5,48.56,439.0,2016,1,3,6,21317.84,off
54,2016-01-03,1,6,48.04,345.0,2016,1,3,6,16573.8,off
55,2016-01-03,1,7,50.08,275.0,2016,1,3,6,13772.0,off
56,2016-01-03,1,8,52.01,260.0,2016,1,3,6,13522.6,off
57,2016-01-03,1,9,56.01,200.0,2016,1,3,6,11202.0,off
58,2016-01-03,1,10,51.27,263.0,2016,1,3,6,13484.01,off
59,2016-01-03,1,11,51.27,263.0,2016,1,3,6,13484.01,off
60,2016-01-03,1,12,51.27,263.0,2016,1,3,6,13484.01,off
61,2016-01-03,1,13,50.03,296.1,2016,1,3,6,14813.883000000002,off
62,2016-01-03,1,14,50.03,296.1,2016,1,3,6,14813.883000000002,off
63,2016-01-03,1,15,51.09,263.0,2016,1,3,6,13436.67,off
64,2016-01-03,1,16,56.06,121.2,2016,1,3,6,6794.472000000001,off
65,2016-01-03,1,17,56.06,121.2,2016,1,3,6,6794.472000000001,off
66,2016-01-03,1,18,105.64,53.0,2016,1,3,6,5598.92,off
67,2016-01-03,1,19,118.47,40.0,2016,1,3,6,4738.8,off
68,2016-01-03,1,20,60.04,56.0,2016,1,3,6,3362.24,off
69,2016-01-03,1,21,50.03,292.1,2016,1,3,6,14613.763,off
70,2016-01-03,1,22,45.69,476.0,2016,1,3,6,21748.44,off
71,2016-01-03,1,23,45.18,476.0,2016,1,3,6,21505.68,off
72,2016-01-04,1,0,47.06,476.0,2016,1,4,0,22400.56,off
73,2016-01-04,1,1,46.84,476.0,2016,1,4,0,22295.84,off
74,2016-01-04,1,2,46.84,476.0,2016,1,4,0,22295.84,off
75,2016-01-04,1,3,46.91,486.0,2016,1,4,0,22798.26,off
76,2016-01-04,1,4,46.89,486.0,2016,1,4,0,22788.54,off
77,2016-01-04,1,5,46.7,476.0,2016,1,4,0,22229.2,off
78,2016-01-04,1,6,62.9,63.0,2016,1,4,0,3962.7,standard
79,2016-01-04,1,7,80.02,63.0,2016,1,4,0,5041.259999999999,morning
80,2016-01-04,1,8,80.02,23.0,2016,1,4,0,1840.4599999999998,morning
81,2016-01-04,1,9,80.02,23.0,2016,1,4,0,1840.4599999999998,morning
82,2016-01-04,1,10,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
83,2016-01-04,1,11,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
84,2016-01-04,1,12,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
85,2016-01-04,1,13,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
86,2016-01-04,1,14,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
87,2016-01-04,1,15,80.02,23.0,2016,1,4,0,1840.4599999999998,standard
88,2016-01-04,1,16,105.51,63.0,2016,1,4,0,6647.13,standard
89,2016-01-04,1,17,168.05,0.0,2016,1,4,0,0.0,standard
90,2016-01-04,1,18,177.66,0.0,2016,1,4,0,0.0,standard
91,2016-01-04,1,19,177.66,0.0,2016,1,4,0,0.0,evening
92,2016-01-04,1,20,80.06,56.0,2016,1,4,0,4483.360000000001,evening
93,2016-01-04,1,21,56.0,200.0,2016,1,4,0,11200.0,standard
94,2016-01-04,1,22,47.56,476.0,2016,1,4,0,22638.56,off
95,2016-01-04,1,23,47.13,476.0,2016,1,4,0,22433.88,off
96,2016-01-05,1,0,42.16,406.0,2016,1,5,1,17116.96,off
97,2016-01-05,1,1,42.14,416.0,2016,1,5,1,17530.24,off
98,2016-01-05,1,2,42.14,426.0,2016,1,5,1,17951.64,off
99,2016-01-05,1,3,42.18,436.0,2016,1,5,1,18390.48,off
100,2016-01-05,1,4,42.28,436.0,2016,1,5,1,18434.08,off
101,2016-01-05,1,5,42.26,356.0,2016,1,5,1,15044.56,off
102,2016-01-05,1,6,80.03,63.0,2016,1,5,1,5041.89,standard
103,2016-01-05,1,7,80.04,63.0,2016,1,5,1,5042.52,morning
104,2016-01-05,1,8,80.02,23.0,2016,1,5,1,1840.4599999999998,morning
105,2016-01-05,1,9,80.05,23.0,2016,1,5,1,1841.1499999999999,morning
106,2016-01-05,1,10,148.4,0.0,2016,1,5,1,0.0,standard
107,2016-01-05,1,11,111.89,2.5,2016,1,5,1,279.725,standard
108,2016-01-05,1,12,80.05,23.0,2016,1,5,1,1841.1499999999999,standard
109,2016-01-05,1,13,80.05,23.0,2016,1,5,1,1841.1499999999999,standard
110,2016-01-05,1,14,80.05,23.0,2016,1,5,1,1841.1499999999999,standard
111,2016-01-05,1,15,80.05,23.0,2016,1,5,1,1841.1499999999999,standard
112,2016-01-05,1,16,111.14,54.0,2016,1,5,1,6001.56,standard
113,2016-01-05,1,17,118.63,6.9,2016,1,5,1,818.547,standard
114,2016-01-05,1,18,181.4,0.0,2016,1,5,1,0.0,standard
115,2016-01-05,1,19,181.4,0.0,2016,1,5,1,0.0,evening
116,2016-01-05,1,20,141.07,43.0,2016,1,5,1,6066.009999999999,evening
117,2016-01-05,1,21,56.04,150.0,2016,1,5,1,8406.0,standard
118,2016-01-05,1,22,42.55,378.0,2016,1,5,1,16083.9,off
119,2016-01-05,1,23,42.06,376.0,2016,1,5,1,15814.560000000001,off
120,2016-01-06,1,0,41.91,426.0,2016,1,6,2,17853.66,off
121,2016-01-06,1,8,80.02,27.0,2016,1,6,2,2160.54,morning
122,2016-01-06,1,18,118.23,43.0,2016,1,6,2,5083.89,standard
123,2016-01-07,1,3,48.41,390.0,2016,1,7,3,18879.899999999998,off
124,2016-01-07,1,13,80.02,27.0,2016,1,7,3,2160.54,standard
125,2016-01-07,1,22,48.08,342.6,2016,1,7,3,16472.208,off
126,2016-01-08,1,6,80.03,67.0,2016,1,8,4,5362.01,standard
127,2016-01-08,1,17,106.24,67.0,2016,1,8,4,7118.08,standard
128,2016-01-09,1,2,48.01,524.0,2016,1,9,5,25157.239999999998,off
129,2016-01-09,1,8,109.31,25.0,2016,1,9,5,2732.75,standard
130,2016-01-09,1,18,115.35,43.0,2016,1,9,5,4960.05,off
131,2016-01-10,1,6,64.12,67.0,2016,1,10,6,4296.04,off
132,2016-01-10,1,17,56.06,130.2,2016,1,10,6,7299.012,off
133,2016-01-11,1,4,52.05,417.0,2016,1,11,0,21704.85,off
134,2016-01-11,1,12,102.76,27.0,2016,1,11,0,2774.52,standard
135,2016-01-11,1,23,51.05,430.0,2016,1,11,0,21951.5,off
136,2016-01-12,1,10,105.59,19.0,2016,1,12,1,2006.21,standard
137,2016-01-12,1,18,165.81,36.0,2016,1,12,1,5969.16,standard
138,2016-01-13,1,6,95.83,58.0,2016,1,13,2,5558.14,standard
139,2016-01-13,1,12,105.52,18.0,2016,1,13,2,1899.36,standard
140,2016-01-13,1,23,48.1,342.2,2016,1,13,2,16459.82,off
141,2016-01-14,1,10,99.07,18.0,2016,1,14,3,1783.2599999999998,standard
142,2016-01-14,1,17,109.28,51.2,2016,1,14,3,5595.136,standard
143,2016-01-15,1,4,48.11,320.0,2016,1,15,4,15395.2,off
144,2016-01-15,1,13,99.07,17.0,2016,1,15,4,1684.1899999999998,standard
145,2016-01-15,1,23,48.11,320.0,2016,1,15,4,15395.2,off
146,2016-01-16,1,12,56.06,100.0,2016,1,16,5,5606.0,off
147,2016-01-17,1,0,48.46,354.0,2016,1,17,6,17154.84,off
148,2016-01-17,1,7,76.22,31.0,2016,1,17,6,2362.82,off
149,2016-01-17,1,18,109.41,26.2,2016,1,17,6,2866.542,off
150,2016-01-18,1,1,48.79,360.0,2016,1,18,0,17564.4,off
151,2016-01-18,1,16,105.17,67.0,2016,1,18,0,7046.39,standard
152,2016-01-19,1,0,51.5,250.0,2016,1,19,1,12875.0,off
153,2016-01-19,1,12,103.55,17.0,2016,1,19,1,1760.35,standard
154,2016-01-19,1,19,144.58,24.0,2016,1,19,1,3469.92,evening
155,2016-01-20,1,0,51.63,250.0,2016,1,20,2,12907.5,off
156,2016-01-20,1,12,103.83,17.0,2016,1,20,2,1765.11,standard
157,2016-01-20,1,20,142.57,45.0,2016,1,20,2,6415.65,evening
158,2016-01-21,1,7,149.67,28.0,2016,1,21,3,4190.759999999999,morning
159,2016-01-21,1,15,102.47,11.0,2016,1,21,3,1127.17,standard
160,2016-01-22,1,3,51.18,260.0,2016,1,22,4,13306.8,off
161,2016-01-22,1,10,101.84,4.0,2016,1,22,4,407.36,standard
162,2016-01-22,1,19,150.1,28.6,2016,1,22,4,4292.86,evening
163,2016-01-23,1,7,110.76,41.0,2016,1,23,5,4541.16,standard
164,2016-01-23,1,18,107.97,13.0,2016,1,23,5,1403.61,off
165,2016-01-24,1,1,51.22,306.0,2016,1,24,6,15673.32,off
166,2016-01-24,1,11,56.05,100.0,2016,1,24,6,5605.0,off
167,2016-01-24,1,21,53.2,156.0,2016,1,24,6,8299.2,off
168,2016-01-25,1,7,171.37,2.2,2016,1,25,0,377.01400000000007,morning
169,2016-01-25,1,17,176.27,0.0,2016,1,25,0,0.0,standard
170,2016-01-26,1,6,102.79,33.0,2016,1,26,1,3392.07,standard
171,2016-01-26,1,15,101.97,8.0,2016,1,26,1,815.76,standard
172,2016-01-27,1,5,52.96,282.0,2016,1,27,2,14934.72,off
173,2016-01-27,1,13,120.03,100.0,2016,1,27,2,12003.0,standard
174,2016-01-27,1,21,82.1,155.2,2016,1,27,2,12741.919999999998,standard
175,2016-01-28,1,5,50.94,205.0,2016,1,28,3,10442.699999999999,off
176,2016-01-28,1,16,142.0,48.3,2016,1,28,3,6858.599999999999,standard
177,2016-01-29,1,1,50.15,200.0,2016,1,29,4,10030.0,off
178,2016-01-29,1,14,103.88,71.0,2016,1,29,4,7375.48,standard
179,2016-01-29,1,22,50.74,240.0,2016,1,29,4,12177.6,off
180,2016-01-30,1,12,90.74,176.0,2016,1,30,5,15970.24,off
181,2016-01-30,1,21,53.9,174.0,2016,1,30,5,9378.6,off
182,2016-01-31,1,4,49.41,263.0,2016,1,31,6,12994.83,off
183,2016-01-31,1,14,86.45,161.0,2016,1,31,6,13918.45,off
184,2016-01-31,1,23,49.71,255.0,2016,1,31,6,12676.050000000001,off
185,2016-02-01,1,12,103.06,84.1,2016,2,1,0,8667.346,standard
186,2016-02-01,1,19,176.98,12.0,2016,2,1,0,2123.7599999999998,evening
187,2016-02-02,1,6,120.07,100.0,2016,2,2,1,12007.0,standard
188,2016-02-02,1,16,142.05,45.6,2016,2,2,1,6477.4800000000005,standard
189,2016-02-03,1,4,52.01,305.5,2016,2,3,2,15889.055,off
190,2016-02-03,1,13,104.53,66.0,2016,2,3,2,6898.9800000000005,standard
191,2016-02-03,1,23,51.55,275.0,2016,2,3,2,14176.25,off
192,2016-02-04,1,7,133.57,17.0,2016,2,4,3,2270.69,morning
193,2016-02-04,1,17,142.04,45.3,2016,2,4,3,6434.411999999999,standard
194,2016-02-05,1,8,110.67,3.6,2016,2,5,4,398.41200000000003,morning
195,2016-02-05,1,19,145.08,49.3,2016,2,5,4,7152.444,evening
196,2016-02-06,1,1,49.98,250.0,2016,2,6,5,12495.0,off
197,2016-02-06,1,11,109.49,50.6,2016,2,6,5,5540.1939999999995,standard
198,2016-02-06,1,20,54.78,229.0,2016,2,6,5,12544.62,standard
199,2016-02-07,1,7,85.57,130.0,2016,2,7,6,11124.099999999999,off
200,2016-02-07,1,17,92.8,156.0,2016,2,7,6,14476.8,off
201,2016-02-08,1,6,102.63,166.0,2016,2,8,0,17036.579999999998,standard
202,2016-02-08,1,17,145.02,0.0,2016,2,8,0,0.0,standard
203,2016-02-09,1,1,50.41,275.0,2016,2,9,1,13862.749999999998,off
204,2016-02-09,1,10,105.01,69.0,2016,2,9,1,7245.6900000000005,standard
205,2016-02-09,1,19,145.08,49.2,2016,2,9,1,7137.936000000001,evening
206,2016-02-10,1,9,110.09,3.5,2016,2,10,2,385.315,morning
207,2016-02-10,1,18,120.08,16.8,2016,2,10,2,2017.344,standard
208,2016-02-11,1,2,50.24,275.0,2016,2,11,3,13816.0,off
209,2016-02-11,1,11,106.92,69.0,2016,2,11,3,7377.4800000000005,standard
210,2016-02-11,1,23,50.28,278.0,2016,2,11,3,13977.84,off
211,2016-02-12,1,7,125.41,20.0,2016,2,12,4,2508.2,morning
212,2016-02-12,1,15,106.99,69.0,2016,2,12,4,7382.3099999999995,standard
213,2016-02-13,1,5,52.09,414.8,2016,2,13,5,21606.932,off
214,2016-02-13,1,17,92.36,180.0,2016,2,13,5,16624.8,off
215,2016-02-14,1,0,51.02,320.0,2016,2,14,6,16326.400000000001,off
216,2016-02-14,1,13,78.87,133.0,2016,2,14,6,10489.710000000001,off
217,2016-02-14,1,21,54.19,218.0,2016,2,14,6,11813.42,off
218,2016-02-15,1,9,140.07,0.0,2016,2,15,0,0.0,morning
219,2016-02-15,1,16,108.02,100.0,2016,2,15,0,10802.0,standard
220,2016-02-15,1,23,51.2,334.0,2016,2,15,0,17100.8,off
221,2016-02-16,1,10,105.24,54.0,2016,2,16,1,5682.96,standard
222,2016-02-17,1,1,50.99,366.0,2016,2,17,2,18662.34,off
223,2016-02-17,1,14,103.3,55.0,2016,2,17,2,5681.5,standard
224,2016-02-17,1,23,51.05,371.0,2016,2,17,2,18939.55,off
225,2016-02-18,1,10,104.86,71.0,2016,2,18,3,7445.06,standard
226,2016-02-18,1,18,120.09,16.5,2016,2,18,3,1981.4850000000001,standard
227,2016-02-19,1,5,52.43,357.0,2016,2,19,4,18717.51,off
228,2016-02-19,1,16,110.03,100.0,2016,2,19,4,11003.0,standard
229,2016-02-20,1,1,50.11,327.0,2016,2,20,5,16385.97,off
230,2016-02-20,1,9,110.04,29.7,2016,2,20,5,3268.188,standard
231,2016-02-20,1,22,51.29,332.0,2016,2,20,5,17028.28,off
232,2016-02-21,1,6,74.57,131.0,2016,2,21,6,9768.669999999998,off
233,2016-02-21,1,18,110.02,124.0,2016,2,21,6,13642.48,off
234,2016-02-22,1,2,51.16,327.0,2016,2,22,0,16729.32,off
235,2016-02-22,1,13,104.54,66.0,2016,2,22,0,6899.64,standard
236,2016-02-23,1,0,52.23,367.0,2016,2,23,1,19168.41,off
237,2016-02-23,1,8,110.04,30.0,2016,2,23,1,3301.2000000000003,morning
238,2016-02-23,1,17,120.0,49.8,2016,2,23,1,5976.0,standard
239,2016-02-24,1,3,51.88,335.0,2016,2,24,2,17379.8,off
240,2016-01-06,1,1,41.91,436.0,2016,1,6,2,18272.76,off
241,2016-01-06,1,12,80.01,27.0,2016,1,6,2,2160.27,standard
242,2016-01-06,1,21,52.02,250.0,2016,1,6,2,13005.0,standard
243,2016-01-07,1,7,80.04,67.0,2016,1,7,3,5362.68,morning
244,2016-01-07,1,17,108.52,67.0,2016,1,7,3,7270.84,standard
245,2016-01-08,1,3,47.67,440.0,2016,1,8,4,20974.8,off
246,2016-01-08,1,11,80.03,27.0,2016,1,8,4,2160.81,standard
247,2016-01-08,1,21,56.02,177.0,2016,1,8,4,9915.54,standard
248,2016-01-09,1,6,50.08,276.8,2016,1,9,5,13862.144,off
249,2016-01-09,1,13,56.08,100.0,2016,1,9,5,5608.0,off
250,2016-01-10,1,0,52.06,400.0,2016,1,10,6,20824.0,off
251,2016-01-10,1,10,56.08,100.0,2016,1,10,6,5608.0,off
252,2016-01-10,1,21,50.18,260.0,2016,1,10,6,13046.8,off
253,2016-01-11,1,7,151.48,0.0,2016,1,11,0,0.0,morning
254,2016-01-11,1,18,177.63,4.0,2016,1,11,0,710.52,standard
255,2016-01-12,1,2,48.08,350.5,2016,1,12,1,16852.04,off
256,2016-01-12,1,11,105.59,19.0,2016,1,12,1,2006.21,standard
257,2016-01-12,1,21,61.91,52.0,2016,1,12,1,3219.3199999999997,standard
258,2016-01-13,1,9,108.07,18.0,2016,1,13,2,1945.2599999999998,morning
259,2016-01-13,1,20,139.17,39.0,2016,1,13,2,5427.629999999999,evening
260,2016-01-14,1,3,48.39,370.0,2016,1,14,3,17904.3,off
261,2016-01-14,1,15,99.07,18.0,2016,1,14,3,1783.2599999999998,standard
262,2016-01-15,1,2,48.07,314.0,2016,1,15,4,15093.98,off
263,2016-01-15,1,11,99.07,17.0,2016,1,15,4,1684.1899999999998,standard
264,2016-01-15,1,20,145.23,47.0,2016,1,15,4,6825.8099999999995,evening
265,2016-01-16,1,7,110.88,44.0,2016,1,16,5,4878.719999999999,standard
266,2016-01-16,1,17,56.05,100.0,2016,1,16,5,5605.0,off
267,2016-01-17,1,1,48.37,354.0,2016,1,17,6,17122.98,off
268,2016-01-17,1,12,56.04,116.0,2016,1,17,6,6500.64,off
269,2016-01-17,1,23,48.39,310.0,2016,1,17,6,15000.9,off
270,2016-01-18,1,10,158.74,0.0,2016,1,18,0,0.0,standard
271,2016-01-18,1,18,176.09,2.4,2016,1,18,0,422.616,standard
272,2016-01-19,1,6,104.22,37.0,2016,1,19,1,3856.14,standard
273,2016-01-19,1,14,103.55,17.0,2016,1,19,1,1760.35,standard
274,2016-01-20,1,3,51.8,260.0,2016,1,20,2,13468.0,off
275,2016-01-20,1,13,103.83,17.0,2016,1,20,2,1765.11,standard
276,2016-01-21,1,0,51.05,250.0,2016,1,21,3,12762.5,off
277,2016-01-21,1,8,109.39,2.5,2016,1,21,3,273.475,morning
278,2016-01-21,1,18,109.39,2.5,2016,1,21,3,273.475,standard
279,2016-01-22,1,2,51.04,250.0,2016,1,22,4,12760.0,off
280,2016-01-22,1,14,101.84,4.0,2016,1,22,4,407.36,standard
281,2016-01-22,1,23,50.82,235.0,2016,1,22,4,11942.7,off
282,2016-01-23,1,11,109.3,25.7,2016,1,23,5,2809.0099999999998,standard
283,2016-01-23,1,20,54.1,166.0,2016,1,23,5,8980.6,standard
284,2016-01-24,1,7,57.46,0.0,2016,1,24,6,0.0,off
285,2016-01-24,1,14,56.05,100.0,2016,1,24,6,5605.0,off
286,2016-01-25,1,0,51.65,306.0,2016,1,25,0,15804.9,off
287,2016-01-25,1,12,98.56,8.0,2016,1,25,0,788.48,standard
288,2016-01-25,1,22,51.65,306.0,2016,1,25,0,15804.9,off
289,2016-01-26,1,4,51.6,277.0,2016,1,26,1,14293.2,off
290,2016-01-26,1,17,118.37,17.0,2016,1,26,1,2012.29,standard
291,2016-01-27,1,3,50.1,274.6,2016,1,27,2,13757.460000000001,off
292,2016-01-27,1,12,120.03,100.0,2016,1,27,2,12003.0,standard
293,2016-01-27,1,22,51.37,302.0,2016,1,27,2,15513.74,off
294,2016-01-28,1,7,156.82,33.6,2016,1,28,3,5269.152,morning
295,2016-01-28,1,15,103.09,64.9,2016,1,28,3,6690.541000000001,standard
296,2016-01-29,1,3,50.23,205.0,2016,1,29,4,10297.15,off
297,2016-01-29,1,15,103.88,71.0,2016,1,29,4,7375.48,standard
298,2016-01-30,1,3,49.34,263.0,2016,1,30,5,12976.42,off
299,2016-01-30,1,10,110.04,31.3,2016,1,30,5,3444.2520000000004,standard
300,2016-01-30,1,18,120.06,76.9,2016,1,30,5,9232.614000000001,off
301,2016-01-31,1,9,104.13,105.0,2016,1,31,6,10933.65,off
302,2016-01-31,1,16,85.03,156.0,2016,1,31,6,13264.68,off
303,2016-02-01,1,1,50.58,312.0,2016,2,1,0,15780.96,off
304,2016-02-01,1,9,139.63,0.0,2016,2,1,0,0.0,morning
305,2016-02-01,1,23,50.62,315.0,2016,2,1,0,15945.3,off
306,2016-02-02,1,10,105.08,66.0,2016,2,2,1,6935.28,standard
307,2016-02-02,1,21,87.07,157.5,2016,2,2,1,13713.525,standard
308,2016-02-03,1,6,120.07,100.0,2016,2,3,2,12007.0,standard
309,2016-02-03,1,14,104.53,66.0,2016,2,3,2,6898.9800000000005,standard
310,2016-02-03,1,21,87.07,160.7,2016,2,3,2,13992.148999999998,standard
311,2016-02-04,1,8,110.82,1.9,2016,2,4,3,210.55799999999996,morning
312,2016-02-04,1,21,98.64,244.0,2016,2,4,3,24068.16,standard
313,2016-02-05,1,6,120.03,100.0,2016,2,5,4,12003.0,standard
314,2016-02-05,1,14,104.65,66.0,2016,2,5,4,6906.900000000001,standard
315,2016-02-06,1,3,49.98,250.0,2016,2,6,5,12495.0,off
316,2016-02-06,1,13,76.81,126.0,2016,2,6,5,9678.06,off
317,2016-02-07,1,1,50.36,272.0,2016,2,7,6,13697.92,off
318,2016-02-07,1,10,103.0,113.6,2016,2,7,6,11700.8,off
319,2016-02-07,1,15,73.94,116.0,2016,2,7,6,8577.039999999999,off
320,2016-02-08,1,2,50.36,272.0,2016,2,8,0,13697.92,off
321,2016-02-08,1,14,103.08,77.1,2016,2,8,0,7947.467999999999,standard
322,2016-02-08,1,21,78.5,129.0,2016,2,8,0,10126.5,standard
323,2016-02-09,1,12,105.01,69.0,2016,2,9,1,7245.6900000000005,standard
324,2016-02-09,1,23,50.44,278.0,2016,2,9,1,14022.32,off
325,2016-02-10,1,6,110.06,100.0,2016,2,10,2,11006.0,standard
326,2016-02-10,1,15,104.46,69.0,2016,2,10,2,7207.74,standard
327,2016-02-10,1,23,50.92,337.0,2016,2,10,2,17160.04,off
328,2016-02-11,1,10,106.92,69.0,2016,2,11,3,7377.4800000000005,standard
329,2016-02-11,1,22,50.41,288.0,2016,2,11,3,14518.079999999998,off
330,2016-02-12,1,6,110.06,92.5,2016,2,12,4,10180.550000000001,standard
331,2016-02-12,1,19,142.06,43.2,2016,2,12,4,6136.992,evening
332,2016-02-13,1,7,119.53,95.0,2016,2,13,5,11355.35,standard
333,2016-02-13,1,16,74.27,117.0,2016,2,13,5,8689.59,off
334,2016-02-14,1,3,51.02,320.0,2016,2,14,6,16326.400000000001,off
335,2016-02-14,1,12,78.87,133.0,2016,2,14,6,10489.710000000001,off
336,2016-02-14,1,18,108.57,130.0,2016,2,14,6,14114.099999999999,off
337,2016-02-15,1,5,52.02,397.1,2016,2,15,0,20657.142000000003,off
338,2016-02-15,1,14,103.08,76.1,2016,2,15,0,7844.387999999999,standard
339,2016-02-16,1,0,51.13,381.0,2016,2,16,1,19480.530000000002,off
340,2016-02-16,1,11,105.24,54.0,2016,2,16,1,5682.96,standard
341,2016-02-16,1,19,120.09,12.3,2016,2,16,1,1477.1070000000002,evening
342,2016-02-17,1,5,52.04,378.5,2016,2,17,2,19697.14,off
343,2016-02-17,1,15,103.3,55.0,2016,2,17,2,5681.5,standard
344,2016-02-18,1,2,50.92,436.0,2016,2,18,3,22201.12,off
345,2016-02-18,1,14,104.86,71.0,2016,2,18,3,7445.06,standard
346,2016-02-18,1,21,86.39,116.0,2016,2,18,3,10021.24,standard
347,2016-02-19,1,7,125.43,21.0,2016,2,19,4,2634.03,morning
348,2016-02-19,1,20,120.09,14.0,2016,2,19,4,1681.26,evening
349,2016-02-20,1,8,110.04,29.7,2016,2,20,5,3268.188,standard
350,2016-02-20,1,15,74.05,111.0,2016,2,20,5,8219.55,off
351,2016-02-20,1,23,50.74,332.0,2016,2,20,5,16845.68,off
352,2016-02-21,1,11,103.02,101.9,2016,2,21,6,10497.738,off
353,2016-02-21,1,19,110.02,124.0,2016,2,21,6,13642.48,off
354,2016-02-22,1,8,141.83,0.0,2016,2,22,0,0.0,morning
355,2016-02-22,1,16,109.75,100.0,2016,2,22,0,10975.0,standard
356,2016-02-23,1,2,52.06,364.6,2016,2,23,1,18981.076,off
357,2016-02-23,1,14,106.81,66.0,2016,2,23,1,7049.46,standard
358,2016-02-24,1,2,51.83,327.0,2016,2,24,2,16948.41,off
359,2016-02-24,1,10,109.02,66.0,2016,2,24,2,7195.32,standard
360,2016-01-06,1,2,41.87,436.0,2016,1,6,2,18255.32,off
361,2016-01-06,1,15,80.02,27.0,2016,1,6,2,2160.54,standard
362,2016-01-07,1,1,48.27,370.0,2016,1,7,3,17859.9,off
