SimNo,StartDate,Mean_2023_2040,Mean_2023_2052,Energy_mean,Energy_median,Energy_mean_2023_2040,Energy_mean_2023_2052,Energy_mean_2025_2042,Energy_mean_2025_2049
29,1961-10-01,984.3078572916303,795.8558027265166,734.2357524614068,793.4312995031795,799.8686532214411,712.1008144295671,786.6568829186841,740.9697445493283
30,1962-10-01,934.3505502683906,774.7398008682617,730.5076268631383,771.6413700790207,787.9096853258629,708.4208881833183,774.1879906366662,720.1273073500496
31,1963-10-01,872.4345045470063,744.6212073526248,728.2657272357018,750.1362899207172,788.0015992998902,708.4525331154098,769.866324537326,699.1206720919506
32,1964-10-01,837.6430262559862,726.5693053852706,720.2694067972268,734.3398940958516,775.4208312478775,699.6707756145262,755.7534095070392,689.1335798981854
33,1965-10-01,848.023124435059,730.5835514771965,720.359957889638,735.9544930027516,772.0401061616941,697.3061007167337,760.2052147004906,694.0751354876102
34,1966-10-01,838.7064683299919,732.6133373527823,719.8833169954565,726.0860239384864,758.6277813513976,695.9587607706458,740.1161335766636,690.1125511857379
35,1967-10-01,848.9088402618962,747.488645954486,719.9797670158183,725.1092345815804,763.4615803803094,701.273457278317,733.4073512175402,685.3307644413538
36,1968-10-01,821.5815160741472,753.4999845329999,718.4343916480403,726.9251655040626,743.9133785112105,698.8013747833334,721.924586865175,685.2711780809192
37,1969-10-01,788.6013974179947,728.8660595304718,715.1923397956812,717.1479775159136,734.6470479107195,692.396624588074,694.6590646756279,679.200298413784
38,1970-10-01,744.2374580901864,713.4768931083479,711.6862698092451,718.1326443255297,723.4851112229112,692.4031712465027,665.642746639675,674.3541449397894
39,1971-10-01,712.6936111913234,723.0254599582277,711.3255750352824,720.7936971162562,699.9887817733195,691.6685165955763,647.9916832058461,669.3109504242522
40,1972-10-01,643.6390170042017,707.7117029770137,713.9897714511787,721.6969623903074,672.265737995774,691.7747224801999,637.9484341046435,659.3273132097834
41,1973-10-01,601.4532411858131,708.8392318562968,721.3290683248784,735.3772465262689,655.6674197813323,690.5314062849278,635.4772806802415,659.4093088647573
42,1974-10-01,591.1239154219261,719.8580428933957,722.728239764253,737.5649489569886,645.8543599889855,688.6522200548998,639.849997814581,668.2535235368606
43,1975-10-01,586.8788906303573,735.6995674683141,725.7102979362047,739.6437518871807,641.712091080539,690.8272814332643,647.6269742621428,678.4629643040936
44,1976-10-01,600.605820250227,755.3407579179122,728.4825207318139,740.0563425231567,645.462078063661,699.2679498206642,654.5344649804779,685.1288086747321
45,1977-10-01,629.7775812234918,778.102891211456,727.0850247130442,742.9617672398633,652.820590952939,705.1772739523215,658.2449849957032,690.6093594415385
46,1978-10-01,638.3366317417407,799.9387181429488,727.9687321294559,745.0681411658546,659.7106680641617,713.5979109473179,665.5214199148675,699.8398664312369
47,1979-10-01,656.1572167477539,802.7651755575437,722.3622865236388,737.2313366797231,662.117868594412,714.0564143537742,659.7546702788366,702.6857275576091
48,1980-10-01,684.4192175145636,813.5439571733579,716.1893425964004,729.4190760267326,667.182428504088,716.0312262222825,661.8446530795297,705.34825047571
49,1981-10-01,679.7429734159285,825.0469369314022,714.9122246699745,727.2843605683865,661.1195929099473,716.2159905008164,663.4222699899371,710.0066351229717
50,1982-10-01,691.1091053160277,831.4710165221522,717.7688730801431,732.150375413965,665.0220761002935,717.0022916996811,679.0696008903661,717.0409292174003
51,1983-10-01,699.7633242578087,825.0694542088495,718.6630975038075,735.2434959175258,667.0366812929458,714.4332892049,684.7050172519674,718.5221094494766
52,1984-10-01,738.9441281017807,838.2429728998918,722.1851813780977,745.1621120126737,681.7582579048333,721.4429280259542,701.8608396361558,729.5489386228696
53,1985-10-01,776.5679797381799,841.464515628619,722.2931950751986,745.2359116729049,687.1154161202679,722.2376504031793,711.4433430660832,731.8236641205389
54,1986-10-01,836.987413748297,846.1660721130258,718.8395677828702,745.4356258921772,704.2937780428867,722.6594712325767,726.6551397547861,735.7286103288027
55,1987-10-01,879.321534820239,843.3355111223334,715.9113838588303,740.4410920290306,713.7602947989242,723.0646724851965,746.6038958708658,749.1666766101572
56,1988-10-01,914.176274140225,854.115810084122,715.3693639133515,728.7937898249279,728.5640905997772,726.5954066898081,773.7805703478545,762.4759279583137
57,1989-10-01,963.2620119952913,872.5303556044037,715.2474697040074,729.3093902257862,748.2126915952244,737.0988590000941,781.8315311417032,759.4263720354822
58,1990-10-01,1015.401453208302,881.0441245262372,714.6644902775787,730.4920790890523,775.6913247576626,742.9388895642747,783.2501946791415,757.9387126241477
59,1991-10-01,1028.0730676811684,898.9078302148866,716.5160327957893,733.3544638593262,785.1913737068644,747.5219866003532,787.4962199228584,757.6656287609184
60,1992-10-01,1029.5494778289385,894.7023016134723,724.8403793645094,745.2651147879155,787.2909938662548,750.840363116031,792.7055936295592,763.5551586055547
