Year,Month,Rainfall
1939,11,78
1939,12,189.2
1940,1,102.4
1940,2,190
1940,3,158.5
1940,4,86.9
1940,5,0
1940,6,7.1
1940,7,0
1940,8,0
1940,9,0
1940,10,6.4
1940,11,36.8
1940,12,121.2
1941,1,344.2
1941,2,161.5
1941,3,47
1941,4,64.5
1941,5,0
1941,6,0
1941,7,0
1941,8,0
1941,9,0
1941,10,35.1
1941,11,47.5
1941,12,82.6
1942,1,93.2
1942,2,65.3
1942,3,40.9
1942,4,0.3
1942,5,2.8
1942,6,0
1942,7,0
1942,8,0
1942,9,0
1942,10,47.8
1942,11,27.9
1942,12,153.7
1943,1,143.3
1943,2,59.7
1943,3,113.3
1943,4,46.2
1943,5,0
1943,6,0
1943,7,0
1943,8,0
1943,9,0
1943,10,0.5
1943,11,34.5
1943,12,161.5
1944,1,131.6
1944,2,314.5
1944,3,38.9
1944,4,16
1944,5,0
1944,6,11.4
1944,7,0
1944,8,0
1944,9,0
1944,10,14.7
1944,11,43.9
1944,12,54.4
1945,1,143.3
1945,2,71.6
1945,3,142.2
1945,4,0
1945,5,18
1945,6,0
1945,7,0
1945,8,0
1945,9,0
1945,10,0.5
1945,11,55.4
1945,12,58.9
1946,1,245.4
1946,2,106.2
1946,3,48.8
1946,4,15
1946,5,1
1946,6,0
1946,7,0
1946,8,0
1946,9,6.4
1946,10,0.8
1946,11,39.4
1946,12,57.7
1947,1,137.4
1947,2,122.7
1947,3,63
1947,4,25.4
1947,5,0
1947,6,0
1947,7,0
1947,8,0
1947,9,0.8
1947,10,7.9
1947,11,187.7
1947,12,279.1
1948,1,172.7
1948,2,100.3
1948,3,170.7
1948,4,4.6
1948,5,1
1948,6,0
1948,7,0
1948,8,0
1948,9,0
1948,10,74.4
1948,11,100.8
1948,12,51.1
1949,1,107.2
1949,2,50.3
1949,3,179.1
1949,4,0
1949,5,0.5
1949,6,0
1949,7,0
1949,8,0
1949,9,0
1949,10,5.1
1949,11,58.2
1949,12,138.9
1950,1,86.6
1950,2,208.8
1950,3,105.9
1950,4,29.7
1950,5,8.1
1950,6,0
1950,7,0
1950,8,0
1950,9,0
1950,10,4.3
1950,11,43.4
1950,12,257.3
1951,1,198
1951,2,31
1951,3,145
1951,4,48
1951,5,1
1951,6,0
1951,7,0
1951,8,3
1951,9,7
1951,10,83
1951,11,161
1951,12,195
1952,1,406
1952,2,320
1952,3,15
1952,4,0
1952,5,0
1952,6,1
1952,7,0
1952,8,0
1952,9,1
1952,10,33
1952,11,103
1952,12,180
1953,1,216
1953,2,214
1953,3,132
1953,4,33
1953,5,0
1953,6,0
1953,7,0
1953,8,0
1953,9,9
1953,10,10
1953,11,122
1953,12,140
1954,1,163
1954,2,159
1954,3,72
1954,4,6
1954,5,0
1954,6,0
1954,7,0
1954,8,0
1954,9,0
1954,10,40
1954,11,47
1954,12,300
1955,1,250
1955,2,203
1955,3,66
1955,4,7
1955,5,4
1955,6,11
1955,7,0
1955,8,0
1955,9,0
1955,10,6
1955,11,109
1955,12,167
1956,1,78
1956,2,242
1956,3,160
1956,4,56
1956,5,0
1956,6,0
1956,7,0
1956,8,0
1956,9,1
1956,10,3
1956,11,129
1956,12,171
1957,1,150
1957,2,161
1957,3,72
1957,4,0
1957,5,0
1957,6,0
1957,7,0
1957,8,0
1957,9,0
1957,10,4
1957,11,52
1957,12,362
1958,1,405
1958,2,498
1958,3,47
1958,4,28
1958,5,0
1958,6,1
1958,7,0
1958,8,0
1958,9,4
1958,10,103
1958,11,133
1958,12,191
1959,1,256
1959,2,82
1959,3,61
1959,4,23
1959,5,0
1959,6,0
1959,7,0
1959,8,0
1959,9,0
1959,10,6
1959,11,11
1959,12,181
1960,1,60
1960,2,126
1960,3,57
1960,4,67
1960,5,2
1960,6,0
1960,7,0
1960,8,0
1960,9,0
1960,10,0
1960,11,95
1960,12,164
1961,1,146
1961,2,158
1961,3,198
1961,4,33
1961,5,0
1961,6,0
1961,7,0
1961,8,0
1961,9,7
1961,10,7
1961,11,39
1961,12,87
1962,1,217
1962,2,164
1962,3,12
1962,4,73
1962,5,0
1962,6,0
1962,7,0
1962,8,0
1962,9,0
1962,10,1
1962,11,129
1962,12,482
1963,1,101
1963,2,241
1963,3,24
1963,4,7
1963,5,0
1963,6,0
1963,7,0
1963,8,0
1963,9,0
1963,10,69
1963,11,56
1963,12,184
1964,1,220
1964,2,34
1964,3,22
1964,4,0
1964,5,0
1964,6,0
1964,7,0
1964,8,0
1964,9,0
1964,10,15
1964,11,58
1964,12,271
1965,1,123
1965,2,56
1965,3,7
1965,4,1
1965,5,0
1965,6,0
1965,7,0
1965,8,0
1965,9,4
1965,10,5
1965,11,81
1965,12,97
1966,1,195
1966,2,286
1966,3,102
1966,4,25
1966,5,0
1966,6,15
1966,7,0
1966,8,11
1966,9,0
1966,10,3
1966,11,44
1966,12,137
1967,1,167
1967,2,258
1967,3,54.6
1967,4,51
1967,5,0
1967,6,1
1967,7,0
1967,8,0
1967,9,0
1967,10,43
1967,11,78
1967,12,85
1968,1,217
1968,2,115.8
1968,3,57
1968,4,40
1968,5,7
1968,6,0
1968,7,0
1968,8,0
1968,9,0
1968,10,2
1968,11,85
1968,12,64
1969,1,61
1969,2,125
1969,3,296
1969,4,20
1969,5,1
1969,6,0
1969,7,0
1969,8,0
1969,9,7
1969,10,67
1969,11,49
1969,12,265
1970,1,105
1970,2,87
1970,3,15
1970,4,7
1970,5,0
1970,6,0
1970,7,0
1970,8,0
1970,9,1
1970,10,5
1970,11,160
1970,12,139
1971,1,312
1971,2,51
1971,3,28
1971,4,8
1971,5,0
1971,6,0
1971,7,0
1971,8,0
1971,9,0
1971,10,1
1971,11,81
1971,12,134.6
1972,1,315
1972,2,105.4
1972,3,147
1972,4,52
1972,5,0
1972,6,0
1972,7,0
1972,8,0
1972,9,9
1972,10,47
1972,11,24.1
1972,12,113
1973,1,181
1973,2,82
1973,3,11.1
1973,4,25
1973,5,2
1973,6,0
1973,7,0
1973,8,0
1973,9,1
1973,10,27
1973,11,108
1973,12,358
1974,1,309.4
1974,2,196
1974,3,31
1974,4,3
1974,5,2
1974,6,0
1974,7,0
1974,8,0
1974,9,8
1974,10,11
1974,11,112
1974,12,329.8
1975,1,219
1975,2,119
1975,3,87
1975,4,5
1975,5,22
1975,6,0
1975,7,0
1975,8,0
1975,9,0
1975,10,1
1975,11,20
1975,12,162.3
1976,1,149
1976,2,103
1976,3,237
1976,4,6.8
1976,5,22
1976,6,0
1976,7,0
1976,8,0
1976,9,3
1976,10,18.4
1976,11,50.5
1976,12,69.8
1977,1,149
1977,2,141
1977,3,104
1977,4,13
1977,5,0
1977,6,0
1977,7,0
1977,8,6
1977,9,5
1977,10,0
1977,11,120.8
1977,12,279.3
1978,1,237
1978,2,217
1978,3,173
1978,4,10
1978,5,12
1978,6,3
1978,7,0
1978,8,0
1978,9,4.8
1978,10,23
1978,11,60.4
1978,12,206.6
1979,1,157
1979,2,84
1979,3,69
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,2
1979,9,0
1979,10,39
1979,11,49.4
1979,12,198
1980,1,41
1980,2,118.4
1980,3,34
1980,4,33
1980,5,0
1980,6,0
1980,7,0
1980,8,0
1980,9,0
1980,10,19
1980,11,227.5
1980,12,112
1981,1,157
1981,2,299
1981,3,130
1981,4,9
1981,5,0
1981,6,0
1981,7,0
1981,8,0
1981,9,0
1981,10,8
1981,11,104
1981,12,34.1
1982,1,109
1982,2,77.9
1982,3,32
1982,4,16
1982,5,49
1982,6,0
1982,7,0
1982,8,0
1982,9,0
1982,10,149
1982,11,26
1982,12,111
1983,1,191
1983,2,139
1983,3,35
1983,4,74
1983,5,63
1983,6,0
1983,7,0
1983,8,0
1983,9,0
1983,10,9
1983,11,41
1983,12,242
1984,1,27
1984,2,94
1984,3,55
1984,4,19
1984,5,0
1984,6,0
1984,7,0
1984,8,0
1984,9,7
1984,10,25
1984,11,88
1984,12,83
1985,1,202
1985,2,108
1985,3,83
1985,4,7.1
1985,5,0
1985,6,0
1985,7,5.5
1985,8,0
1985,9,0
1985,10,20
1985,11,29
1985,12,205
1986,1,113
1986,2,77
1986,3,113
1986,4,78
1986,5,0
1986,6,0
1986,7,0
1986,8,0
1986,9,0
1986,10,69
1986,11,34
1986,12,103
1987,1,221
1987,2,37
1987,3,39
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0
1987,9,0.5
1987,10,2.6
1987,11,17
1987,12,297
1988,1,124
1988,2,227
1988,3,165
1988,4,12
1988,5,0.1
1988,6,0
1988,7,0
1988,8,0
1988,9,0
