Year,Month,Rainfall
1936,12,313.2
1937,1,289.3
1937,2,226.3
1937,3,179.1
1937,4,115.1
1937,5,1
1937,6,0
1937,7,0
1937,8,0
1937,9,8.9
1937,10,75.7
1937,11,159
1937,12,300.7
1938,1,234.7
1938,2,306.1
1938,3,182.1
1938,4,107.7
1938,5,0
1938,6,0
1938,7,0
1938,8,0
1938,9,7.4
1938,10,44.2
1938,11,138.9
1938,12,336
1939,1,262.9
1939,2,213.6
1939,3,140.5
1939,4,110.2
1939,5,24.1
1939,6,0
1939,7,1
1939,8,8.4
1939,9,50.8
1939,10,107.4
1939,11,263.4
1939,12,335.3
1940,1,188.2
1940,2,269.5
1940,3,194.1
1940,4,38.6
1940,5,0
1940,6,0
1940,7,0
1940,8,0
1940,9,21.3
1940,10,125.2
1940,11,233.2
1940,12,215.9
1941,1,116.3
1941,2,286.3
1941,3,123.4
1941,4,136.4
1941,5,10.7
1941,6,0
1941,7,0
1941,8,0
1941,9,1.3
1941,10,79.2
1941,11,115.6
1941,12,149.6
1942,1,186.7
1942,2,196.3
1942,3,331.2
1942,4,14
1942,5,4.8
1942,6,0
1942,7,0
1942,8,2
1942,9,1.5
1942,10,73.9
1942,11,78.7
1942,12,219.7
1943,1,206.2
1943,2,311.9
1943,3,181.9
1943,4,110.7
1943,5,27.4
1943,6,0
1943,7,0
1943,8,0
1943,9,0.5
1943,10,14
1943,11,169.4
1943,12,224.3
1944,1,185.7
1944,2,101.9
1944,3,318.3
1944,4,25.1
1944,5,0
1944,6,16.5
1944,7,0
1944,8,0
1944,9,1
1944,10,120.1
1944,11,384.8
1944,12,247.9
1945,1,317.5
1945,2,193.5
1945,3,157
1945,4,6.6
1945,5,0
1945,6,0
1945,7,0
1945,8,0
1945,9,1.5
1945,10,90.2
1945,11,255
1945,12,236
1946,1,173.7
1946,2,167.1
1946,3,162.8
1946,4,105.7
1946,5,0
1946,6,0
1946,7,0
1946,8,0
1946,9,0
1946,10,71.9
1946,11,129
1946,12,216.9
1947,1,206
1947,2,108.7
1947,3,228.6
1947,4,161.5
1947,5,15.7
1947,6,0
1947,7,0
1947,8,0
1947,9,75.4
1947,10,224
1947,11,142
1947,12,229.6
1948,1,255
1948,2,180.6
1948,3,228.9
1948,4,116.6
1948,5,3.8
1948,6,0
1948,7,0
1948,8,0
1948,9,25.7
1948,10,244.9
1948,11,228.3
1948,12,285.2
1949,1,265.9
1949,2,291.3
1949,3,201.7
1949,4,32.3
1949,5,2.3
1949,6,0
1949,7,0
1949,8,0
1949,9,9.9
1949,10,22.1
1949,11,183.6
1949,12,262.1
1950,1,266.4
1950,2,161.8
1950,3,286.5
1950,4,113
1950,5,0
1950,6,0
1950,7,0
1950,8,0
1950,9,14.5
1950,10,108.2
1950,11,130
1950,12,202.4
1951,1,209.8
1951,2,250.4
1951,3,268.7
1951,4,183.4
1951,5,0
1951,6,0
1951,7,0
1951,8,0.8
1951,9,8.6
1951,10,149.1
1951,11,202.2
1951,12,281.7
1952,1,266.2
1952,2,248.7
1952,3,224.8
1952,4,73.4
1952,5,0
1952,6,0
1952,7,0
1952,8,0
1952,9,15.5
1952,10,47.2
1952,11,195.3
1952,12,192
1953,1,234.4
1953,2,195.8
1953,3,263.7
1953,4,112.3
1953,5,5.3
1953,6,0
1953,7,0
1953,8,0
1953,9,9.7
1953,10,65.8
1953,11,80.3
1953,12,327.9
1954,1,212.9
1954,2,157.5
1954,3,333
1954,4,16.3
1954,5,0.3
1954,6,0
1954,7,0
1954,8,7.9
1954,9,17
1954,10,55.1
1954,11,284.2
1954,12,209
1955,1,206.8
1955,2,151.6
1955,3,144.3
1955,4,84.1
1955,5,21.3
1955,6,0
1955,7,0
1955,8,0
1955,9,0
1955,10,66
1955,11,250.7
1955,12,193
1956,1,371.9
1956,2,132.8
1956,3,291.1
1956,4,347.5
1956,5,0
1956,6,0
1956,7,0
1956,8,0.3
1956,9,12.2
1956,10,72.1
1956,11,153.4
1956,12,240
1957,1,137.7
1957,2,301.8
1957,3,334
1957,4,12.2
1957,5,0
1957,6,0
1957,7,0
1957,8,0
1957,9,30
1957,10,230.1
1957,11,140.5
1957,12,277.9
1958,1,190.8
1958,2,198.4
1958,3,161
1958,4,82.3
1958,5,0
1958,6,0
1958,7,0
1958,8,0
1958,9,35.8
1958,10,132.3
1958,11,229.6
1958,12,279.4
1959,1,255
1959,2,333.5
1959,3,213.9
1959,4,82
1959,5,6.9
1959,6,0
1959,7,0
1959,8,0
1959,9,0
1959,10,55.1
1959,11,241
1959,12,253.7
1960,1,184.4
1960,2,250.2
1960,3,233.2
1960,4,48.8
1960,5,77.2
1960,6,0
1960,7,0
1960,8,0
1960,9,18
1960,10,55.6
1960,11,131.6
1960,12,235.5
1961,1,402.1
1961,2,260.6
1961,3,519.2
1961,4,127.5
1961,5,16.3
1961,6,0
1961,7,0
1961,8,0
1961,9,11.7
1961,10,56.4
1961,11,233.9
1961,12,234.2
1962,1,211.1
1962,2,326.4
1962,3,273.1
1962,4,73.9
1962,5,0
1962,6,0
1962,7,0
1962,8,28.7
1962,9,5.1
1962,10,58.2
1962,11,401.3
1962,12,322.3
1963,1,202.2
1963,2,82.6
1963,3,270.3
1963,4,26.7
1963,5,0
1963,6,0
1963,7,0
1963,8,0
1963,9,7.9
1963,10,95.5
1963,11,327.2
1963,12,246.4
1964,1,134.9
1964,2,357.6
1964,3,183.6
1964,4,2.8
1964,5,0
1964,6,0
1964,7,0
1964,8,0
1964,9,0
1964,10,111
1964,11,217.4
1964,12,353.6
1965,1,163.1
1965,2,220.5
1965,3,213.4
1965,4,69.9
1965,5,0
1965,6,10.4
1965,7,0
1965,8,0
1965,9,47.8
1965,10,61.7
1965,11,245.9
1965,12,274.8
1966,1,247.7
1966,2,120.1
1966,3,441.2
1966,4,128.5
1966,5,24.9
1966,6,0.3
1966,7,0
1966,8,24.4
1966,9,17
1966,10,34.5
1966,11,143.3
1966,12,226.8
1967,1,276.6
1967,2,194.8
1967,3,418.8
1967,4,82.8
1967,5,21.1
1967,6,0
1967,7,0
1967,8,0
1967,9,12.7
1967,10,137.9
1967,11,241.8
1967,12,275.1
1968,1,181.9
1968,2,280.2
1968,3,402.1
1968,4,71.4
1968,5,0
1968,6,0
1968,7,0
1968,8,0
1968,9,34
1968,10,24.1
1968,11,433.1
1968,12,252.5
1969,1,251
1969,2,222
1969,3,493.5
1969,4,44.7
1969,5,0
1969,6,0
1969,7,0
1969,8,4.8
1969,9,27.7
1969,10,168.4
1969,11,252.2
1969,12,296.2
1970,1,256.3
1970,2,152.9
1970,3,214.6
1970,4,44.5
1970,5,0
1970,6,0
1970,7,0
1970,8,1.5
1970,9,28.4
1970,10,84.6
1970,11,290.1
1970,12,398.5
1971,1,336.6
1971,2,316.7
1971,3,189.5
1971,4,108.2
1971,5,0
1971,6,0
1971,7,0
1971,8,0
1971,9,5.6
1971,10,52.3
1971,11,221.7
1971,12,225.8
1972,1,117.6
1972,2,106.2
1972,3,229.6
1972,4,122.4
1972,5,5.3
1972,6,0
1972,7,0
1972,8,0
1972,9,17.5
1972,10,59.7
1972,11,144.8
1972,12,288.3
1973,1,170.5
1973,2,303
1973,3,267.4
1973,4,29.1
1973,5,0
1973,6,0
1973,7,0
1973,8,0
1973,9,28.8
1973,10,93.7
1973,11,171.2
1973,12,194.1
1974,1,136.8
1974,2,179.6
1974,3,259.6
1974,4,118.3
1974,5,16.9
1974,6,0
1974,7,0
1974,8,11.8
1974,9,12.5
1974,10,41.3
1974,11,187.6
1974,12,300.1
1975,1,298.4
1975,2,247.1
1975,3,207.4
1975,4,95
1975,5,28.4
1975,6,0
1975,7,0
1975,8,0
1975,9,1.2
1975,10,79.2
1975,11,170.1
1975,12,273.8
1976,1,244
1976,2,320.1
1976,3,278.5
1976,4,173
1976,5,132
1976,6,0
1976,7,0
1976,8,0
1976,9,99.9
1976,10,107.1
1976,11,168.6
1976,12,281.1
1977,1,285
1977,2,177.1
1977,3,145.1
1977,4,117.1
1977,5,0
1977,6,0
1977,7,0
1977,8,3
1977,9,11.2
1977,10,73.1
1977,11,204.4
1977,12,168.2
1978,1,223.2
1978,2,201.3
1978,3,305.9
1978,4,179.1
1978,5,1.7
1978,6,0
1978,7,0
1978,8,1
1978,9,23.8
1978,10,98.2
1978,11,229.1
1978,12,379.8
1979,1,281.5
1979,2,283.1
1979,3,221
1979,4,32.7
1979,5,13.3
1979,6,0
1979,7,0
1979,8,0
1979,9,0
1979,10,94.8
1979,11,337.8
1979,12,387.1
1980,1,243
1980,2,190
1980,3,214.7
1980,4,198
1980,5,0
1980,6,0
1980,7,0
1980,8,0
1980,9,27.9
1980,10,146.9
1980,11,225.4
1980,12,213.8
1981,1,219.1
1981,2,121.6
1981,3,235.6
1981,4,55.4
1981,5,0
1981,6,0
1981,7,0
1981,8,0
1981,9,0
1981,10,94.2
1981,11,284.8
1981,12,208.7
1982,1,207
1982,2,160.2
1982,3,169.4
1982,4,154
1982,5,0
1982,6,0
1982,7,0
1982,8,0
1982,9,10.3
1982,10,219.1
1982,11,219.9
1982,12,253.2
1983,1,362.3
1983,2,157.6
1983,3,330.4
1983,4,82.4
1983,5,41.4
1983,6,0
1983,7,0
1983,8,0
1983,9,4.2
1983,10,92.2
1983,11,193.6
1983,12,207.2
1984,1,239.9
1984,2,96.7
1984,3,304
1984,4,40.2
1984,5,0
1984,6,0
1984,7,0
1984,8,0
1984,9,5.1
1984,10,60.3
1984,11,158.1
1984,12,263.1
1985,1,253.1
1985,2,273
1985,3,294.1
1985,4,84.1
1985,5,10.4
1985,6,0
1985,7,0
1985,8,0
1985,9,25.6
1985,10,54.7
1985,11,101.4
1985,12,325.4
1986,1,300.5
1986,2,197.2
1986,3,426.5
1986,4,179
1986,5,0.6
1986,6,0
1986,7,0
1986,8,2.5
1986,9,48.8
1986,10,254.9
1986,11,272
1986,12,271.8
1987,1,326.9
1987,2,252.7
1987,3,123.5
1987,4,34.1
1987,5,28.7
1987,6,0
1987,7,0
1987,8,0
1987,9,16.1
1987,10,52.3
1987,11,175
1987,12,117
1988,1,294.9
1988,2,126
1988,3,143.3
1988,4,99.1
1988,5,0
1988,6,27.8
1988,7,0
1988,8,0
1988,9,0
