Year,Month,Rainfall
1936,11,32
1936,12,149.4
1937,1,160.8
1937,2,259.1
1937,3,66.3
1937,4,7.6
1937,5,0
1937,6,0
1937,7,0
1937,8,0
1937,9,0
1937,10,57.4
1937,11,54.4
1937,12,191
1938,1,199.4
1938,2,196.9
1938,3,72.6
1938,4,70.1
1938,5,0
1938,6,0
1938,7,0
1938,8,0
1938,9,0
1938,10,87.6
1938,11,140.7
1938,12,74.9
1939,1,181.6
1939,2,200.2
1939,3,262.9
1939,4,0
1939,5,7.1
1939,6,0
1939,7,0
1939,8,0
1939,9,28.7
1939,10,118.4
1939,11,351.3
1939,12,271.5
1940,1,97.8
1940,2,278.6
1940,3,193.3
1940,4,68.6
1940,5,0
1940,6,0
1940,7,0
1940,8,0
1940,9,0
1940,10,9.4
1940,11,48.8
1940,12,184.7
1941,1,399
1941,2,125.5
1941,3,131.1
1941,4,55.6
1941,5,0
1941,6,0
1941,7,0
1941,8,0
1941,9,0
1941,10,57.2
1941,11,109.5
1941,12,151.9
1942,1,130.6
1942,2,150.9
1942,3,85.3
1942,4,12.7
1942,5,0
1942,6,0
1942,7,0
1942,8,1
1942,9,0
1942,10,39.9
1942,11,88.1
1942,12,176.8
1943,1,272.3
1943,2,205.7
1943,3,91.4
1943,4,20.8
1943,5,0
1943,6,0
1943,7,0
1943,8,0
1943,9,0
1943,10,4.3
1943,11,160
1943,12,330.2
1944,1,179.1
1944,2,254.8
1944,3,81.5
1944,4,9.9
1944,5,0
1944,6,0.3
1944,7,0
1944,8,0
1944,9,0
1944,10,16.5
1944,11,104.4
1944,12,158.2
1945,1,177.5
1945,2,190.2
1945,3,82.3
1945,4,0
1945,5,31
1945,6,0
1945,7,0
1945,8,0
1945,9,0
1945,10,2.8
1945,11,144.3
1945,12,164.6
1946,1,170.9
1946,2,105.7
1946,3,124
1946,4,3.3
1946,5,0
1946,6,0
1946,7,0
1946,8,0
1946,9,0
1946,10,19.6
1946,11,145.3
1946,12,123.4
1947,1,132.8
1947,2,109.5
1947,3,238.8
1947,4,12.2
1947,5,6.4
1947,6,0
1947,7,0
1947,8,0
1947,9,0.3
1947,10,33.5
1947,11,73.7
1947,12,325.9
1948,1,171.2
1948,2,168.4
1948,3,159.3
1948,4,78.5
1948,5,0
1948,6,0
1948,7,0
1948,8,0
1948,9,0
1948,10,76.2
1948,11,81
1948,12,73.4
1949,1,139.4
1949,2,70.1
1949,3,235.5
1949,4,0
1949,5,0
1949,6,0
1949,7,0
1949,8,0
1949,9,0
1949,10,4.1
1949,11,106.7
1949,12,352.6
1950,1,320.3
1950,2,89.4
1950,3,102.4
1950,4,62.2
1950,5,0
1950,6,0
1950,7,0
1950,8,0
1950,9,0
1950,10,10.7
1950,11,72.4
1950,12,280.2
1951,1,307.3
1951,2,77.2
1951,3,101.3
1951,4,30.2
1951,5,11.2
1951,6,0
1951,7,0
1951,8,0
1951,9,2.5
1951,10,77.7
1951,11,95.5
1951,12,223.5
1952,1,342.4
1952,2,312.7
1952,3,24.6
1952,4,1.8
1952,5,0
1952,6,0
1952,7,0
1952,8,0
1952,9,6.9
1952,10,25.9
1952,11,104.6
1952,12,147.3
1953,1,288.5
1953,2,380.5
1953,3,252.5
1953,4,44.5
1953,5,0
1953,6,0
1953,7,0
1953,8,0
1953,9,32.3
1953,10,20.1
1953,11,78.7
1953,12,304.8
1954,1,160.5
1954,2,150.6
1954,3,147.8
1954,4,1.5
1954,5,0
1954,6,0
1954,7,0
1954,8,0
1954,9,0
1954,10,7.9
1954,11,95.3
1954,12,240.3
1955,1,264.4
1955,2,211.8
1955,3,100.8
1955,4,15.5
1955,5,0.5
1955,6,0
1955,7,0
1955,8,0
1955,9,0
1955,10,35.3
1955,11,83.6
1955,12,133.4
1956,1,218.4
1956,2,147.8
1956,3,158
1956,4,77.7
1956,5,0
1956,6,0
1956,7,0
1956,8,1.5
1956,9,0
1956,10,8.1
1956,11,126.2
1956,12,109
1957,1,179.8
1957,2,206.8
1957,3,83.6
1957,4,0
1957,5,1.5
1957,6,0
1957,7,0
1957,8,0
1957,9,11.4
1957,10,90.2
1957,11,118.9
1957,12,292.1
1958,1,186.2
1958,2,250.7
1958,3,33
1958,4,12.7
1958,5,0
1958,6,0
1958,7,0
1958,8,0
1958,9,6.9
1958,10,49.8
1958,11,97.3
1958,12,354.1
1959,1,275.3
1959,2,467.4
1959,3,234.2
1959,4,1.3
1959,5,18
1959,6,0
1959,7,0
1959,8,0
1959,9,0
1959,10,11.7
1959,11,78.5
1959,12,272
1960,1,108.5
1960,2,279.7
1960,3,101.1
1960,4,35.1
1960,5,39.9
1960,6,0
1960,7,0
1960,8,0
1960,9,0
1960,10,0
1960,11,208.3
1960,12,145.5
1961,1,263.7
1961,2,275.1
1961,3,126.5
1961,4,38.6
1961,5,1.3
1961,6,0
1961,7,0
1961,8,0
1961,9,0
1961,10,28.4
1961,11,175.5
1961,12,196.3
1962,1,180.3
1962,2,273.1
1962,3,129.3
1962,4,39.9
1962,5,0
1962,6,0
1962,7,0
1962,8,0
1962,9,0
1962,10,11.9
1962,11,125
1962,12,377.7
1963,1,250.2
1963,2,247.4
1963,3,98.8
1963,4,10.2
1963,5,0
1963,6,0
1963,7,0
1963,8,0
1963,9,0.5
1963,10,19.6
1963,11,146.8
1963,12,185.2
1964,1,120.9
1964,2,225.3
1964,3,4.8
1964,4,0
1964,5,0
1964,6,0
1964,7,0
1964,8,0
1964,9,2.8
1964,10,8.1
1964,11,75.2
1964,12,214.9
1965,1,271
1965,2,172.7
1965,3,29
1965,4,28.4
1965,5,0
1965,6,10.7
1965,7,0
1965,8,0
1965,9,0
1965,10,21.1
1965,11,106.9
1965,12,238.8
1966,1,154.7
1966,2,304.8
1966,3,80.8
1966,4,56.1
1966,5,11.9
1966,6,0.3
1966,7,0
1966,8,17.3
1966,9,3.3
1966,10,13
1966,11,82.8
1966,12,160.3
1967,1,337.3
1967,2,110.5
1967,3,156.7
1967,4,30.7
1967,5,0
1967,6,0
1967,7,0
1967,8,0
1967,9,0
1967,10,18.5
1967,11,71.1
1967,12,149.6
1968,1,166.1
1968,2,179.6
1968,3,147.1
1968,4,12.4
1968,5,0
1968,6,0
1968,7,0
1968,8,0
1968,9,0
1968,10,3
1968,11,300.2
1968,12,275.1
1969,1,302.3
1969,2,131.1
1969,3,278.4
1969,4,16.8
1969,5,0
1969,6,0
1969,7,0
1969,8,0
1969,9,4.3
1969,10,84.6
1969,11,84.3
1969,12,283.7
1970,1,183.1
1970,2,150.4
1970,3,13.5
1970,4,68.8
1970,5,0
1970,6,0
1970,7,0
1970,8,0
1970,9,0
1970,10,20.1
1970,11,153.7
1970,12,136.4
1971,1,307.8
1971,2,232.9
1971,3,59.4
1971,4,40.1
1971,5,0
1971,6,0
1971,7,0
1971,8,0
1971,9,0
1971,10,16.3
1971,11,54.6
1971,12,162.8
1972,1,172
1972,2,93
1972,3,159.3
1972,4,16.8
1972,5,0
1972,6,0
1972,7,0
1972,8,0
1972,9,2
1972,10,30.5
1972,11,6.9
1972,12,145.8
1973,1,99.1
1973,2,50.3
1973,3,42.1
1973,4,4.6
1973,5,4.6
1973,6,0
1973,7,0
1973,8,0
1973,9,0
1973,10,13.2
1973,11,149.2
1973,12,307.1
1974,1,246.5
1974,2,390.3
1974,3,122.9
1974,4,20.4
1974,5,14.2
1974,6,0
1974,7,0
1974,8,0
1974,9,0
1974,10,4.4
1974,11,163.8
1974,12,337.1
1975,1,235.2
1975,2,105.3
1975,3,150.2
1975,4,0.5
1975,5,0
1975,6,0
1975,7,0
1975,8,0
1975,9,0
1975,10,1.5
1975,11,31.4
1975,12,228
1976,1,177.6
1976,2,116.6
1976,3,288
1976,4,68.9
1976,5,13.2
1976,6,0
1976,7,0
1976,8,0
1976,9,12.3
1976,10,18.1
1976,11,72.9
1976,12,217.3
1977,1,140.6
1977,2,243.3
1977,3,204.4
1977,4,43.1
1977,5,0
1977,6,0
1977,7,0
1977,8,3.5
1977,9,11
1977,10,6.5
1977,11,51.6
1977,12,194.8
1978,1,245
1978,2,284.6
1978,3,309.3
1978,4,65.7
1978,5,1.4
1978,6,0
1978,7,0
1978,8,0
1978,9,0
1978,10,88.6
1978,11,105.1
1978,12,352.6
1979,1,163
1979,2,111.5
1979,3,102.4
1979,4,0.4
1979,5,0
1979,6,0
1979,7,0
1979,8,2.9
1979,9,0
1979,10,84.9
1979,11,135.9
1979,12,308.5
1980,1,82
1980,2,169.8
1980,3,117.1
1980,4,149.5
1980,5,0
1980,6,0
1980,7,0
1980,8,0
1980,9,7.6
1980,10,64.2
1980,11,91.9
1980,12,242.7
1981,1,247.5
1981,2,276.5
1981,3,203.4
1981,4,1.4
1981,5,0
1981,6,0
1981,7,0
1981,8,0
1981,9,0
1981,10,14.3
1981,11,170.8
1981,12,71.2
1982,1,243.7
1982,2,143.9
1982,3,37.3
1982,4,87.6
1982,5,0.6
1982,6,0
1982,7,0
1982,8,0
1982,9,32.5
1982,10,83.7
1982,11,76.3
1982,12,83.5
1983,1,235.8
1983,2,41.1
1983,3,66
1983,4,40.7
1983,5,0.8
1983,6,0
1983,7,0
1983,8,0
1983,9,0.1
1983,10,49.4
1983,11,186.4
1983,12,173.9
1984,1,261.4
1984,2,135.8
1984,3,129
1984,4,2.8
1984,5,0
1984,6,0
1984,7,0
1984,8,0
1984,9,0.4
1984,10,27.1
1984,11,152.7
1984,12,165
1985,1,269.5
1985,2,126.5
1985,3,50.4
1985,4,26.2
1985,5,7.7
1985,6,0
1985,7,0
1985,8,0
1985,9,0
1985,10,16.2
1985,11,47.3
1985,12,107.7
1986,1,263.1
1986,2,110.5
1986,3,102.9
1986,4,204.8
1986,5,0
1986,6,0
1986,7,0
1986,8,0
1986,9,0
1986,10,106.9
1986,11,79.9
1986,12,122.6
1987,1,152.3
1987,2,175.8
1987,3,59.5
1987,4,5.4
1987,5,0.4
1987,6,0
1987,7,0
1987,8,0
1987,9,14.5
1987,10,51.4
1987,11,44.7
1987,12,203.7
1988,1,150.4
1988,2,242.9
1988,3,154.1
1988,4,1.1
1988,5,0
1988,6,0
1988,7,0
1988,8,0
1988,9,0
